"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230426","2023.9","-18.25","-0.89","2042.15","388450422067126","-3501134600187","391951556667313","18000482950284","19193119843731","2158","158949758849"
"0002","大型","20230426","1932.52","-17.17","-0.88","1949.69","245063066801259","-2177971211451","247241038012710","245063066801259","12681015749731","100","80847924245"
"0003","中型","20230426","2272.42","-19.33","-0.84","2291.75","108557871407074","-923240675745","109481112082819","27275847087204","4777188585787","398","51012423454"
"0004","小型","20230426","3593.8","-41.26","-1.14","3635.06","34829483858793","-399922712991","35229406571784","2098161678241","969154876475","1660","27089411149"
"0028","TOPIX Core30","20230426","987.6","-9.11","-0.91","996.71","145027561671463","-1338859865038","146366421536501","483425205571543","146848873146703","30","40346275166"
"0029","TOPIX Large70","20230426","2060.22","-17.28","-0.83","2077.5","100035505129796","-839111346413","100874616476209","142907864471138","48555772604454","70","40501649080"
"002A","TOPIX 100","20230426","1340.54","-11.91","-0.88","1352.45","245063066801259","-2177971211451","247241038012710","245063066801259","182809866242002","100","80847924245"
"002B","TOPIX Mid400","20230426","2159.57","-18.37","-0.84","2177.94","108557871407074","-923240675745","109481112082819","27275847087204","50268236938417","398","51012423454"
"002C","TOPIX 500","20230426","1572.42","-13.79","-0.87","1586.21","353620938208333","-3101211887196","356722150095529","71008220523762","224890133967636","498","131860347700"
"002D","TOPIX Small","20230426","2434.32","-27.96","-1.14","2462.28","34829483858793","-399922712991","35229406571784","2098161678241","14307659874471","1660","27089411149"
"002E","TOPIX 1000","20230426","1911.81","-17.11","-0.89","1928.92","376669027902487","-3370866889853","380039894792340","37856183708793","197021943135967","995","146909442050"
"002F","TOPIX Small500","20230426","1071.31","-12.53","-1.16","1083.84","23048089694154","-269655002657","23317744696811","4637442594397","21513993799078","497","15049094351"
"0040","水産・農林業","20230426","482.18","-1.71","-0.35","483.89","344209665215","-1221171818","345430837033","4302620815192","71386663524","8","284499648"
"0041","鉱業","20230426","428.33","0.04","0.01","428.29","1184379816774","123860415","1184255956360","19739663612905","276509255750","6","765476235"
"0042","建設業","20230426","1268.23","19.78","1.58","1248.45","7993921179888","124657771664","7869263408225","8327001229050","630321323155","96","4560392413"
"0043","食料品","20230426","1946.4","3.94","0.2","1942.46","14186126532205","28728091802","14157398440404","16689560626124","728840260867","85","4335879262"
"0044","繊維製品","20230426","651.76","-4.86","-0.74","656.62","1833816472070","-13678233336","1847494705406","4702093518129","281363167358","39","1674868867"
"0045","パルプ・紙","20230426","452.24","-3.58","-0.79","455.82","685575159881","-5429699131","691004859012","5713126332342","151596011460","12","942801682"
"0046","化学","20230426","2164.75","-12.36","-0.57","2177.11","24270445437837","-138565610127","24409011047964","16288889555595","11211681355387","149","10010113353"
"0047","医薬品","20230426","3503.58","-29.01","-0.82","3532.59","21813764749349","-180577327765","21994342077114","62325042140998","6226127364860","35","6130940717"
"0048","石油・石炭製品","20230426","1106.48","-2.45","-0.22","1108.93","1789486383154","-3965947583","1793452330737","19883182035040","161728149062","9","2656153317"
"0049","ゴム製品","20230426","3731.92","-36.19","-0.96","3768.11","2976661713824","-28863004037","3005524717860","27060561034760","79762165918","11","816459034"
"004A","ガラス・土石製品","20230426","1139.51","-8.35","-0.73","1147.86","2791570794433","-20455387782","2812026182215","8723658732604","244980429869","32","1052494264"
