"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20231226","2338.86","1.46","0.06","2337.4","444352636103835","282453967800","444070182136035","20629184591636","18998666483998","2154","202994734048"
"0002","大型","20231226","2263.77","1.25","0.06","2262.52","285376862816135","158268899314","285218593916822","288259457390036","12606247662244","99","121350404092"
"0003","中型","20231226","2569.21","-0.08","0","2569.29","121541991348325","-3730128797","121545721477122","30461651966999","4730708806641","399","55356377487"
"0004","小型","20231226","4033.68","13.28","0.33","4020.4","37433781939374","127915197283","37305866742091","2260494078465","928031644952","1656","26287952469"
"0028","TOPIX Core30","20231226","1174.63","1.41","0.12","1173.22","171137508226839","204769286255","170932738940585","570458360756131","145694899933681","30","81300038615"
"0029","TOPIX Large70","20231226","2359.78","-0.96","-0.04","2360.74","114239354589296","-46500386941","114285854976237","165564282013473","48410991584683","69","40050365478"
"002A","TOPIX 100","20231226","1570.32","0.87","0.06","1569.45","285376862816135","158268899314","285218593916822","288259457390036","181732007469295","99","121350404092"
"002B","TOPIX Mid400","20231226","2441.62","-0.08","0","2441.7","121541991348325","-3730128797","121545721477122","30461651966999","49779150834945","399","55356377487"
"002C","TOPIX 500","20231226","1822.26","0.69","0.04","1821.57","406918854164461","154538770517","406764315393943","81710613286036","223304675195664","498","176706781579"
"002D","TOPIX Small","20231226","2732.28","8.99","0.33","2723.29","37433781939374","127915197283","37305866742091","2260494078465","13700556485877","1656","26287952469"
"002E","TOPIX 1000","20231226","2211.14","1.23","0.06","2209.91","432072314804580","239120620164","431833194184416","43337243210088","195407390293728","997","191871765155"
"002F","TOPIX Small500","20231226","1200.76","4.04","0.34","1196.72","25153460640119","84581849647","25068878790473","5040773675375","20947967690407","499","15164983576"
"0040","水産・農林業","20231226","536.24","1.1","0.21","535.14","378984137049","778498067","378205638982","4737301713116","70674613081","8","282121551"
"0041","鉱業","20231226","565.86","3.23","0.57","562.63","1568304812650","8938576663","1559366235987","26138413544169","277156114784","6","760727508"
"0042","建設業","20231226","1498.3","4","0.27","1494.3","9359308528209","24963242552","9334345285657","9851903713904","624663758408","95","4519980968"
"0043","食料品","20231226","2135.26","0.76","0.04","2134.5","15217274021321","5405160708","15211868860613","17694504675954","712665893500","86","4291652330"
"0044","繊維製品","20231226","639.62","-2.02","-0.31","641.64","1787898424083","-5657570146","1793555994230","4584354933547","279525594719","39","1614316987"
"0045","パルプ・紙","20231226","506.9","4.15","0.83","502.75","752305469610","6154665266","746150804344","6839140632814","148413027060","11","920531796"
"0046","化学","20231226","2411.44","2.64","0.11","2408.8","27470309682934","30105547376","27440204135558","18313539788623","11391668799505","150","10281637172"
"0047","医薬品","20231226","3340.13","-5.16","-0.15","3345.29","20647161705693","-31921779875","20679083485568","55803139745116","6181544525271","37","6068110069"
"0048","石油・石炭製品","20231226","1373.2","7.26","0.53","1365.94","2062538966894","10899163881","2051639803014","22917099632160","150199928633","9","2516751840"
"0049","ゴム製品","20231226","4301.48","-35.9","-0.83","4337.38","3159594312362","-26367581058","3185961893420","28723584657838","73453686952","11","761965296"
"004A","ガラス・土石製品","20231226","1240.83","5.08","0.41","1235.75","2998454723658","12266370716","2986188352941","9370171011430","241649484019","32","1073315258"
"004B","鉄鋼","20231226","724.82","-0.14","-0.02","724.96","4191411452487","-834949158","4192246401645","13520682104797","578272363119","31","1661561922"
"004C","非鉄金属","20231226","1107.01","-0.51","-0.05","1107.52","2992820542002","-1384936883","2994205478885","13012263226096","270352514205","23","1388486105"
"004D","金属製品","20231226","1290.13","1.35","0.1","1288.78","2338665907497","2457868175","2336208039322","5568252160708","181273208340","42","1287655548"
"004E","機械","20231226","2652.7","2.75","0.1","2649.95","23620309123255","24440305406","23595868817849","16751992285997","890426136814","141","5938767096"
"004F","電気機器","20231226","4147.7","16.83","0.41","4130.87","78140946213420","317018395509","77823927817911","50090350136808","1883959701523","156","15923005790"
