"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230728","2290.61","-4.53","-0.2","2295.14","437620751749378","-865548406064","438486300155442","20297808522698","19105004539153","2156","199639441530"
"0002","大型","20230728","2208.55","-4.53","-0.2","2213.08","278592648578443","-571022476288","279163671054731","278592648578443","12614272476964","100","121654657082"
"0003","中型","20230728","2545.9","-6.95","-0.27","2552.85","121174485936121","-330779102903","121505265039025","30445850737719","4759587056426","398","51151823385"
"0004","小型","20230728","3916.2","3.75","0.1","3912.45","37853617234813","36253173127","37817364061686","2283089097395","966590423632","1658","26832961063"
"0028","TOPIX Core30","20230728","1146.11","1.19","0.1","1144.92","167190127440226","174027127929","167016100312297","557300424800753","145876260800309","30","81369433537"
"0029","TOPIX Large70","20230728","2301.93","-15.4","-0.66","2317.33","111402521138217","-745049604217","112147570742434","159146458768882","48395253472183","70","40285223545"
"002A","TOPIX 100","20230728","1532.01","-3.14","-0.2","1535.15","278592648578443","-571022476288","279163671054731","278592648578443","181847693415485","100","121654657082"
"002B","TOPIX Mid400","20230728","2419.47","-6.61","-0.27","2426.08","121174485936121","-330779102903","121505265039025","30445850737719","50083023850736","398","51151823385"
"002C","TOPIX 500","20230728","1786.15","-4.02","-0.22","1790.17","399767134514565","-901801579191","400668936093756","80274525002925","223815572116835","498","172806480467"
"002D","TOPIX Small","20230728","2652.71","2.54","0.1","2650.17","37853617234813","36253173127","37817364061686","2283089097395","14269800787206","1658","26832961063"
"002E","TOPIX 1000","20230728","2166.15","-4.35","-0.2","2170.5","424594598880829","-851043691834","425445642572663","42758771287093","196013143343156","993","187756081704"
"002F","TOPIX Small500","20230728","1166.26","2.38","0.2","1163.88","24827464366264","50757887357","24776706478907","5015649366922","21288074793141","495","14949601237"
"0040","水産・農林業","20230728","504.34","-0.32","-0.06","504.66","359701035570","-225303514","359926339084","4496262944623","71320558945","8","284170158"
"0041","鉱業","20230728","531.4","3.72","0.7","527.68","1468044638563","10299840300","1457744798264","24467410642725","276257918095","6","762237128"
"0042","建設業","20230728","1431.8","-9.72","-0.67","1441.52","8895865495090","-60402072881","8956267567970","9266526557385","621306842581","96","4512931434"
"0043","食料品","20230728","2012.13","-27.91","-1.37","2040.04","14630810229696","-202893223653","14833703453349","17212717917289","727129698222","85","4320974127"
