"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230919","2430.3","1.92","0.08","2428.38","462006911740502","365100331647","461641811408855","21418957428860","19010302462720","2157","199108122950"
"0002","大型","20230919","2344.91","2.83","0.12","2342.08","294386025277435","356301553436","294029723723998","294386025277435","12554234103235","100","121271423734"
"0003","中型","20230919","2700.4","-2.53","-0.09","2702.93","127973626335326","-119674368814","128093300704140","32235170361543","4739056135626","397","51410589402"
"0004","小型","20230919","4136.79","13.41","0.33","4123.38","39647260127741","128473147024","39518786980717","2388389164322","958406519516","1660","26426109814"
"0028","TOPIX Core30","20230919","1216.9","1.01","0.08","1215.89","177331939691671","146023825069","177185915866601","591106465638902","145724774378424","30","81343749521"
"0029","TOPIX Large70","20230919","2443.99","4.39","0.18","2439.6","117054085585764","210277728367","116843807857397","167220122265377","47894717669451","70","39927674212"
"002A","TOPIX 100","20230919","1626.6","1.97","0.12","1624.63","294386025277435","356301553436","294029723723998","294386025277435","180982178594954","100","121271423734"
"002B","TOPIX Mid400","20230919","2566.3","-2.4","-0.09","2568.7","127973626335326","-119674368814","128093300704140","32235170361543","49866986076046","397","51410589402"
"002C","TOPIX 500","20230919","1895.86","1.07","0.06","1894.79","422359651612761","236627184622","422123024428138","84981821250052","222780355249772","497","172682013135"
"002D","TOPIX Small","20230919","2802.13","9.08","0.33","2793.05","39647260127741","128473147024","39518786980717","2388389164322","14148981587522","1660","26426109814"
"002E","TOPIX 1000","20230919","2298.36","1.49","0.06","2296.87","448390389414400","291157481107","448099231933293","45246255238587","195091368540601","991","187538376844"
"002F","TOPIX Small500","20230919","1230.09","2.57","0.21","1227.52","26030737801639","54530296485","25976207505154","5269380121789","21161581623407","494","14856363709"
"0040","水産・農林業","20230919","557.47","2.29","0.41","555.18","397302293142","1636285092","395666008049","4966278664272","71268254593","8","283874093"
"0041","鉱業","20230919","674.48","16.16","2.45","658.32","1861875758315","44612110521","1817263647794","31031262638588","276046408423","6","758998021"
"0042","建設業","20230919","1588.71","1.93","0.12","1586.78","9903827743334","12010062673","9891817680661","10316487232640","623389799016","96","4519265261"
"0043","食料品","20230919","2150.7","-3.16","-0.15","2153.86","15297416560292","-22471174645","15319887734937","17787693674758","711277291556","86","4196559378"
"0044","繊維製品","20230919","702.31","1.82","0.26","700.49","1951758471369","5048843656","1946709627712","5004508900945","277905114716","39","1629040748"
"0045","パルプ・紙","20230919","572.43","10.77","1.92","561.66","862642303020","16231285838","846411017182","7188685858496","150697057473","12","936373311"
"0046","化学","20230919","2398.9","-8.27","-0.34","2407.17","26787563792463","-92313993029","26879877785492","17978230733197","11166604008521","149","10028656213"
"0047","医薬品","20230919","3706.28","-29.77","-0.8","3736.05","22985183560997","-184667416831","23169850977829","63847732113882","6201690846299","36","6119807303"
"0048","石油・石炭製品","20230919","1473.91","11.06","0.76","1462.85","2380981710739","17868244239","2363113466500","26455352341544","161541319014","9","2654034907"
"0049","ゴム製品","20230919","4460.7","65.39","1.49","4395.31","3299468091574","48366333212","3251101758362","29995164468854","73967558610","11","768636510"
"004A","ガラス・土石製品","20230919","1292.45","7.78","0.61","1284.67","3107739634190","18695755399","3089043878791","9711686356844","240453580573","32","1060229880"
"004B","鉄鋼","20230919","831.45","21.8","2.69","809.65","4740204628347","124286714759","4615917913588","15290982672089","570113933187","31","1639408047"
"004C","非鉄金属","20230919","1190.56","17.91","1.53","1172.65","3088178142811","46455863688","3041722279123","13426861490485","259388104776","23","1335259989"
"004D","金属製品","20230919","1305.06","-3.67","-0.28","1308.73","2332667290089","-6560382546","2339227672635","5553969738307","178739649269","42","1263358012"
"004E","機械","20230919","2760.82","-0.95","-0.03","2761.77","24778973588628","-8539678594","24787513267222","17449981400442","897522737444","142","5874588554"
"004F","電気機器","20230919","3977.02","-49.98","-1.24","4027","76785976723672","-964983214092","77750959937763","49221779951072","1930742515807","156","14732787763"
"0050","輸送用機器","20230919","4700.92","94.76","2.06","4606.16","41691323007751","840407344160","40850915663592","73142671943423","886875687733","57","14261107165"
"0051","精密機器","20230919","10413.56","-186.17","-1.76","10599.73","10638043821752","-190175918730","10828219740482","32236496429551","102155659619","33","2649370795"
"0052","その他製品","20230919","4333.15","39.34","0.92","4293.81","10353909673983","94000605814","10259909068169","20707819347966","238946659707","50","2450502506"
"0053","電気・ガス業","20230919","515.14","0.53","0.1","514.61","6671586072931","6800785944","6664785286987","30325391240596","1295104874107","22","4329394612"
"0054","陸運業","20230919","2227.44","-22.31","-0.99","2249.75","13498979461843","-135165994211","13634145456054","32140427290102","606030305549","42","3330987062"
"0055","海運業","20230919","1598.56","63.21","4.12","1535.35","3302731005267","130605351878","3172125653389","41284137565842","206606673816","8","776092634"
"0056","空運業","20230919","255.54","0.13","0.05","255.41","2176446108209","1100226103","2175345882106","72548203606950","851705945581","3","692807959"
"0057","倉庫・運輸関連業","20230919","2604.63","17.82","0.69","2586.81","650943761709","4454391824","646489369885","2958835280496","24991748304","22","256480420"
