"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20231222","2336.43","10.45","0.45","2325.98","443886451760502","1985031347584","441901420412918","20607541864462","18998466254866","2154","202994228188"
"0002","大型","20231222","2259.37","8.71","0.39","2250.66","284821901751104","1098124687101","283723777064002","287698890657680","12606247662244","99","121350404092"
"0003","中型","20231222","2570.27","12.14","0.47","2558.13","121591928478882","574290930241","121017637548640","30474167538567","4730708806641","399","55356377487"
"0004","小型","20231222","4038.37","33.69","0.84","4004.68","37472621530516","312615730241","37160005800275","2262839464403","927915234596","1656","26287446609"
"0028","TOPIX Core30","20231222","1170.72","5.19","0.45","1165.53","170567715592274","756015810389","169811699781885","568559051974247","145694899933681","30","81300038615"
"0029","TOPIX Large70","20231222","2360.09","7.07","0.3","2353.02","114254186158829","342108876712","113912077282118","165585777041782","48410991584683","69","40050365478"
"002A","TOPIX 100","20231222","1567.26","6.04","0.39","1561.22","284821901751104","1098124687101","283723777064002","287698890657680","181732007469295","99","121350404092"
"002B","TOPIX Mid400","20231222","2442.63","11.54","0.47","2431.09","121591928478882","574290930241","121017637548640","30474167538567","49779150834945","399","55356377487"
"002C","TOPIX 500","20231222","1820","7.49","0.41","1812.51","406413830229985","1672415617343","404741414612643","81609202857427","223304675195664","498","176706781579"
"002D","TOPIX Small","20231222","2735.46","22.82","0.84","2712.64","37472621530516","312615730241","37160005800275","2262839464403","13698837916616","1656","26287446609"
"002E","TOPIX 1000","20231222","2208.78","9.59","0.44","2199.19","431611142009761","1872507009288","429738635000473","43290987162464","195407389882071","997","191871764493"
"002F","TOPIX Small500","20231222","1202.85","9.55","0.8","1193.3","25197311779776","200091391946","24997220387830","5049561478913","20947966930226","499","15164982914"
"0040","水産・農林業","20231222","535.5","4.02","0.76","531.48","378464497766","2843282655","375621215112","4730806222080","70674613081","8","282121551"
"0041","鉱業","20231222","561.67","1.69","0.3","559.98","1556714971311","4684247853","1552030723457","25945249521843","277156114784","6","760727508"
"0042","建設業","20231222","1490.99","11.41","0.77","1479.58","9313663523776","71278330639","9242385193137","9803856340817","624663758408","95","4519980968"
"0043","食料品","20231222","2126","5.46","0.26","2120.54","15151277542865","38946345096","15112331197769","17617764584727","712665893500","86","4291652330"
"0044","繊維製品","20231222","643.54","-1.23","-0.19","644.77","1798862152183","-3422347549","1802284499732","4612467056880","279525594719","39","1614316987"
"0045","パルプ・紙","20231222","522.16","9.84","1.92","512.32","774947085588","14603115868","760343969721","7044973505350","148413027060","11","920531796"
"0046","化学","20231222","2421.59","30.71","1.28","2390.88","27585967952787","349900656406","27236067296381","18390645301858","11391668799505","150","10281637172"
"0047","医薬品","20231222","3323.89","15.85","0.48","3308.04","20546760367712","97988946587","20448771421125","55531784777600","6181544253329","37","6068109407"
"0048","石油・石炭製品","20231222","1368.76","4.17","0.31","1364.59","2055878991582","6267444807","2049611546776","22843099906472","150199928633","9","2516751840"
"0049","ゴム製品","20231222","4303.87","-8.78","-0.2","4312.65","3161349293439","-6450143817","3167799437256","28739539031260","73453686952","11","761965296"
"004A","ガラス・土石製品","20231222","1236.69","8.91","0.73","1227.78","2988448940789","21527125285","2966921815503","9338902939964","241649484019","32","1073315258"
"004B","鉄鋼","20231222","731.47","6.25","0.86","725.22","4229904468057","36171959441","4193732508616","13644853122764","578272363119","31","1661561922"
"004C","非鉄金属","20231222","1111.91","2.58","0.23","1109.33","3006083858326","6988695381","2999095162945","13069929818808","270352514205","23","1388486105"
"004D","金属製品","20231222","1288.77","7.96","0.62","1280.81","2336201085930","14429496022","2321771589909","5562383537929","181273208340","42","1287655548"
"004E","機械","20231222","2639.68","-4.31","-0.16","2643.99","23504433947468","-38311032182","23542744979650","16669811310261","890426136814","141","5938767096"
"004F","電気機器","20231222","4117.09","-3.15","-0.08","4120.24","77564269240732","-59453386205","77623722626937","49720685410726","1883959701523","156","15923005790"
"0050","輸送用機器","20231222","4059.91","-10.19","-0.25","4070.1","36184984864591","-90764160347","36275749024938","63482429587001","891274750943","57","17287811260"
"0051","精密機器","20231222","10683.25","46.81","0.44","10636.44","10490850945463","45969012604","10444881932859","31790457410492","98199019348","33","2600401928"
"0052","その他製品","20231222","4312","-9.04","-0.21","4321.04","10277583323743","-21532233506","10299115557248","20974659844373","238348272083","49","2461344300"
"0053","電気・ガス業","20231222","470.72","3.12","0.67","467.6","6197796621798","41095369260","6156701252538","28171802826357","1316671424562","22","4413527249"
"0054","陸運業","20231222","2087.43","13.58","0.65","2073.85","12695083097412","82605778678","12612477318733","30226388327170","608167268631","42","3748858479"
"0055","海運業","20231222","1709.25","53.99","3.26","1655.26","3989369008113","126017879726","3863351128387","49867112601408","233398894529","8","866414682"
"0056","空運業","20231222","237.35","0.79","0.33","236.56","2021040528365","6706899810","2014333628555","67368017612158","851508784012","3","692519598"
"0057","倉庫・運輸関連業","20231222","2583.91","23.32","0.91","2560.59","663002355087","5983502727","657018852360","3013647068578","25658897116","22","249925785"
"0058","情報・通信業","20231222","5225.1","-0.72","-0.01","5225.82","34106734151557","-4679236436","34111413387993","14513503894280","652748093215","235","50990488525"
"0059","卸売業","20231222","3128.21","19.03","0.61","3109.18","31081981833016","189076287857","30892905545159","17863207950009","9936021686043","174","8124227988"
"005A","小売業","20231222","1620.59","14.18","0.88","1606.41","19225880898951","168142493829","19057738405121","9910247886057","11863533920983","194","6488103845"
"005B","銀行業","20231222","249.05","5.93","2.44","243.12","30987237135427","737891397485","30249345737942","39727227096701","124422967003893","78","20183438598"
"005C","証券、商品先物取引業","20231222","472.52","2.45","0.52","470.07","3602976171631","18676947085","3584299224546","15665113789701","7625029229439","23","4218132247"
"005D","保険業","20231222","1651.79","6.75","0.41","1645.04","10607771653123","43400200426","10564371452697","117864129479146","6421972879345","9","3020416356"
"005E","その他金融業","20231222","871.1","1.65","0.19","869.45","5072478905366","9608824482","5062870080884","18786958908762","5823064459664","27","2660764453"
"005F","不動産業","20231222","1686.82","-6.58","-0.39","1693.4","8658586750945","-33763215983","8692349966928","11392877303875","513307982818","76","4790407451"
"0060","サービス業","20231222","2782.03","12.93","0.47","2769.1","22069865595603","102602863600","21967262732003","9808829153601","793300171265","225","10906858869"
"0070","東証グロース市場250指数","20231222","677.74","-2.38","-0.35","680.12","2199886695892","-7739385139","2207626081031","830145922978","3245915153008","265","2987211032"
"0075","REIT","20231222","1789.75","8.87","0.5","1780.88","14122389395595","70036262185","14052353133410","24348947233784","7890696777697","58","8754460923"
"0080","TOPIX-17 食品","20231222","364.42","0.98","0.27","363.44","15529742040631","41789627751","15487952412881","16521002170884","4261474706575","94","4573773882"
"0081","TOPIX-17 エネルギー資源","20231222","178.76","0.54","0.3","178.22","3612593962893","10951692660","3601642270233","24083959752620","2020900045950","15","3277479348"
"0082","TOPIX-17 建設・資材","20231222","295.08","2.17","0.74","292.91","14638313550495","107234951946","14531078598549","8661723994376","4960874409428","169","6880951774"
"0083","TOPIX-17 素材・化学","20231222","307.1","3.68","1.21","303.42","30159777190559","361081424724","29798695765835","15079888595279","9820867460528","200","12816485955"
"0084","TOPIX-17 医薬品","20231222","256.96","1.23","0.48","255.73","20546760367712","97988946587","20448771421125","55531784777600","7996210914877","37","6068109407"
"0085","TOPIX-17 自動車・輸送機","20231222","302.44","-0.75","-0.25","303.19","39346334158029","-97214304164","39443548462194","57862256114749","13009611784214","68","18049776555"
"0086","TOPIX-17 鉄鋼・非鉄","20231222","265.82","1.59","0.6","264.23","7235988326383","43160654821","7192827671562","13399978382190","2722173145784","54","3050048028"
"0087","TOPIX-17 機械","20231222","520.21","-0.85","-0.16","521.06","23504433947468","-38311032182","23542744979650","16669811310261","4518231448846","141","5938767096"
"0088","TOPIX-17 電機・精密","20231222","328.16","-0.05","-0.02","328.21","88055120186194","-13484373601","88068604559796","46590010680526","26832817871637","189","18523407717"
"0089","TOPIX-17 情報通信・サービスその他","20231222","317.09","0.36","0.11","316.73","66454183070903","76391393659","66377791677245","13055831644578","20957330932681","509","64358691694"
"008A","TOPIX-17 電力・ガス","20231222","77.95","0.52","0.67","77.43","6197796621798","41095369260","6156701252538","28171802826357","7950825201016","22","4413527249"
"008B","TOPIX-17 運輸・物流","20231222","201.58","2.3","1.15","199.28","19368494988976","221314060942","19147180928034","25824659985301","9608365469413","75","5557718544"
"008C","TOPIX-17 商社・卸売","20231222","760.09","4.62","0.61","755.47","31081981833016","189076287857","30892905545159","17863207950009","4089249565440","174","8124227988"
"008D","TOPIX-17 小売","20231222","281.52","2.46","0.88","279.06","19225880898951","168142493829","19057738405121","9910247886057","6829195278535","194","6488103845"
"008E","TOPIX-17 銀行","20231222","160.16","3.81","2.44","156.35","30987237135427","737891397485","30249345737942","39727227096701","19347242899639","78","20183438598"
"008F","TOPIX-17 金融（除く銀行）","20231222","194.1","0.72","0.37","193.38","19283226730120","71685971993","19211540758128","32683435135797","9934440970201","59","9899313057"
"0090","TOPIX-17 不動産","20231222","352.83","-1.37","-0.39","354.2","8658586750945","-33763215983","8692349966928","11392877303875","2454055545723","76","4790407451"
"0099","東証インフラファンド指数","20231222","1080.98","-4.81","-0.44","1085.79","140236084748","-624125352","140860210100","2804721694960","129730513346","5","153005306"
"0503","JPXプライム150指数","20231222","1049.38","2.63","0.25","1046.75","229803485354179","576295086578","229227190267601","153202323569453","218989222360552","150","86669814391"
"1000","TOPIX レバレッジ（2倍）指数","20231222","68495.48","610.96","0.9","67884.52","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20231222","2076.69","-9.39","-0.45","2086.08","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20231222","287.1","-2.61","-0.9","289.71","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20231222","31792.84","271.09","0.86","31521.75","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20231222","3378.68","-14.59","-0.43","3393.27","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20231222","813.29","-7.05","-0.86","820.34","0","0","0","0","0","-","0"
"1006","東証REIT インバース（-1倍）指数","20231222","8119.84","-40.8","-0.5","8160.64","0","0","0","0","0","-","0"
"1007","東証REIT レバレッジ（2倍）指数","20231222","7573.6","74.99","1","7498.61","0","0","0","0","0","-","0"
"1008","東証REIT ダブルインバース（-2倍）指数","20231222","5243.22","-52.96","-1","5296.18","0","0","0","0","0","-","0"
"5000","東証プライム市場指数","20231222","1202.13","5.41","0.45","1196.72","442808600187734","1994007722947","440814592464787","26755806657869","368353272103306","1655","200372176779"
"5001","東証スタンダード市場指数","20231222","1156.47","2.54","0.22","1153.93","10206366624738","22434939645","10183931685093","633149294339","8825435145268","1612","13043565522"
"5002","東証グロース市場指数","20231222","856.65","-3.67","-0.43","860.32","2432251321477","-10403606470","2442654927947","443841482021","2839247387239","548","4049472747"
"5003","東証プライム市場コンポジット指数","20231222","1202.05","5.41","0.45","1196.64","442992064865541","1993930633424","440998134232117","26734584481928","368531862685230","1657","200449266302"
"5004","旧東証市場第一部指数","20231222","2336.95","10.51","0.45","2326.44","443826372791467","1995829015234","441830543776233","20817372082151","18991706939783","2132","204254655406"
"8000","旧東証株価指数","20231222","2436.6","9.55","0.39","2427.05","833271919069600","3266002525228","830005916544373","38684861609545","34198081098830","2154","382658114935"
"8100","TOPIX バリュー","20231222","2615.38","17.13","0.66","2598.25","222339829432891","1456559755303","220883269677588","14705015174133","85012440157080","1512","124196537544"
"812C","TOPIX 500 バリュー","20231222","2529.17","15.73","0.63","2513.44","203403985504827","1265567953764","202138417551063","58115424429950","80423133620682","350","110072864818"
"812D","TOPIX Small バリュー","20231222","3614.97","36.46","1.02","3578.51","18935843928064","190991801539","18744852126525","1629590699489","5238170646500","1162","14123672726"
"8200","TOPIX グロース","20231222","2966.17","7.07","0.24","2959.1","221547083528869","528468676424","221018614852445","17780664809701","74691281551547","1246","78797863818"
"822C","TOPIX 500 グロース","20231222","2978.66","5.97","0.2","2972.69","203010304408443","406844740903","202603459667540","73288918559005","68154996770297","277","66634088775"
"822D","TOPIX Small グロース","20231222","2853.16","18.72","0.66","2834.44","18536779120426","121623935522","18415155184905","1912980301386","6496921192111","969","12163775043"
"8500","東証配当フォーカス100指数","20231222","2599.59","15.56","0.6","2584.03","204416400663851","1223840166360","203192560497491","206481212791769","78634034908557","99","116862714392"
"8501","東証REITオフィス指数","20231222","1721.82","6.08","0.35","1715.74","6490101909500","22915155200","6467186754300","28217834389130","3769317533149","23","3559527896"
"8502","東証REIT住宅指数","20231222","2948.56","6.31","0.21","2942.25","1438328899423","3074731461","1435254167962","15981432215811","487807752038","9","671600162"
"8503","東証REIT商業・物流等指数","20231222","2192.38","15.59","0.72","2176.79","6193958586672","44046375524","6149912211148","23822917641046","2825217237177","26","4523332865"
"8506","TOPIX Ex-Financials","20231222","2029.38","5.99","0.3","2023.39","391567161988869","1156072101187","390411089887683","19422974305003","192949085735744","2016","171296320123"
"8507","JPX日経インデックス400","20231222","21121.61","90.92","0.43","21030.69","315988881536415","1360145109964","314628736426452","79195208405117","149604544654737","399","125675926738"
"8508","JPX日経中小型株指数","20231222","17340.57","119","0.69","17221.57","6302794952928","43253703536","6259541249393","3183229774206","3634710078725","198","4023465673"
"8801","東証グロース市場Core指数","20231222","916.64","-3.05","-0.33","919.69","6618239173","-21981595","6640220768","33091195865","7220090659","20","0"
"8802","東証スタンダード市場TOP20","20231222","1100.65","4.58","0.42","1096.07","10842241411","45110544","10797130868","54211207056","9850773108","20","0"
"A404","TOPIX高配当40指数","20231222","1569.13","10.15","0.65","1558.98","113537509171579","734642078933","112802867092646","291121818388665","72356771705825","39","71957162334"
"A800","東証REIT Core指数","20231222","1056.34","4.37","0.42","1051.97","284546629500","1176892350","283369737150","948488765000","269369750531","30","0"
