"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230616","2300.36","6.39","0.28","2293.97","439868027789600","1221940166945","438646087622654","20402042105269","19121721616541","2156","158274687497"
"0002","大型","20230616","2232.14","4.49","0.2","2227.65","281760497263971","567042969233","281193454294737","281760497263971","12622863512280","100","80446306237"
"0003","中型","20230616","2531.2","10.02","0.4","2521.18","120627205805478","477405851110","120149799954368","30308343167205","4765619812550","398","51026844559"
"0004","小型","20230616","3873.47","18.34","0.48","3855.13","37480324720151","177491346602","37302833373549","2260574470455","967616652388","1658","26801536701"
"0028","TOPIX Core30","20230616","1161.47","1.34","0.12","1160.13","169577669319722","195355217248","169382314102474","565258897732406","146002654501381","30","40149578453"
"0029","TOPIX Large70","20230616","2317.12","7.68","0.33","2309.44","112182827944249","371687751986","111811140192263","160261182777498","48414710507584","70","40296727783"
"002A","TOPIX 100","20230616","1548.38","3.12","0.2","1545.26","281760497263971","567042969233","281193454294737","281760497263971","181971542013107","100","80446306237"
"002B","TOPIX Mid400","20230616","2405.5","9.52","0.4","2395.98","120627205805478","477405851110","120149799954368","30308343167205","50146503868065","398","51026844559"
"002C","TOPIX 500","20230616","1796.32","4.67","0.26","1791.65","402387703069448","1044448820343","401343254249105","80800743588243","224007272100365","498","131473150796"
"002D","TOPIX Small","20230616","2623.76","12.42","0.48","2611.34","37480324720151","177491346602","37302833373549","2260574470455","14284951030318","1658","26801536701"
"002E","TOPIX 1000","20230616","2175.53","5.81","0.27","2169.72","426836252010155","1138821376929","425697430633226","42941272838044","196198772695312","994","146417166544"
"002F","TOPIX Small500","20230616","1145.71","4.43","0.39","1141.28","24448548940707","94372556586","24354176384121","4929142931594","21339263559488","496","14944015748"
"0040","水産・農林業","20230616","502.08","-1.68","-0.33","503.76","358082945086","-1200323543","359283268629","4476036813575","71320558945","8","284170158"
"0041","鉱業","20230616","474.77","10.8","2.33","463.97","1311589406863","29824959090","1281764447773","21859823447713","276257918095","6","762237128"
"0042","建設業","20230616","1371.54","-5.3","-0.38","1376.84","8558927725107","-33158919325","8592086644432","8915549713653","624037632930","96","4530090436"
"0043","食料品","20230616","2079.74","9.28","0.45","2070.46","15122199058930","67465569846","15054733489084","17790822422270","727121182632","85","4320891955"
"0044","繊維製品","20230616","676.46","0.83","0.12","675.63","1892110433112","2301757542","1889808675570","4851565213107","279708772244","39","1651777842"
"0045","パルプ・紙","20230616","479.04","1.31","0.27","477.73","724260475026","1982651830","722277823196","6035503958552","151189548959","12","939587497"
"0046","化学","20230616","2390.88","23.83","1.01","2367.05","26785528349220","267007603786","26518520745434","17976864663906","11203192729642","149","9987854812"
