"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230705","2306.03","-0.34","-0.01","2306.37","440600715362867","-65161942651","440665877305517","20426551477184","19106489340667","2157","199660189138"
"0002","大型","20230705","2238.2","1.33","0.06","2236.87","282332775460042","167231294883","282165544165160","282332775460042","12614281427432","100","121654769453"
"0003","中型","20230705","2529.88","-1.68","-0.07","2531.56","120411632627155","-80327702879","120491960330034","30254179052049","4759587056426","398","51151823385"
"0004","小型","20230705","3912.99","-15.72","-0.4","3928.71","37856307275670","-152065534654","38008372810324","2281875061825","967451223681","1659","26853596300"
"0028","TOPIX Core30","20230705","1162.72","0.37","0.03","1162.35","169612524013559","52891642500","169559632371059","565375080045196","145876260800309","30","81369433537"
"0029","TOPIX Large70","20230705","2329.16","2.37","0.1","2326.79","112720251446484","114339652383","112605911794101","161028930637834","48395339273712","70","40285335916"
"002A","TOPIX 100","20230705","1552.58","0.92","0.06","1551.66","282332775460042","167231294883","282165544165160","282332775460042","181847822445678","100","121654769453"
"002B","TOPIX Mid400","20230705","2404.24","-1.6","-0.07","2405.84","120411632627155","-80327702879","120491960330034","30254179052049","50083023850736","398","51151823385"
"002C","TOPIX 500","20230705","1799.45","0.39","0.02","1799.06","402744408087197","86903592004","402657504495193","80872371101847","223815682931697","498","172806592838"
"002D","TOPIX Small","20230705","2650.54","-10.64","-0.4","2661.18","37856307275670","-152065534654","38008372810324","2281875061825","14282508801801","1659","26853596300"
"002E","TOPIX 1000","20230705","2180.65","-0.03","0","2180.68","427470698130979","-6016456773","427476714587752","43005100415591","196028862391318","994","187778883350"
"002F","TOPIX Small500","20230705","1159.93","-4.36","-0.37","1164.29","24726290043782","-92920048776","24819210092559","4985139121730","21317049203673","496","14972290512"
"0040","水産・農林業","20230705","505.58","-2.59","-0.51","508.17","360579654397","-1851820022","362431474419","4507245679962","71320558945","8","284170158"
"0041","鉱業","20230705","471.54","2.02","0.43","469.52","1302667622680","5569565122","1297098057558","21711127044661","276257918095","6","762237128"
"0042","建設業","20230705","1409.97","-3.87","-0.27","1413.84","8760213402202","-24078292616","8784291694818","9125222293960","621306842581","96","4512931434"
"0043","食料品","20230705","2021.73","-8.5","-0.42","2030.23","14700613895035","-61772326814","14762386221849","17294839876512","727129698222","85","4320974127"
"0044","繊維製品","20230705","682.89","1.42","0.21","681.47","1906010680919","3943728653","1902066952266","4887206874151","279110966508","39","1651040392"
"0045","パルプ・紙","20230705","464.27","-0.27","-0.06","464.54","701921081311","-422381106","702343462417","5849342344258","151189548959","12","939587497"
"0046","化学","20230705","2381.42","-3.38","-0.14","2384.8","26649217833164","-37814685196","26687032518360","17885381096083","11190468538317","149","9971264875"
"0047","医薬品","20230705","3545.29","61.99","1.78","3483.3","22148596446417","387257342440","21761339103977","61523879017825","6247328623681","36","6151555696"
"0048","石油・石炭製品","20230705","1150.06","2.91","0.25","1147.15","1858864413941","4703026494","1854161387447","20654049043786","161631873689","9","2655094112"
"0049","ゴム製品","20230705","4160.24","20.99","0.51","4139.25","3316328273511","16726569358","3299601704153","30148438850096","79714905347","11","815203955"
"004A","ガラス・土石製品","20230705","1215.08","-4.59","-0.38","1219.67","2965798086803","-11195964037","2976994050840","9268119021261","244082759540","32","1064809915"
"004B","鉄鋼","20230705","675.14","4.31","0.64","670.83","3857051441486","24620118110","3832431323376","12442101424147","571299102800","31","1659208728"
"004C","非鉄金属","20230705","1132.72","3.71","0.33","1129.01","2939657286640","9637122097","2930020164544","12781118637567","259521139624","23","1346235412"
"004D","金属製品","20230705","1254.92","3.07","0.25","1251.85","2278329309511","5568452097","2272760857414","5424593594075","181552141101","42","1282997034"
"004E","機械","20230705","2766.52","2.29","0.08","2764.23","24905087040526","20661766104","24884425274422","17538793690511","900231376348","142","5912762973"
"004F","電気機器","20230705","4189.59","1.02","0.02","4188.57","81201816910345","19674259741","81182142650604","52052446737401","1938180906694","156","14827068007"
"0050","輸送用機器","20230705","3980.99","16.92","0.43","3964.07","35388908247048","150423312639","35238484934409","62085803942189","888946555483","57","14293922181"
