"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230531","2130.63","-28.59","-1.32","2159.22","407329289596942","-5641628595002","412970918191944","18884065349881","19117787941182","2157","158087393115"
"0002","大型","20230531","2051.04","-28.29","-1.36","2079.33","258900294129608","-3753279094715","262653573224323","258900294129608","12622859829877","100","80446314373"
"0003","中型","20230531","2375.73","-27.71","-1.15","2403.44","113110203133478","-1386302497930","114496505631408","28419649028512","4761080062870","398","50839601319"
"0004","小型","20230531","3647.57","-59.52","-1.61","3707.09","35318792333856","-502047002357","35820839336213","2128920574675","968282396666","1659","26801477422"
"0028","TOPIX Core30","20230531","1061.42","-16.63","-1.54","1078.05","154970438079285","-2426727999710","157397166078995","516568126930949","146002523443933","30","40149561538"
"0029","TOPIX Large70","20230531","2146.66","-23.62","-1.09","2170.28","103929856050323","-1326551095005","105256407145328","148471222929033","48414740306659","70","40296752836"
"002A","TOPIX 100","20230531","1422.75","-19.63","-1.36","1442.38","258900294129608","-3753279094715","262653573224323","258900294129608","181971488927482","100","80446314373"
"002B","TOPIX Mid400","20230531","2257.75","-26.33","-1.15","2284.08","113110203133478","-1386302497930","114496505631408","28419649028512","50098734095441","398","50839601319"
"002C","TOPIX 500","20230531","1661.19","-21.84","-1.3","1683.03","372010497263086","-5139581592645","377150078855731","74700903064877","223942302103000","498","131285915693"
"002D","TOPIX Small","20230531","2470.75","-40.32","-1.61","2511.07","35318792333856","-502047002357","35820839336213","2128920574675","14294779431257","1659","26801477422"
"002E","TOPIX 1000","20230531","2014.75","-26.8","-1.31","2041.55","395212853321071","-5517725272634","400730578593705","39719884755887","196159573621843","995","146233160344"
"002F","TOPIX Small500","20230531","1085.94","-17.16","-1.56","1103.1","23202356057985","-378143679989","23580499737974","4668482104222","21366187017661","497","14947244652"
"0040","水産・農林業","20230531","489.95","-5.37","-1.08","495.32","349433452970","-3832550108","353266003078","4367918162119","71320558945","8","284170158"
"0041","鉱業","20230531","431.48","-14.05","-3.15","445.53","1192003491287","-38803471838","1230806963125","19866724854788","276257918095","6","762237128"
"0042","建設業","20230531","1312.88","-21.74","-1.63","1334.62","8192952531189","-172625684917","8365578216106","8534325553322","624042545979","96","4530111546"
"0043","食料品","20230531","1988.6","-4.32","-0.22","1992.92","14459557331157","-37060419371","14496617750528","17011243919008","727121263746","85","4320893798"
"0044","繊維製品","20230531","629.62","-8.7","-1.36","638.32","1761099526725","-24319091774","1785418618500","4515639812116","279708731276","39","1651777726"
"0045","パルプ・紙","20230531","458.12","-7.81","-1.68","465.93","692624927433","-11806745628","704431673061","5771874395273","151189548959","12","939587497"
"0046","化学","20230531","2214.33","-33.1","-1.47","2247.43","24807510597210","-370869521938","25178380119148","16649335971282","11203192729642","149","9987854812"
"0047","医薬品","20230531","3581.92","-44.93","-1.24","3626.85","22377235969808","-280141657163","22657377626970","62158988805021","6247279393845","36","6151185521"
"0048","石油・石炭製品","20230531","1067.14","-27.17","-2.48","1094.31","1724843099394","-43917611202","1768760710596","19164923326602","161631873689","9","2655094112"
"0049","ゴム製品","20230531","3957.94","-60.63","-1.51","4018.57","3155816689600","-48343455234","3204160144834","28689242632728","79733811605","11","815403955"
"004A","ガラス・土石製品","20230531","1137.09","-15.65","-1.36","1152.74","2775441070260","-40648779276","2816089849535","8673253344562","244082759540","32","1043450315"
"004B","鉄鋼","20230531","589.76","-23.35","-3.81","613.11","3369266825212","-135009519881","3504276345093","10868602661975","571299035752","31","1659207234"
"004C","非鉄金属","20230531","1035.28","-23.48","-2.22","1058.76","2686782138820","-60925748651","2747707887471","11681661473131","259521139624","23","1346235412"
"004D","金属製品","20230531","1182.58","-18.93","-1.58","1201.51","2148711861256","-53198691067","2201910552323","5115980622039","181696453968","42","1284195671"
"004E","機械","20230531","2481.29","-42.12","-1.67","2523.41","22332160852154","-378898878838","22711059730992","15838411951883","900023901326","141","5906053235"
"004F","電気機器","20230531","3934.34","-49.55","-1.24","3983.89","76280286768361","-960662806932","77240949575293","48897619723308","1938834522405","156","14830269154"
"0050","輸送用機器","20230531","3375.5","-52.9","-1.54","3428.4","30015010891477","-470390442615","30485401334092","52657913844697","889202194985","57","14294328091"
"0051","精密機器","20230531","10681.97","-26.67","-0.25","10708.64","10982123717242","-27307527224","11009431244466","33279162779520","102809921858","33","2681806554"
"0052","その他製品","20230531","3964.35","-53.73","-1.34","4018.08","9581718500887","-130292756805","9712011257692","19163437001774","241697391432","50","2495848248"
"0053","電気・ガス業","20230531","404.33","-3.5","-0.86","407.83","5241506912629","-45433247950","5286940160579","23825031421041","1296351700868","22","4333875419"
"0054","陸運業","20230531","2020.3","-20.94","-1.03","2041.24","12297309449991","-127412715997","12424722165988","29279308214264","608685957843","42","3344802403"
"0055","海運業","20230531","1071.61","-16.38","-1.51","1087.99","2215019656494","-33856137796","2248875794290","27687745706175","206700204527","8","777806751"
"0056","空運業","20230531","234.94","0.94","0.4","234","2001478623986","8025235425","1993453388561","66715954132858","851902009419","3","693096319"
"0057","倉庫・運輸関連業","20230531","2273.41","-34.48","-1.49","2307.89","570286624957","-8650455207","578937080164","2592211931621","25085076339","22","261975872"
"0058","情報・通信業","20230531","4951.12","-40.81","-0.82","4991.93","33864469314972","-277787721854","34142257036826","14410412474456","683975822825","235","13198179436"
"0059","卸売業","20230531","2697.67","-126.05","-4.46","2823.72","25637760669537","-1224370810609","26862131480146","14650148954021","9503656366709","175","7827282704"
"005A","小売業","20230531","1483.31","-21.18","-1.41","1504.49","17988024700222","-261677387962","18249702088184","9130977005189","12126917776793","197","6535398163"
"005B","銀行業","20230531","201.74","-0.1","-0.05","201.84","24489790600530","64064135623","24425726464906","30999734937379","121394155286204","79","19436348348"
"005C","証券、商品先物取引業","20230531","355.87","-5.16","-1.43","361.03","2771790688418","-40230770342","2812021458760","12051263862687","7788844143601","23","4378975666"
"005D","保険業","20230531","1446.94","11.12","0.77","1435.82","9246871311166","71024142870","9175847168296","115585891389574","6390646083139","8","3004552190"
"005E","その他金融業","20230531","752.37","-3.09","-0.41","755.46","4526623139356","-23464247012","4550087386369","16765270886506","6016452131605","27","2701222927"
"005F","不動産業","20230531","1460.42","-10.72","-0.73","1471.14","7489194476027","-54924269654","7544118745681","9985592634702","512811013202","75","4842330163"
"0060","サービス業","20230531","2533.86","-31.07","-1.21","2564.93","20104583186215","-397878984077","20502462170293","8935370304985","793435623175","225","9111836586"
"0070","マザーズ","20230531","748.06","0.45","0.06","747.61","2384413196883","113601906820","2270811290063","800138656672","3187444499767","298","2901356213"
"0075","REIT","20230531","1880.45","11.47","0.61","1868.98","14681808631188","89578361604","14592230269584","24469681051980","7807597013095","60","8434467945"
"0080","TOPIX-17 食品","20230531","340.69","-0.81","-0.24","341.5","14808990784126","-40892969479","14849883753605","15923646004437","4346745654628","93","4605063956"
"0081","TOPIX-17 エネルギー資源","20230531","138.86","-3.94","-2.76","142.8","2916846590681","-82721083040","2999567673721","19445643937877","2100492477158","15","3417331240"
"0082","TOPIX-17 建設・資材","20230531","263.87","-4.19","-1.56","268.06","13117105462705","-266473155259","13383578617964","7715944389826","4970983411268","170","6857757532"
"0083","TOPIX-17 素材・化学","20230531","281.65","-4.21","-1.47","285.86","27261235051368","-406995359340","27668230410709","13630617525684","9678964682049","200","12579220035"
"0084","TOPIX-17 医薬品","20230531","276.9","-3.48","-1.24","280.38","22377235969808","-280141657163","22657377626970","62158988805021","8081243396493","36","6151185521"
"0085","TOPIX-17 自動車・輸送機","20230531","253.79","-3.97","-1.54","257.76","33170827581077","-518733897849","33689561478926","48780628795702","13069989444916","68","15109732045"
"0086","TOPIX-17 鉄鋼・非鉄","20230531","227.81","-7.31","-3.11","235.12","6056048964033","-195935268532","6251984232564","11214905488949","2658408852355","54","3005442646"
"0087","TOPIX-17 機械","20230531","489","-8.3","-1.67","497.3","22332160852154","-378898878838","22711059730992","15838411951883","4566932761245","141","5906053235"
"0088","TOPIX-17 電機・精密","20230531","315.37","-3.57","-1.12","318.94","87262410485603","-987970334156","88250380819758","46170587558520","27670009655058","189","17512075708"
"0089","TOPIX-17 情報通信・サービスその他","20230531","295.16","-3.05","-1.02","298.21","63550771002074","-805959462737","64356730464810","12460935490603","21530596113824","510","24805864270"
