"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20240205","2556.71","17.03","0.67","2539.68","485008286346026","3230794028625","481777492317401","22537559774444","18970011244335","2152","206746788323"
"0002","大型","20240205","2502.96","17.85","0.72","2485.11","315015219613408","2246273691200","312768945922209","318197191528695","12585725585873","99","123732913425"
"0003","中型","20240205","2752.62","17.3","0.63","2735.32","129957371944569","816565641485","129140806303085","32570769910920","4721232472256","399","56806088591"
"0004","小型","20240205","4309.86","18.08","0.42","4291.78","40035694788048","167954695940","39867740092108","2420537774368","928933566882","1654","26207786307"
"0028","TOPIX Core30","20240205","1311.76","7.86","0.6","1303.9","190770733210378","1143377948713","189627355261665","635902444034592","145430658620918","30","82939458446"
"0029","TOPIX Large70","20240205","2569.93","22.81","0.9","2547.12","124244486403031","1102895742487","123141590660544","180064473047871","48345458905931","69","40793454979"
"002A","TOPIX 100","20240205","1736.23","12.38","0.72","1723.85","315015219613408","2246273691200","312768945922209","318197191528695","181436160660941","99","123732913425"
"002B","TOPIX Mid400","20240205","2615.92","16.44","0.63","2599.48","129957371944569","816565641485","129140806303085","32570769910920","49679435570704","399","56806088591"
"002C","TOPIX 500","20240205","1996.14","13.74","0.69","1982.4","444972591557978","3062839332685","441909752225293","89351926015658","222917066065792","498","180539002016"
"002D","TOPIX Small","20240205","2919.36","12.25","0.42","2907.11","40035694788048","167954695940","39867740092108","2420537774368","13713871583936","1654","26207786307"
"002E","TOPIX 1000","20240205","2417.7","16.24","0.68","2401.46","471672213747261","3169391261295","468502822485966","47309148821190","195090965824269","997","195799166436"
"002F","TOPIX Small500","20240205","1274.21","5.08","0.4","1269.13","26699622189283","106551928610","26593070260673","5350625689235","20953801069647","499","15260164420"
"0040","水産・農林業","20240205","557.51","3.44","0.62","554.07","393008936086","2426849255","390582086831","4912611701078","70493843833","8","281341718"
"0041","鉱業","20240205","598.23","0.44","0.07","597.79","1662586135578","1238863876","1661347271702","27709768926307","277916955273","6","763377686"
"0042","建設業","20240205","1640.35","11.99","0.74","1628.36","10221795325971","74730671689","10147064654282","10759784553654","623147931778","95","4506299980"
"0043","食料品","20240205","2259.63","11.36","0.51","2248.27","16094300190891","80915338392","16013384852499","18714302547548","712254132106","86","4412042594"
"0044","繊維製品","20240205","661.25","5.86","0.89","655.39","1842667209934","16335732705","1826331477230","4724787717780","278664064731","39","1593686961"
"0045","パルプ・紙","20240205","537.08","6.3","1.19","530.78","794528318761","9313770247","785214548515","7222984716013","147934698582","11","917510563"
"0046","化学","20240205","2522.99","5.76","0.23","2517.23","28708227052689","65632012273","28642595040416","19138818035126","11378633867205","150","10340453189"
"0047","医薬品","20240205","3538.34","7.8","0.22","3530.54","21869178313742","48244917859","21820933395883","59105887334438","6180623550486","37","6064994750"
"0048","石油・石炭製品","20240205","1486.5","5.61","0.38","1480.89","2231458399817","8417619542","2223040780276","24793982220191","150115413472","9","3111373589"
"0049","ゴム製品","20240205","4623.05","34.82","0.76","4588.23","3397694545916","25588274192","3372106271725","30888132235604","73494641695","11","763254837"
"004A","ガラス・土石製品","20240205","1362.57","13.11","0.97","1349.46","3287693690455","31624533629","3256069156827","10274042782673","241286679493","32","1068511955"
"004B","鉄鋼","20240205","816.44","3.01","0.37","813.43","4721932273007","17430922254","4704501350753","15232039590344","578353902084","31","1729754587"
"004C","非鉄金属","20240205","1199.47","17.16","1.45","1182.31","3240880915015","46365038415","3194515876600","14090786587023","270191692956","23","1377323973"
"004D","金属製品","20240205","1402.05","10.16","0.73","1391.89","2532004453701","18355067595","2513649386106","6028582032621","180592757541","42","1282138588"
"004E","機械","20240205","2953.13","34.44","1.18","2918.69","26259528239675","306269509462","25953258730213","18756805885482","889209185593","140","5920624235"
"004F","電気機器","20240205","4519.39","30.67","0.68","4488.72","85101223476000","577461563510","84523761912490","54552066330769","1883025141785","156","16635977575"
"0050","輸送用機器","20240205","4708.88","86","1.86","4622.88","41878631519688","764870772422","41113760747266","73471283367873","889354077157","57","17559772013"
"0051","精密機器","20240205","11464.85","34.05","0.3","11430.8","11251287358226","33417697614","11217869660612","34094810176443","98137209146","33","2608630415"
"0052","その他製品","20240205","4935.98","-18.1","-0.37","4954.08","11792149712251","-43238261450","11835387973701","23584299424502","238901785447","50","2460233467"
"0053","電気・ガス業","20240205","510.18","4.48","0.89","505.7","6717905147350","58947205063","6658957942287","30535932487954","1316773332561","22","4414623196"
"0054","陸運業","20240205","2193.37","5.51","0.25","2187.86","13338132977100","33470806415","13304662170686","31757459469286","608112401175","42","3747403901"
"0055","海運業","20240205","1819.2","-38.89","-2.09","1858.09","4205799945867","-89905660067","4295705605934","52572499323334","231189391376","8","858915567"
"0056","空運業","20240205","250.01","-0.62","-0.25","250.63","2128282511285","-5326041805","2133608553090","70942750376167","851293218562","3","692231238"
"0057","倉庫・運輸関連業","20240205","2708.89","-17.3","-0.63","2726.19","683553529681","-4365947144","687919476825","3107061498549","25233735243","22","244811491"
"0058","情報・通信業","20240205","5689.11","5.81","0.1","5683.3","37207326489046","37961328374","37169365160672","16037640728037","654010028244","232","50965372458"
"0059","卸売業","20240205","3459.12","-38.18","-1.09","3497.3","34360072775277","-379238254823","34739311030100","19747168261654","9933177358016","174","9994627139"
"005A","小売業","20240205","1728.55","13.6","0.79","1714.95","20462776540528","160912620275","20301863920252","10547822959035","11838144955449","194","6455374527"
"005B","銀行業","20240205","284.33","6.65","2.39","277.68","35061853729713","820421366699","34241432363014","44951094525274","123313885833072","78","20313947465"
"005C","証券、商品先物取引業","20240205","553.82","8.7","1.6","545.12","4226235371046","66395889887","4159839481159","18374936395852","7631092150791","23","4224661450"
"005D","保険業","20240205","1832.68","30.74","1.71","1801.94","11619194193551","194896188867","11424298004684","129102157706120","6339986259674","9","2980648934"
"005E","その他金融業","20240205","963.45","10.43","1.09","953.02","5608712947648","60712922132","5548000025516","20773010917214","5821477489301","27","2731284342"
"005F","不動産業","20240205","1864.7","60.22","3.34","1804.48","9568528267898","309004149168","9259524118730","12590168773550","513140306921","76","4791063386"
"0060","サービス業","20240205","2841.65","-14.94","-0.52","2856.59","22539135852631","-118493437898","22657629290529","9973068961341","793171469081","226","10934520556"
"0070","東証グロース市場250指数","20240205","715.27","8.4","1.19","706.87","2241175288714","26304505875","2214870782840","812020032143","3133349332773","276","3020708120"
"0075","REIT","20240205","1785.55","-8.26","-0.46","1793.81","14093033842093","-65252857082","14158286699175","24298334210505","7892846936819","58","8757513893"
"0080","TOPIX-17 食品","20240205","387.13","1.95","0.51","385.18","16487309126978","83342187648","16403966939330","17539690560614","4258812046686","94","4693384312"
"0081","TOPIX-17 エネルギー資源","20240205","192.52","0.47","0.24","192.05","3894044535396","9656483418","3884388051978","25960296902638","2022628659678","15","3874751275"
"0082","TOPIX-17 建設・資材","20240205","324.15","2.52","0.78","321.63","16041493470127","124710272913","15916783197214","9492007970490","4948715423599","169","6856950522"
"0083","TOPIX-17 素材・化学","20240205","319.59","0.93","0.29","318.66","31345422581385","91281515224","31254141066161","15672711290692","9807992409575","200","12851650713"
"0084","TOPIX-17 医薬品","20240205","273.54","0.61","0.22","272.93","21869178313742","48244917859","21820933395883","59105887334438","7995019928641","37","6064994750"
"0085","TOPIX-17 自動車・輸送機","20240205","348.7","6.09","1.78","342.61","45276326065604","790459046614","44485867018990","66582832449418","12984294309232","68","18323026851"
"0086","TOPIX-17 鉄鋼・非鉄","20240205","292.56","2.34","0.81","290.22","7962813188022","63795960669","7899017227352","14745950348188","2721745888193","54","3107078559"
"0087","TOPIX-17 機械","20240205","581.99","6.79","1.18","575.2","26259528239675","306269509462","25953258730213","18756805885482","4512056352398","140","5920624235"
"0088","TOPIX-17 電機・精密","20240205","359.27","2.28","0.64","356.99","96352510834226","610879261124","95741631573102","50980164462553","26818996106581","189","19244607990"
"0089","TOPIX-17 情報通信・サービスその他","20240205","340.9","-0.59","-0.17","341.49","71538612053928","-123770370974","71662382424902","14082403947624","20985385883737","508","64360126481"
"008A","TOPIX-17 電力・ガス","20240205","84.49","0.74","0.88","83.75","6717905147350","58947205063","6658957942287","30535932487954","7951440580581","22","4414623196"
"008B","TOPIX-17 運輸・物流","20240205","212.44","-0.69","-0.32","213.13","20355768963933","-66126842601","20421895806534","27141025285244","9582093525039","75","5543362196"
"008C","TOPIX-17 商社・卸売","20240205","840.49","-9.28","-1.09","849.77","34360072775277","-379238254823","34739311030100","19747168261654","4088078959385","174","9994627139"
"008D","TOPIX-17 小売","20240205","300.28","2.36","0.79","297.92","20462776540528","160912620275","20301863920252","10547822959035","6814580223299","194","6455374527"
"008E","TOPIX-17 銀行","20240205","182.85","4.27","2.39","178.58","35061853729713","820421366699","34241432363014","44951094525274","19174785488247","78","20313947465"
"008F","TOPIX-17 金融（除く銀行）","20240205","217.47","3.26","1.52","214.21","21454142512244","322005000887","21132137511358","36362953410584","9865276174848","59","9936594726"
"0090","TOPIX-17 不動産","20240205","390.03","12.59","3.34","377.44","9568528267898","309004149168","9259524118730","12590168773550","2453253910102","76","4791063386"
"0099","東証インフラファンド指数","20240205","1088.31","0.32","0.03","1087.99","141189459502","42226442","141147233060","2823789190040","129732225524","5","153007490"
"0503","JPXプライム150指数","20240205","1141.9","2.81","0.25","1139.09","249958222562454","614783089488","249343439472966","166638815041636","218896387255408","150","87808577393"
"1000","TOPIX レバレッジ（2倍）指数","20240205","81886.21","1082.77","1.34","80803.44","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20240205","1894.41","-12.78","-0.67","1907.19","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20240205","238.5","-3.24","-1.34","241.74","0","0","0","0","0","-","0"
