"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230417","2026.97","8.25","0.41","2018.72","389038795019870","1582937253450","387455857766420","18027747683961","19193119080960","2158","158949755946"
"0002","大型","20230417","1938.5","10.06","0.52","1928.44","245821805767616","1276597100786","244545208666831","245821805767616","12681015749731","100","80847924245"
"0003","中型","20230417","2268.18","6.12","0.27","2262.06","108355243685625","292180537756","108063063147869","27224935599403","4777187911435","398","51012420853"
"0004","小型","20230417","3597.13","1.46","0.04","3595.67","34861745566629","14159614909","34847585951720","2100105154616","969154871849","1660","27089410848"
"0028","TOPIX Core30","20230417","993.7","6.16","0.62","987.54","145923095280538","903602652147","145019492628391","486410317601795","146848873146703","30","40346275166"
"0029","TOPIX Large70","20230417","2057.4","7.68","0.37","2049.72","99898710487078","372994448638","99525716038439","142712443552968","48555772604454","70","40501649080"
"002A","TOPIX 100","20230417","1344.69","6.99","0.52","1337.7","245821805767616","1276597100786","244545208666831","245821805767616","182809866242002","100","80847924245"
"002B","TOPIX Mid400","20230417","2155.54","5.81","0.27","2149.73","108355243685625","292180537756","108063063147869","27224935599403","50268229842507","398","51012420853"
"002C","TOPIX 500","20230417","1574.89","6.98","0.45","1567.91","354177049453241","1568777638541","352608271814700","71119889448442","224890124255508","498","131860345098"
"002D","TOPIX Small","20230417","2436.58","0.99","0.04","2435.59","34861745566629","14159614909","34847585951720","2100105154616","14307659806170","1660","27089410848"
"002E","TOPIX 1000","20230417","1914.88","8.09","0.42","1906.79","377272831847172","1593394153237","375679437693935","37916867522329","197021935148235","995","146909439449"
"002F","TOPIX Small500","20230417","1073.52","1.14","0.11","1072.38","23095782393931","24616514695","23071165879235","4647038711052","21513993799078","497","15049094351"
"0040","水産・農林業","20230417","475.79","0.47","0.1","475.32","339650091563","336366213","339313725350","4245626144540","71386663524","8","284499648"
"0041","鉱業","20230417","441.75","-2.75","-0.62","444.5","1221481733379","-7608048039","1229089781418","20358028889647","276509255750","6","765476235"
"0042","建設業","20230417","1226.6","8.84","0.73","1217.76","7731502850551","55714701405","7675788149146","8053648802658","630321323155","96","4560392413"
"0043","食料品","20230417","1890.6","1.84","0.1","1888.76","13779478650603","13453822044","13766024828559","16211151353650","728840260867","85","4335879262"
"0044","繊維製品","20230417","650.72","-0.79","-0.12","651.51","1830895543462","-2207171852","1833102715314","4694603957596","281363167358","39","1674868867"
"0045","パルプ・紙","20230417","450.78","-0.83","-0.18","451.61","683370817252","-1245349584","684616166837","5694756810437","151596011460","12","942801682"
"0046","化学","20230417","2170.83","1.41","0.06","2169.42","24338657057465","15812866857","24322844190608","16334669166084","11211681355387","149","10010113353"
"0047","医薬品","20230417","3492.72","7.76","0.22","3484.96","21746145178623","48363586306","21697781592317","62131843367495","6226127364860","35","6130940717"
"0048","石油・石炭製品","20230417","1111.1","-2.86","-0.26","1113.96","1796954956031","-4639135363","1801594091394","19966166178120","161728149062","9","2656153317"
"0049","ゴム製品","20230417","3751.7","70.74","1.92","3680.96","2992434848130","56420965539","2936013882592","27203953164822","79762165918","11","816459034"
"004A","ガラス・土石製品","20230417","1146.53","4.71","0.41","1141.82","2808766184611","11528876741","2797237307870","8777394326908","244980429869","32","1052494264"
"004B","鉄鋼","20230417","610.92","-0.32","-0.05","611.24","3496170271320","-1792323614","3497962594934","11277968617161","572274951614","31","1671198575"
"004C","非鉄金属","20230417","1105.77","3.16","0.29","1102.61","2871209789608","8197764155","2863012025453","12483520824384","259657500651","23","1357371189"
"004D","金属製品","20230417","1191.71","2.9","0.24","1188.81","2188668427184","5322958503","2183345468681","5211115302820","183658250225","42","1298471398"
"004E","機械","20230417","2283.57","6.01","0.26","2277.56","20580256570195","54190435315","20526066134879","14595926645528","901231804520","141","5926970676"
"004F","電気機器","20230417","3568.13","20.85","0.59","3547.28","69170614151050","404203612403","68766410538647","44057716019777","1938567067715","157","14853013211"
"0050","輸送用機器","20230417","3182.23","39.42","1.25","3142.81","28307076920105","350663018309","27956413901796","49661538456325","889535969419","57","14311080362"
"0051","精密機器","20230417","9806.91","37.79","0.39","9769.12","10145427596150","39090729680","10106336866470","30743719988332","103451827015","33","2719063637"
"0052","その他製品","20230417","3712.77","1.33","0.04","3711.44","9026571084990","3251201344","9023319883646","17699158990177","243121968723","51","2518306196"
"0053","電気・ガス業","20230417","366.71","0.41","0.11","366.3","4753831513649","5253685713","4748577827936","21608325062040","1296349415578","22","4333870739"
"0054","陸運業","20230417","1935.99","7.89","0.41","1928.1","11718627358016","47707311495","11670920046521","27901493709561","605305623262","42","3327695953"
"0055","海運業","20230417","1230.52","30.22","2.52","1200.3","2591246168113","63624755870","2527621412243","32390577101411","210581864173","8","792927774"
"0056","空運業","20230417","218.58","3.06","1.42","215.52","1862462261559","26008621062","1836453640497","62082075385296","852090106403","3","693384680"
"0057","倉庫・運輸関連業","20230417","2233.87","4.58","0.21","2229.29","566127908066","1159176076","564968731989","2573308673026","25342949632","22","268584974"
"0058","情報・通信業","20230417","4815.74","-2.39","-0.05","4818.13","33542921930302","-16623573899","33559545504201","14213102512840","696526435455","236","13329823658"
"0059","卸売業","20230417","2558.43","-16.84","-0.65","2575.27","24615978935776","-162010419625","24777989355401","14066273677586","9621522379755","175","7909851508"
"005A","小売業","20230417","1461.04","-8.57","-0.58","1469.61","17847143199473","-104680711066","17951823910539","9059463553032","12215335382225","197","6643829135"
"005B","銀行業","20230417","194.58","3.91","2.05","190.67","23560308183325","473741955639","23086566227686","29823174915601","121080863684255","79","19416125079"
"005C","証券、商品先物取引業","20230417","367.64","4.25","1.17","363.39","2878143813983","33311752959","2844832061024","12513668756450","7828668978927","23","4397582930"
"005D","保険業","20230417","1303.25","4.61","0.35","1298.64","8458583627324","29941644557","8428641982767","105732295341554","6490374358998","8","3055951007"
"005E","その他金融業","20230417","726.17","8.99","1.25","717.18","4377429976686","54174941157","4323255035529","16212703617357","6028090109450","27","2710088071"
"005F","不動産業","20230417","1414.59","7.51","0.53","1407.08","7248748293950","38508140085","7210240153865","9664997725266","512427532544","75","4860159195"
"0060","サービス業","20230417","2494.9","5.47","0.22","2489.43","19961909127375","43761097064","19918148030311","8911566574721","800109684642","224","9324327208"
"0070","マザーズ","20230417","755.61","-0.96","-0.13","756.57","2517967185422","-3188042539","2521155227961","494689034464","3332363150868","509","3112171194"
"0075","REIT","20230417","1818.8","4.69","0.26","1814.11","14171758005403","36537813164","14135220192239","23619596675672","7791812001959","60","8414537951"
"0080","TOPIX-17 食品","20230417","324.07","0.32","0.1","323.75","14119128742166","13790188257","14105338553909","15181858862544","4356873200202","93","4620378910"
"0081","TOPIX-17 エネルギー資源","20230417","143.6","-0.58","-0.4","144.18","3018436689410","-12247183401","3030683872811","20122911262731","2102006147845","15","3421629551"
"0082","TOPIX-17 建設・資材","20230417","253.83","1.45","0.57","252.38","12728937462346","72566536649","12656370925697","7487610271968","5014761166103","170","6911358075"
"0083","TOPIX-17 素材・化学","20230417","277.11","0.12","0.04","276.99","26852923418180","12360345421","26840563072759","13426461709090","9690191475787","200","12627783902"
"0084","TOPIX-17 医薬品","20230417","270.01","0.6","0.22","269.41","21746145178623","48363586306","21697781592317","62131843367495","8053881935002","35","6130940717"
"0085","TOPIX-17 自動車・輸送機","20230417","239.39","3.12","1.32","236.27","31299511768236","407083983848","30892427784388","46028693776817","13074870566538","68","15127539396"
"0086","TOPIX-17 鉄鋼・非鉄","20230417","239.24","0.24","0.1","239","6367380060928","6405440542","6360974620387","11791444557275","2661540966928","54","3028569764"
"0087","TOPIX-17 機械","20230417","450.03","1.18","0.26","448.85","20580256570195","54190435315","20526066134879","14595926645528","4573061945885","141","5926970676"
"0088","TOPIX-17 電機・精密","20230417","286.46","1.6","0.56","284.86","79316041747199","443294342083","78872747405116","41745285130105","27688395841230","190","17572076848"
"0089","TOPIX-17 情報通信・サービスその他","20230417","286.61","0.14","0.05","286.47","62531402142668","30388724509","62501013418159","12237064998565","21817693383512","511","25172457062"
"008A","TOPIX-17 電力・ガス","20230417","60.73","0.07","0.12","60.66","4753831513649","5253685713","4748577827936","21608325062040","7828109132183","22","4333870739"
"008B","TOPIX-17 運輸・物流","20230417","178.18","1.48","0.84","176.7","16738463695753","138499864503","16599963831250","22317951594337","9394325895351","75","5082593381"
"008C","TOPIX-17 商社・卸売","20230417","621.64","-4.1","-0.66","625.74","24615978935776","-162010419625","24777989355401","14066273677586","3959814848789","175","7909851508"
"008D","TOPIX-17 小売","20230417","253.81","-1.49","-0.58","255.3","17847143199473","-104680711066","17951823910539","9059463553032","7031708365622","197","6643829135"
"008E","TOPIX-17 銀行","20230417","125.14","2.52","2.06","122.62","23560308183325","473741955639","23086566227686","29823174915601","18827560028560","79","19416125079"
"008F","TOPIX-17 金融（除く銀行）","20230417","155.09","1.16","0.75","153.93","15714157417994","117428338674","15596729079320","27093374858610","10132474556527","58","10163622008"
"0090","TOPIX-17 不動産","20230417","295.89","1.58","0.54","294.31","7248748293950","38508140085","7210240153865","9664997725266","2449846232895","75","4860159195"
"0099","東証インフラファンド指数","20230417","1160.33","1.52","0.13","1158.81","121877377938","159860996","121717516942","2437547558760","105037086673","5","123786579"
"1000","TOPIX レバレッジ（2倍）指数","20230417","52198","424.54","0.82","51773.46","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20230417","2429.22","-10","-0.41","2439.22","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20230417","398.48","-3.29","-0.82","401.77","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20230417","24182.08","206.19","0.86","23975.89","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20230417","3961.09","-17.11","-0.43","3978.2","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20230417","1134.63","-9.84","-0.86","1144.47","0","0","0","0","0","-","0"
"5000","東証プライム市場指数","20230417","1042.98","4.25","0.41","1038.73","388545926283583","1583365449362","386962560834222","21208838770938","372535696431651","1832","156874717278"
"5001","東証スタンダード市場指数","20230417","1059.95","1.22","0.12","1058.73","8453692112623","9654043027","8444038069596","587878450113","7975592430973","1438","11149937334"
