"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230518","2157.85","24.24","1.14","2133.61","412715295413908","4636921492373","408078373921535","19116039620839","19126219268661","2159","158249860814"
"0002","大型","20230518","2068.22","30.55","1.5","2037.67","261249681939291","3858768845853","257390913093438","261249681939291","12631626993954","100","80606593261"
"0003","中型","20230518","2419.12","13.39","0.56","2405.73","115238676433749","637575896563","114601100537186","28954441315012","4763668639488","398","50872646989"
"0004","小型","20230518","3747.89","14.54","0.39","3733.35","36226937040868","140576749956","36086360290912","2181031730335","966595726381","1661","26770620563"
"0028","TOPIX Core30","20230518","1070.73","20.99","2","1049.74","156328842136441","3064639119783","153264203016658","521096140454803","146001838966983","30","40149086773"
"0029","TOPIX Large70","20230518","2163.36","16.38","0.76","2146.98","104920839802850","794129726070","104126710076780","149886914004072","48499078145296","70","40457506489"
"002A","TOPIX 100","20230518","1434.67","21.19","1.5","1413.48","261249681939291","3858768845853","257390913093438","261249681939291","182097876602092","100","80606593261"
"002B","TOPIX Mid400","20230518","2298.98","12.72","0.56","2286.26","115238676433749","637575896563","114601100537186","28954441315012","50125972539230","398","50872646989"
"002C","TOPIX 500","20230518","1680.09","20.06","1.21","1660.03","376488358373040","4496344742417","371992013630624","75600071962458","224087580296499","498","131479240250"
"002D","TOPIX Small","20230518","2538.7","9.85","0.39","2528.85","36226937040868","140576749956","36086360290912","2181031730335","14269879071824","1661","26770620563"
"002E","TOPIX 1000","20230518","2039.79","23.37","1.16","2016.42","400379413656163","4585634088488","395793779567676","40239137050871","196284991146979","995","146440439553"
"002F","TOPIX Small500","20230518","1117.62","4.17","0.37","1113.45","23891055283123","89289346071","23801765937052","4807053376886","21376646995875","497","14961199302"
"0040","水産・農林業","20230518","501.16","-3.47","-0.69","504.63","357427411291","-2477402036","359904813327","4467842641137","71320558945","8","284170158"
"0041","鉱業","20230518","437.96","4.81","1.11","433.15","1209893060568","13287330600","1196605729968","20164884342793","276257918095","6","762237128"
"0042","建設業","20230518","1351.99","-3.69","-0.27","1355.68","8474453802131","-23145881268","8497599683399","8827556043886","626814227405","96","4543309946"
"0043","食料品","20230518","2020.04","-13.61","-0.67","2033.65","14693943285765","-98989887538","14792933173302","17286992100899","727407620094","85","4322684506"
"0044","繊維製品","20230518","673.73","3.6","0.54","670.13","1884465370559","10060692594","1874404677965","4831962488614","279707064682","39","1651288124"
"0045","パルプ・紙","20230518","471.39","-7.72","-1.61","479.11","712686893184","-11677993783","724364886968","5939057443203","151189548959","12","939587497"
"0046","化学","20230518","2244.85","26.22","1.18","2218.63","25149481706380","293702839893","24855778866487","16878846782806","11203192729642","149","9987854812"
"0047","医薬品","20230518","3622.88","5.2","0.14","3617.68","22632549000095","32450841797","22600098158298","62868191666931","6247119772935","36","6149745386"
"0048","石油・石炭製品","20230518","1098.76","1.28","0.12","1097.48","1775949040867","2078374100","1773870666767","19732767120748","161631873689","9","2655094112"
"0049","ゴム製品","20230518","3960.63","-0.62","-0.02","3961.25","3157958559656","-500860805","3158459420461","28708714178694","79733811605","11","815403955"
"004A","ガラス・土石製品","20230518","1155.15","5.7","0.5","1149.45","2821988581106","13935438942","2808053142165","8818714315958","244296078265","32","1045173513"
"004B","鉄鋼","20230518","616.93","5.25","0.86","611.68","3526146358364","30036506560","3496109851804","11374665672142","571560452791","31","1665078171"
"004C","非鉄金属","20230518","1058.21","11.79","1.13","1046.42","2746283513410","30592020994","2715691492417","11940363101785","259521139624","23","1346235412"
"004D","金属製品","20230518","1218.54","6.84","0.56","1211.7","2233086451069","12536918940","2220549532129","5316872502545","183259720024","42","1293181622"
"004E","機械","20230518","2492.39","55.35","2.27","2437.04","22431915919771","498226062927","21933689856844","15909160226788","900014900474","141","5905581509"
"004F","電気機器","20230518","3902.14","118.97","3.14","3783.17","75661043297161","2306633865057","73354409432104","48191747323033","1938965176905","157","14831407800"
"0050","輸送用機器","20230518","3387.78","51.09","1.53","3336.69","30124206500600","454314171154","29669892329446","52849485088772","889201969113","57","14294316506"
"0051","精密機器","20230518","10371.22","252.34","2.49","10118.88","10662532981686","259426745145","10403106236541","32310706005108","102808891834","33","2681783354"
"0052","その他製品","20230518","4065.2","59.4","1.48","4005.8","9825896086976","143575243272","9682320843704","19651792173951","241707536902","50","2496091478"
"0053","電気・ガス業","20230518","395.73","-11.17","-2.75","406.9","5130014838603","-144842655970","5274857494573","23318249266379","1296351378323","22","4333874609"
"0054","陸運業","20230518","2119","-18.56","-0.87","2137.56","12898081208263","-112940897836","13011022106099","30709717162530","608685957843","42","3344802403"
"0055","海運業","20230518","1089.81","24.16","2.27","1065.65","2252638922861","49929725554","2202709197307","28157986535758","206700204527","8","777806751"
"0056","空運業","20230518","238.6","-1.49","-0.62","240.09","2032621034407","-12693964592","2045314998999","67754034480242","851902009419","3","693096319"
"0057","倉庫・運輸関連業","20230518","2337.31","-7.69","-0.33","2345","586315291763","-1928763216","588244054978","2665069508011","25085076339","22","261975872"
"0058","情報・通信業","20230518","5069.92","-7.3","-0.14","5077.22","34677391071223","-49874032995","34727265104217","14693809775942","683982478598","236","13195731720"
"0059","卸売業","20230518","2738.98","51.21","1.91","2687.77","26055986071069","487111889634","25568874181435","14889134897754","9513030362497","175","7836405629"
"005A","小売業","20230518","1565.46","1.42","0.09","1564.04","18989221359821","17121041812","18972100318009","9639198659807","12130150695702","197","6537453019"
"005B","銀行業","20230518","206.45","1.85","0.9","204.6","24983444706206","222710419320","24760734286887","31624613552160","121017347173145","79","19406051304"
"005C","証券、商品先物取引業","20230518","364.61","0.71","0.2","363.9","2839920613051","5589214775","2834331398275","12347480926307","7788844143601","23","4378975666"
"005D","保険業","20230518","1424.83","4.74","0.33","1420.09","9105607219241","30320876690","9075286342550","113820090240508","6390646083139","8","3004552190"
"005E","その他金融業","20230518","768.56","6.1","0.8","762.46","4628988002878","36755811576","4592232191302","17144400010660","6022931619827","27","2705604027"
"005F","不動産業","20230518","1486.97","-1.36","-0.09","1488.33","7625304513892","-6969512007","7632274025899","10167072685190","512807896225","75","4842312278"
"0060","サービス業","20230518","2605.64","19.09","0.74","2586.55","20827852739991","152567313081","20675285426910","9256823439996","799338000393","225","9260994039"
"0070","マザーズ","20230518","739","-8.28","-1.11","747.28","2247056582667","-25163138558","2272219721225","764304960091","3040668005457","294","2823172529"
"0075","REIT","20230518","1862.86","-20.23","-1.07","1883.09","14515046615889","-157673647249","14672720263138","24191744359815","7791824573401","60","8414543999"
"0080","TOPIX-17 食品","20230518","346.13","-2.34","-0.67","348.47","15051370697056","-101467289574","15152837986629","16184269566726","4348416759721","93","4606854665"
"0081","TOPIX-17 エネルギー資源","20230518","142.15","0.73","0.52","141.42","2985842101435","15365704700","2970476396735","19905614009566","2100492477158","15","3417331240"
"0082","TOPIX-17 建設・資材","20230518","270.99","0.07","0.03","270.92","13529528834306","3326476613","13526202357693","7958546373121","4992707180082","170","6881665080"
"0083","TOPIX-17 素材・化学","20230518","286.67","3.02","1.06","283.65","27746633970124","292085538704","27454548431420","13873316985062","9678960960585","200","12578730433"
"0084","TOPIX-17 医薬品","20230518","280.07","0.4","0.14","279.67","22632549000095","32450841797","22600098158298","62868191666931","8081036916945","36","6149745386"
