"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230908","2359.02","-24.36","-1.02","2383.38","448456787472947","-4631463125601","453088250598547","20790764370558","19010295178370","2157","199108082655"
"0002","大型","20230908","2265.71","-23.4","-1.02","2289.11","284441861131841","-2938041764996","287379902896837","284441861131841","12554226654427","100","121271384697"
"0003","中型","20230908","2636.58","-27.12","-1.02","2663.7","124949052561940","-1285150061001","126234202622941","31473312987894","4739056135626","397","51410589402"
"0004","小型","20230908","4076.13","-42.6","-1.03","4118.73","39065873779165","-408271299603","39474145078769","2353365890311","958406447883","1660","26426108557"
"0028","TOPIX Core30","20230908","1172.57","-11.69","-0.99","1184.26","170872016774640","-1703628579189","172575645353829","569573389248800","145724774378424","30","81343749521"
"0029","TOPIX Large70","20230908","2371.24","-25.78","-1.08","2397.02","113569844357201","-1234413185807","114804257543008","162242634796002","47894646264326","70","39927635176"
"002A","TOPIX 100","20230908","1571.66","-16.23","-1.02","1587.89","284441861131841","-2938041764996","287379902896837","284441861131841","180982071212729","100","121271384697"
"002B","TOPIX Mid400","20230908","2505.65","-25.77","-1.02","2531.42","124949052561940","-1285150061001","126234202622941","31473312987894","49866986076046","397","51410589402"
"002C","TOPIX 500","20230908","1837.64","-18.96","-1.02","1856.6","409390913693781","-4223191825997","413614105519779","82372417242210","222780263329732","497","172681974099"
"002D","TOPIX Small","20230908","2761.04","-28.85","-1.03","2789.89","39065873779165","-408271299603","39474145078769","2353365890311","14148980530008","1660","26426108557"
"002E","TOPIX 1000","20230908","2230.28","-23.14","-1.03","2253.42","435108414411065","-4513642656515","439622057067580","43905995399704","195091292800110","991","187538337808"
"002F","TOPIX Small500","20230908","1215.29","-13.73","-1.12","1229.02","25717500717283","-290450830518","26007951547801","5205971805118","21161581623407","494","14856363709"
"0040","水産・農林業","20230908","546.1","-4.17","-0.76","550.27","389198517157","-2969760064","392168277221","4864981464468","71268254593","8","283874093"
"0041","鉱業","20230908","621.04","-15.78","-2.48","636.82","1714365536689","-43561156576","1757926693265","28572758944809","276046408423","6","758998021"
"0042","建設業","20230908","1539.48","-9.3","-0.6","1548.78","9596968880066","-57965727146","9654934607212","9996842583402","623389799016","96","4519265261"
"0043","食料品","20230908","2128.93","-6.6","-0.31","2135.53","15142603862051","-46911361514","15189515223564","17607678909361","711277291556","86","4196559378"
"0044","繊維製品","20230908","675.36","-9.21","-1.35","684.57","1876859044860","-25583364180","1902442409040","4812459089385","277905114716","39","1629040748"
"0045","パルプ・紙","20230908","527.4","-3.1","-0.58","530.5","794781759696","-4660698353","799442458050","6623181330802","150697057473","12","936373311"
