"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20231024","2240.73","1.92","0.09","2238.81","425725014641632","363880214028","425361134427605","19764392508897","18999405408882","2154","205454054651"
"0002","大型","20231024","2160.82","-1.74","-0.08","2162.56","271178574194817","-218228631256","271396802826073","271178574194817","12549813299094","100","125473162698"
"0003","中型","20231024","2484.87","7.43","0.3","2477.44","117617717249666","351567860526","117266149389140","29626629030143","4733356582341","397","53519061804"
"0004","小型","20231024","3853.85","24.06","0.63","3829.79","36928723197149","230540984758","36698182212392","2228649559273","958230582714","1657","26461830149"
"0028","TOPIX Core30","20231024","1124.26","-1.89","-0.17","1126.15","163757322675399","-275351947631","164032674623030","545857742251330","145657561704405","30","84314772404"
"0029","TOPIX Large70","20231024","2243.28","1.19","0.05","2242.09","107421251519418","57123316375","107364128203043","153458930742025","47885732444489","70","41158390294"
"002A","TOPIX 100","20231024","1498.9","-1.21","-0.08","1500.11","271178574194817","-218228631256","271396802826073","271178574194817","180918448162813","100","125473162698"
"002B","TOPIX Mid400","20231024","2361.47","7.06","0.3","2354.41","117617717249666","351567860526","117266149389140","29626629030143","49807012204419","397","53519061804"
"002C","TOPIX 500","20231024","1746.27","0.6","0.03","1745.67","388796291444483","133339229270","388662952215213","78228630069312","222644234047714","497","178992224502"
"002D","TOPIX Small","20231024","2610.47","16.3","0.63","2594.17","36928723197149","230540984758","36698182212392","2228649559273","14146384227717","1657","26461830149"
"002E","TOPIX 1000","20231024","2118.49","1.41","0.07","2117.08","413047571672796","274605713773","412772965959023","41721976936646","194972959687663","990","193850679094"
"002F","TOPIX Small500","20231024","1146.63","6.68","0.59","1139.95","24251280228314","141266484503","24110013743810","4919123778563","21150048823809","493","14858454592"
"0040","水産・農林業","20231024","515.72","0.23","0.04","515.49","367547453729","164584915","367382868814","4594343171613","71268254593","8","283874093"
"0041","鉱業","20231024","616.92","-1.39","-0.22","618.31","1702998955612","-3835302268","1706834257879","28383315926862","276046408423","6","758998021"
"0042","建設業","20231024","1460.55","3.6","0.25","1456.95","9096810781483","22465296149","9074345485334","9575590296298","622833521953","95","4501294412"
"0043","食料品","20231024","2069.16","1.4","0.07","2067.76","14717623960909","9934683780","14707689277129","17113516233616","711285126571","86","4266275600"
"0044","繊維製品","20231024","635.82","2.63","0.42","633.19","1766988230018","7320535271","1759667694747","4530739051328","277906805421","39","1629608648"
"0045","パルプ・紙","20231024","528.78","0","0","528.78","794993572231","-5919036","794999491267","7227214293010","150345341616","11","933568172"
"0046","化学","20231024","2220.3","10.23","0.46","2210.07","24792913147988","114302370803","24678610777185","16528608765325","11166446031355","150","10031106902"
"0047","医薬品","20231024","3464.51","-24.81","-0.71","3489.32","21486116973828","-153841160426","21639958134254","59683658260635","6201772934589","36","6120515078"
"0048","石油・石炭製品","20231024","1286.48","1.69","0.13","1284.79","2078199904714","2732531204","2075467373510","23091110052380","161541319014","9","2654034907"
"0049","ゴム製品","20231024","4117.78","-17.05","-0.41","4134.83","3045820070862","-12610323853","3058430394715","27689273371473","73967558610","11","768636510"
"004A","ガラス・土石製品","20231024","1188.13","6.7","0.57","1181.43","2856913888851","16111469228","2840802419623","8927855902659","240455040730","32","1075339344"
"004B","鉄鋼","20231024","716.95","9.07","1.28","707.88","4117170701729","52075808821","4065094892908","13281195812028","574264089305","31","1654258047"
"004C","非鉄金属","20231024","1045.93","4.05","0.39","1041.88","2713025116774","10512190425","2702512926349","11795761377278","259388104776","23","1335259989"
"004D","金属製品","20231024","1213.11","4.82","0.4","1208.29","2168326554522","8608506730","2159718047792","5162682272671","178741596806","42","1267172601"
"004E","機械","20231024","2482.89","-5.39","-0.22","2488.28","22265976806479","-48343884942","22314320691422","15791472912397","896777623810","141","5858223426"
"004F","電気機器","20231024","3727.07","-4.72","-0.13","3731.79","71958254352881","-91074275758","72049328628639","46127086123642","1930692393940","156","16071453836"
"0050","輸送用機器","20231024","4200.38","-15.58","-0.37","4215.96","37252169770953","-138155269154","37390325040107","65354683808690","886875927520","57","17262171180"
"0051","精密機器","20231024","9598.49","180.41","1.92","9418.08","9805743192051","184303050433","9621440141618","29714373309245","102159271350","33","2649419235"
"0052","その他製品","20231024","4032.02","7.4","0.18","4024.62","9626899994184","17671928901","9609228065283","19253799988368","238760945309","50","2447277626"
"0053","電気・ガス業","20231024","456.12","-2.96","-0.64","459.08","5907246061989","-38351653208","5945597715197","26851118463587","1295106086752","22","4329399652"
"0054","陸運業","20231024","1992.3","21.04","1.07","1971.26","12073927563947","127523430474","11946404133473","28747446580825","606030305549","42","3749335662"
"0055","海運業","20231024","1389.04","-33.75","-2.37","1422.79","2869852382994","-69734057003","2939586439997","35873154787424","206606673816","8","776092634"
"0056","空運業","20231024","227.61","3.4","1.52","224.21","1938591480062","28985685264","1909605794798","64619716002075","851705945581","3","692807959"
