"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230406","1961.28","-22.56","-1.14","1983.84","376431555635902","-4402101203083","380833656838985","17443538259310","19193119080960","2158","158949755946"
"0002","大型","20230406","1872.81","-22.13","-1.17","1894.94","237491753100913","-2805432848474","240297185949387","237491753100913","12681015749731","100","80847924245"
"0003","中型","20230406","2200.68","-22.85","-1.03","2223.53","105130846495892","-1091127592774","106221974088666","26414785551732","4777187911435","398","51012420853"
"0004","小型","20230406","3488.5","-44.68","-1.26","3533.18","33808956039098","-505540761835","34314496800933","2036684098741","969154871849","1660","27089410848"
"0028","TOPIX Core30","20230406","960.48","-12.75","-1.31","973.23","141045595209869","-1871676153693","142917271363562","470151984032897","146848873146703","30","40346275166"
"0029","TOPIX Large70","20230406","1986.3","-19.23","-0.96","2005.53","96446157891044","-933756694780","97379914585824","137780225558634","48555772604454","70","40501649080"
"002A","TOPIX 100","20230406","1299.12","-15.35","-1.17","1314.47","237491753100913","-2805432848474","240297185949387","237491753100913","182809866242002","100","80847924245"
"002B","TOPIX Mid400","20230406","2091.4","-21.7","-1.03","2113.1","105130846495892","-1091127592774","106221974088666","26414785551732","50268229842507","398","51012420853"
"002C","TOPIX 500","20230406","1523.51","-17.33","-1.12","1540.84","342622599596805","-3896560441248","346519160038052","68799718794539","224890124255508","498","131860345098"
"002D","TOPIX Small","20230406","2363","-30.26","-1.26","2393.26","33808956039098","-505540761835","34314496800933","2036684098741","14307659806170","1660","27089410848"
"002E","TOPIX 1000","20230406","1852.65","-21.22","-1.13","1873.87","365013128281967","-4235065397835","369248193679802","36684736510750","197021935148235","995","146909439449"
"002F","TOPIX Small500","20230406","1040.74","-13.19","-1.25","1053.93","22390528685162","-338504956588","22729033641750","4505136556371","21513993799078","497","15049094351"
"0040","水産・農林業","20230406","467.65","-0.63","-0.13","468.28","333836740537","-450379820","334287120358","4172959256718","71386663524","8","284499648"
"0041","鉱業","20230406","424.66","-8.12","-1.88","432.78","1174223202818","-22446062776","1196669265594","19570386713628","276509255750","6","765476235"
"0042","建設業","20230406","1185.12","-7.16","-0.6","1192.28","7470075113294","-45117267504","7515192380798","7781328243014","630321323155","96","4560392413"
"0043","食料品","20230406","1872.22","12.39","0.67","1859.83","13645495072486","90336933182","13555158139304","16053523614689","728840260867","85","4335879262"
"0044","繊維製品","20230406","632.88","-9.69","-1.51","642.57","1780689686564","-27273548831","1807963235395","4565870991190","281363167358","39","1674868867"
"0045","パルプ・紙","20230406","444.43","-1.21","-0.27","445.64","673740835572","-1826819599","675567655171","5614506963100","151596011460","12","942801682"
"0046","化学","20230406","2105.09","-26.39","-1.24","2131.48","23601618046266","-295879527137","23897497573402","15840012111588","11211681355387","149","10010113353"
"0047","医薬品","20230406","3406.61","34.11","1.01","3372.5","21210018432876","212415758941","20997602673936","60600052665361","6226127364860","35","6130940717"
