"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230912","2379.91","19.43","0.82","2360.48","452427772574236","3693826604781","448733945969455","20974861964499","19010302454030","2157","199108122615"
"0002","大型","20230912","2288.4","19.21","0.85","2269.19","287290568278302","2411541288073","284879026990229","287290568278302","12554234103235","100","121271423734"
"0003","中型","20230912","2655.01","21.97","0.83","2633.04","125822573483104","1041348280083","124781225203022","31693343446626","4739056135626","397","51410589402"
"0004","小型","20230912","4102.08","25.14","0.62","4076.94","39314630812830","240937036625","39073693776205","2368351253785","958406514398","1660","26426109480"
"0028","TOPIX Core30","20230912","1188.81","11.9","1.01","1176.91","173239713815864","1735062274552","171504651541312","577465712719548","145724774378424","30","81343749521"
"0029","TOPIX Large70","20230912","2381.28","14.12","0.6","2367.16","114050854462437","676479013521","113374375448916","162929792089196","47894717669451","70","39927674212"
"002A","TOPIX 100","20230912","1587.4","13.33","0.85","1574.07","287290568278302","2411541288073","284879026990229","287290568278302","180982178594954","100","121271423734"
"002B","TOPIX Mid400","20230912","2523.16","20.88","0.83","2502.28","125822573483104","1041348280083","124781225203022","31693343446626","49866986076046","397","51410589402"
"002C","TOPIX 500","20230912","1854.35","15.5","0.84","1838.85","413113141761406","3452889568156","409660252193250","83121356491229","222780355249772","497","172682013135"
"002D","TOPIX Small","20230912","2778.62","17.03","0.62","2761.59","39314630812830","240937036625","39073693776205","2368351253785","14148981511975","1660","26426109480"
"002E","TOPIX 1000","20230912","2250.23","18.56","0.83","2231.67","438999488425433","3620875565543","435378612859890","44298636571689","195091368540601","991","187538376844"
"002F","TOPIX Small500","20230912","1223.27","7.94","0.65","1215.33","25886346664027","167985997387","25718360666640","5240151146564","21161581623407","494","14856363709"
"0040","水産・農林業","20230912","550.66","6.23","1.14","544.43","392449241721","4446013015","388003228706","4905615521513","71268254593","8","283874093"
"0041","鉱業","20230912","634.78","5.73","0.91","629.05","1752296220896","15834970652","1736461250244","29204937014931","276046408423","6","758998021"
"0042","建設業","20230912","1545.16","9.15","0.6","1536.01","9632386463685","57064982065","9575321481621","10033735899672","623389799016","96","4519265261"
"0043","食料品","20230912","2142.05","20.16","0.95","2121.89","15235909503607","143367170757","15092542332850","17716173841404","711277291556","86","4196559378"
"0044","繊維製品","20230912","682.13","10.13","1.51","672","1895668007385","28134342836","1867533664549","4860687198423","277905114716","39","1629040748"
"0045","パルプ・紙","20230912","537.85","5.48","1.03","532.37","810518074329","8251696692","802266377637","6754317286078","150697057473","12","936373311"
"0046","化学","20230912","2385.7","24.35","1.03","2361.35","26640119735443","271821318905","26368298416538","17879274990230","11166604008521","149","10028656213"
"0047","医薬品","20230912","3689.9","59.08","1.63","3630.82","22883630104643","366404332857","22517225771786","63565639179564","6201690846299","36","6119807303"
"0048","石油・石炭製品","20230912","1364.58","7.16","0.53","1357.42","2204361803160","11571616653","2192790186507","24492908923995","161541319014","9","2654034907"
"0049","ゴム製品","20230912","4190.98","75.09","1.82","4115.89","3099964681104","55544817407","3044419863697","28181497100942","73967558610","11","768636510"
