"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230703","2320.81","32.21","1.41","2288.6","443425980113061","6153615943839","437272364169222","20557532689525","19106492816255","2157","199660207267"
"0002","大型","20230703","2252.94","33.01","1.49","2219.93","284191682347127","4163744990625","280027937356501","284191682347127","12614284992769","100","121654787204"
"0003","中型","20230703","2546.56","32.07","1.28","2514.49","121205915610157","1526534939544","119679380670613","30453747640743","4759587056426","398","51151823385"
"0004","小型","20230703","3930.78","48","1.24","3882.78","38028382155777","463336013670","37565046142107","2292247266774","967451232259","1659","26853596677"
"0028","TOPIX Core30","20230703","1171.83","19.34","1.68","1152.49","170942494197892","2821982545726","168120511652166","569808313992972","145876260800309","30","81369433537"
"0029","TOPIX Large70","20230703","2340.08","27.72","1.2","2312.36","113249188149235","1341762444899","111907425704336","161784554498908","48395373599300","70","40285353668"
"002A","TOPIX 100","20230703","1562.8","22.9","1.49","1539.9","284191682347127","4163744990625","280027937356501","284191682347127","181847873843664","100","121654787204"
"002B","TOPIX Mid400","20230703","2420.1","30.48","1.28","2389.62","121205915610157","1526534939544","119679380670613","30453747640743","50083023850736","398","51151823385"
"002C","TOPIX 500","20230703","1811.3","25.42","1.42","1785.88","405397597957284","5690279930169","399707318027115","81405140152065","223815727278128","498","172806610589"
"002D","TOPIX Small","20230703","2662.58","32.51","1.24","2630.07","38028382155777","463336013670","37565046142107","2292247266774","14282508928443","1659","26853596677"
"002E","TOPIX 1000","20230703","2194.68","30.6","1.41","2164.08","430221561445235","5997363349019","424224198096216","43281847227891","196028898990988","994","187778901102"
"002F","TOPIX Small500","20230703","1164.51","14.45","1.26","1150.06","24823963487951","307083418850","24516880069101","5004831348377","21317049203673","496","14972290512"
"0040","水産・農林業","20230703","508.93","5.1","1.01","503.83","362974350430","3638315197","359336035233","4537179380374","71320558945","8","284170158"
"0041","鉱業","20230703","470.55","5.66","1.22","464.89","1299933184368","15631016140","1284302168228","21665553072803","276257918095","6","762237128"
"0042","建設業","20230703","1426.63","14.6","1.03","1412.03","8863766544185","90717581006","8773048963179","9233090150193","621306842581","96","4512931434"
"0043","食料品","20230703","2049.43","11.18","0.55","2038.25","14902004445583","81267923470","14820736522112","17531769935980","727129683805","85","4320973992"
"0044","繊維製品","20230703","685.87","11.69","1.73","674.18","1914336266560","32626984434","1881709282126","4908554529641","279110966508","39","1651040392"
"0045","パルプ・紙","20230703","471.77","0.68","0.14","471.09","713270721176","1029091241","712241629935","5943922676464","151189548959","12","939587497"
"0046","化学","20230703","2407.89","47.18","2","2360.71","26945446730084","527973216551","26417473513533","18084192436298","11190468538317","149","9971264875"
"0047","医薬品","20230703","3646.19","17.04","0.47","3629.15","22778925787092","106463287935","22672462499157","63274793853033","6247328623681","36","6151555696"
"0048","石油・石炭製品","20230703","1152.82","21.58","1.91","1131.24","1863326007045","34883714596","1828442292449","20703622300498","161631873689","9","2655094112"
"0049","ゴム製品","20230703","4198.7","34.74","0.83","4163.96","3346987189773","27690705117","3319296484655","30427156270660","79714905347","11","815203955"
"004A","ガラス・土石製品","20230703","1230.24","15.08","1.24","1215.16","3002793348653","36795284817","2965998063837","9383729214542","244082759540","32","1064809915"
"004B","鉄鋼","20230703","671.34","5.16","0.77","666.18","3835356348642","29458286314","3805898062328","12372117253684","571299102800","31","1659208728"
"004C","非鉄金属","20230703","1128.47","13.8","1.24","1114.67","2928630369798","35838767147","2892791602651","12733175520862","259521139624","23","1346235412"
"004D","金属製品","20230703","1262.15","15.88","1.27","1246.27","2291459931499","28830520390","2262629411109","5455856979759","181552141101","42","1282997034"
"004E","機械","20230703","2800.37","87.53","3.23","2712.84","25209840320909","787975024423","24421865296486","17753408676696","900231398940","142","5912763487"
"004F","電気機器","20230703","4226.76","94.96","2.3","4131.8","81922361640081","1840494027833","80081867612248","52514334384667","1938182807079","156","14827085758"
"0050","輸送用機器","20230703","3962.96","46.4","1.18","3916.56","35228555900389","412464209221","34816091691168","61804484035771","888946555483","57","14293922181"
"0051","精密機器","20230703","11143.92","155.33","1.41","10988.59","11417902113485","159148868053","11258753245432","34599703374197","102458603504","33","2679546729"
"0052","その他製品","20230703","4295.98","36.98","0.87","4259","10349352243055","89083479362","10260268763692","20698704486109","240907800611","50","2484160703"
"0053","電気・ガス業","20230703","436.78","6.37","1.48","430.41","5660884673067","82515367640","5578369305426","25731293968485","1296062041029","22","4333191934"
"0054","陸運業","20230703","2105.94","8.36","0.4","2097.58","12818549076366","50849492481","12767699583884","30520354943727","608685957843","42","3344802403"
"0055","海運業","20230703","1187.56","26.04","2.24","1161.52","2454679619486","53824771043","2400854848443","30683495243573","206700204527","8","777806751"
"0056","空運業","20230703","266.67","0.08","0.03","266.59","2271773811730","715300078","2271058511653","75725793724342","851902009419","3","693096319"
"0057","倉庫・運輸関連業","20230703","2442.19","33.85","1.41","2408.34","612625771304","8491518130","604134253174","2784662596837","25085076339","22","261975872"
"0058","情報・通信業","20230703","5305.33","32.27","0.61","5273.06","36267421585492","220541267803","36046880317689","15432945355528","683603944366","235","54445603651"
"0059","卸売業","20230703","3224","59.23","1.87","3164.77","30516474691153","560619329934","29955855361219","17538203845490","9465409278032","174","7811165727"
"005A","小売業","20230703","1569.67","8.93","0.57","1560.74","19032110917924","108267884544","18923843033379","9660970009098","12124921292703","197","6538418740"
"005B","銀行業","20230703","222.58","2.17","0.98","220.41","27002869097945","263902606891","26738966491054","34180846959424","121315525640626","79","19421941316"
"005C","証券、商品先物取引業","20230703","403.09","6.09","1.53","397","3139616034011","47421021230","3092195012781","13650504495700","7788869612094","23","4378979306"
"005D","保険業","20230703","1585.66","16.27","1.04","1569.39","10118989823256","103815640557","10015174182699","126487372790703","6381578512649","8","2997951630"
