"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230330","1983.32","-12.16","-0.61","1995.48","381046179248018","-2335079893841","383381259141858","17649197741918","19212516832205","2159","159304416100"
"0002","大型","20230330","1891.65","-10.26","-0.54","1901.91","240087544223987","-1301270969613","241388815193600","240087544223987","12691933671577","100","81128392959"
"0003","中型","20230330","2224.13","-15.77","-0.7","2239.9","106309257484426","-754155502421","107063412986847","26710868714680","4779819616450","398","51038342420"
"0004","小型","20230330","3562.8","-28.76","-0.8","3591.56","34649377539605","-279653421806","34929030961411","2086055240193","972531047461","1661","27137680721"
"0028","TOPIX Core30","20230330","973.45","-6.1","-0.62","979.55","143044365882503","-896209800903","143940575683405","476814552941676","146945764951332","30","40460257501"
"0029","TOPIX Large70","20230330","1996.28","-8.33","-0.42","2004.61","97043178341484","-405061168711","97448239510194","138633111916406","48611982141852","70","40668135458"
"002A","TOPIX 100","20230330","1312.19","-7.11","-0.54","1319.3","240087544223987","-1301270969613","241388815193600","240087544223987","182967259298811","100","81128392959"
"002B","TOPIX Mid400","20230330","2113.68","-14.99","-0.7","2128.67","106309257484426","-754155502421","107063412986847","26710868714680","50295922107288","398","51038342420"
"002C","TOPIX 500","20230330","1539.11","-9.14","-0.59","1548.25","346396801708413","-2055426472034","348452228180447","69557590704501","225062341307281","498","132166735378"
"002D","TOPIX Small","20230330","2413.33","-19.48","-0.8","2432.81","34649377539605","-279653421806","34929030961411","2086055240193","14357502378823","1661","27137680721"
"002E","TOPIX 1000","20230330","1872.93","-11.35","-0.6","1884.28","369341548705769","-2237359108490","371578907814260","37082484809816","197199547215551","996","147257449841"
"002F","TOPIX Small500","20230330","1063.34","-8.43","-0.79","1071.77","22944746997357","-181932636456","23126679633813","4607378915132","21578048695425","498","15090714462"
"0040","水産・農林業","20230330","467.1","-9.07","-1.9","476.17","333446737662","-6477599063","339924336725","4168084220775","71386663524","8","284499648"
"0041","鉱業","20230330","415.86","-4.38","-1.04","420.24","1149889840143","-12103964408","1161993804551","19164830669047","276509255750","6","765476235"
"0042","建設業","20230330","1188.15","-16.61","-1.38","1204.76","7497882477991","-104845328390","7602727806381","7810294247908","631055453179","96","4564760893"
"0043","食料品","20230330","1869.42","-4.14","-0.22","1873.56","13625554363201","-30121694402","13655676057604","16030063956708","728863575080","85","4336395662"
"0044","繊維製品","20230330","646.76","-4.99","-0.77","651.75","1819752319854","-14041592923","1833793912778","4666031589370","281363170727","39","1674869980"
"0045","パルプ・紙","20230330","445.92","-6.58","-1.45","452.5","675996439932","-9974707493","685971147425","5633303666100","151596011460","12","942801682"
"0046","化学","20230330","2141.34","-14.29","-0.66","2155.63","24001639618584","-160082452650","24161722071233","16217324066611","11208681109414","148","10004424250"
"0047","医薬品","20230330","3400.65","-9.16","-0.27","3409.81","21186582082817","-57069966529","21243652049346","60533091665192","6230161884824","35","6133244112"
"0048","石油・石炭製品","20230330","1084.81","-32.27","-2.89","1117.08","1822495253680","-54221718734","1876716972413","20249947263108","168001590012","9","2804227317"
"0049","ゴム製品","20230330","3763.42","33.59","0.9","3729.83","3001782280948","26786952035","2974995328912","27288929826796","79762165918","11","816459034"
"004A","ガラス・土石製品","20230330","1132.08","-3.66","-0.32","1135.74","2773372956294","-8974470338","2782347426631","8666790488417","244980429869","32","1052494264"
"004B","鉄鋼","20230330","607.07","-6.18","-1.01","613.25","3474133000170","-35367833074","3509500833244","11206880645709","572274951614","31","1671198575"
"004C","非鉄金属","20230330","1086.08","-13.65","-1.24","1099.73","2820087642186","-35455498891","2855543141077","12261250618200","259657500651","23","1357371189"
"004D","金属製品","20230330","1185.37","-9.04","-0.76","1194.41","2179927895001","-16632937480","2196560832480","5190304511906","183903065681","42","1300655638"
"004E","機械","20230330","2289.8","-2.32","-0.1","2292.12","20651417292731","-20967018184","20672384310915","14646395243072","901888254289","141","5931800020"
"004F","電気機器","20230330","3542.02","12.19","0.35","3529.83","68725666429895","236473527780","68489192902115","43497257234111","1940298512427","158","14891617650"
"0050","輸送用機器","20230330","3170.18","-11.09","-0.35","3181.27","28199901714335","-98633548530","28298535262865","49473511779535","889535905680","57","14311078112"
"0051","精密機器","20230330","9397.31","52.79","0.56","9344.52","9721622060414","54609041465","9667013018949","29459460789133","103451143236","33","2719045477"
"0052","その他製品","20230330","3523.89","-43.2","-1.21","3567.09","8568468995445","-105041813212","8673510808657","16800919598912","243153675061","51","2518804100"
"0053","電気・ガス業","20230330","358.05","0.11","0.03","357.94","4641509157470","1421756274","4640087401196","21097768897592","1296332343471","22","4333838099"
"0054","陸運業","20230330","1878.5","-14.58","-0.77","1893.08","11370683245359","-88247500559","11458930745918","27073055346094","605305029428","42","3327690353"
"0055","海運業","20230330","1167.89","-21.64","-1.82","1189.53","2459371787551","-45558057436","2504929844987","30742147344381","210581864173","8","792927774"
"0056","空運業","20230330","220.62","0.87","0.4","219.75","1879839524832","7330698327","1872508826505","62661317494404","852090106403","3","693384680"
"0057","倉庫・運輸関連業","20230330","2182.11","-23.19","-1.05","2205.3","553011770028","-5876312732","558888082759","2513689863763","25342949632","22","268584974"
"0058","情報・通信業","20230330","4766.11","-78.61","-1.62","4844.72","33263916408342","-548626674733","33812543083075","14035407767233","697925372661","237","13342664170"
"0059","卸売業","20230330","2403.91","-29.68","-1.22","2433.59","23178615760105","-286147519121","23464763279226","13244923291489","9642045826428","175","7938318668"
"005A","小売業","20230330","1417.69","-8.41","-0.59","1426.1","17318674449368","-102815454974","17421489904342","8791205304248","12216152300941","197","6643487071"
"005B","銀行業","20230330","185.78","-2.74","-1.45","188.52","22589687500039","-332376712744","22922064212782","28594541139289","121591277538113","79","19531006964"
"005C","証券、商品先物取引業","20230330","359.73","-9.87","-2.67","369.6","2816137842649","-77302073654","2893439916303","12244077576734","7828565568527","23","4397568650"
"005D","保険業","20230330","1254.63","-23.07","-1.81","1277.7","8143014221320","-149713337480","8292727558800","101787677766504","6490374358998","8","3055951007"
"005E","その他金融業","20230330","690.81","-14.09","-2","704.9","4163906928669","-84962310163","4248869238832","15421877513590","6027614013934","27","2709906857"
"005F","不動産業","20230330","1376.55","-0.07","-0.01","1376.62","7061978371212","-347613509","7062325984721","9415971161616","513021123315","75","4863710974"
"0060","サービス業","20230330","2421.62","-21.21","-0.87","2442.83","19376212879792","-169716158317","19545929038109","8650095035622","800133221496","224","9324152021"
"0070","マザーズ","20230330","747.46","0.99","0.13","746.47","2505556467000","3326383022","2502230083977","491285581765","3352092127358","510","3110781108"
"0075","REIT","20230330","1789.67","4.79","0.27","1784.88","13916356627403","37314891956","13879041735447","23193927712338","7775916269003","60","8405318185"
"0080","TOPIX-17 食品","20230330","320.38","-0.84","-0.26","321.22","13959001100863","-36599293465","13995600394329","15009678603079","4357009239011","93","4620895310"
"0081","TOPIX-17 エネルギー資源","20230330","138.17","-3.08","-2.18","141.25","2972385093823","-66325683141","3038710776964","19815900625484","2151260749041","15","3569703551"
"0082","TOPIX-17 建設・資材","20230330","248.06","-2.6","-1.04","250.66","12451183329285","-130452736207","12581636065493","7324225487815","5019447363109","170","6917910795"
"0083","TOPIX-17 素材・化学","20230330","273.51","-1.9","-0.69","275.41","26497388378370","-184098753066","26681487131436","13315270541894","9687842569033","199","12622095912"
"0084","TOPIX-17 医薬品","20230330","262.89","-0.71","-0.27","263.6","21186582082817","-57069966529","21243652049346","60533091665192","8059100836826","35","6133244112"
"0085","TOPIX-17 自動車・輸送機","20230330","238.64","-0.55","-0.23","239.19","31201683995282","-71846596495","31273530591778","45884829404827","13074869719797","68","15127537146"
"0086","TOPIX-17 鉄鋼・非鉄","20230330","236.49","-2.66","-1.11","239.15","6294220642356","-70823331966","6365043974321","11655964152511","2661540966928","54","3028569764"
