"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230404","2022.76","5.08","0.25","2017.68","388303842901795","974647681850","387329195219945","17977029763972","19196775047917","2160","158984970187"
"0002","大型","20230404","1931.49","6.18","0.32","1925.31","244932180446047","783066711428","244149113734619","244932180446047","12681015749731","100","80847924245"
"0003","中型","20230404","2265.88","5.62","0.25","2260.26","108245210249652","268433082456","107976777167196","27197289007450","4777187911435","398","51012420853"
"0004","小型","20230404","3616.78","-7.91","-0.22","3624.69","35126452206096","-76852112034","35203304318130","2113504946215","971207658297","1662","27124625089"
"0028","TOPIX Core30","20230404","993.88","2.57","0.26","991.31","145950380080371","377062214123","145573317866248","486501266934569","146848873146703","30","40346275166"
"0029","TOPIX Large70","20230404","2038.52","8.36","0.41","2030.16","98981800365676","406004497305","98575795868371","141402571950966","48555772604454","70","40501649080"
"002A","TOPIX 100","20230404","1339.82","4.28","0.32","1335.54","244932180446047","783066711428","244149113734619","244932180446047","182809866242002","100","80847924245"
"002B","TOPIX Mid400","20230404","2153.35","5.34","0.25","2148.01","108245210249652","268433082456","107976777167196","27197289007450","50268229842507","398","51012420853"
"002C","TOPIX 500","20230404","1570.44","4.67","0.3","1565.77","353177390695699","1051499793884","352125890901815","70919154758172","224890124255508","498","131860345098"
"002D","TOPIX Small","20230404","2449.89","-5.36","-0.22","2455.25","35126452206096","-76852112034","35203304318130","2113504946215","14337965148495","1662","27124625089"
"002E","TOPIX 1000","20230404","1910.37","5.07","0.27","1905.3","376440500988369","998603567018","375441897421351","37795231022929","197051196952947","996","146941789183"
"002F","TOPIX Small500","20230404","1078.69","-2.46","-0.23","1081.15","23263110292670","-52896226866","23316006519536","4671307287685","21566020880005","498","15081444084"
"0040","水産・農林業","20230404","474.49","1.41","0.3","473.08","338725317777","1009815050","337715502727","4234066472217","71386663524","8","284499648"
