"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230622","2296.5","1.49","0.06","2295.01","439131221296237","285946236304","438845275059933","20367867407061","19121721616541","2156","158274687497"
"0002","大型","20230622","2224.17","2.82","0.13","2221.35","280753877433380","356360292233","280397517141147","280753877433380","12622863512280","100","80446306237"
"0003","中型","20230622","2531.76","1.02","0.04","2530.74","120654166265199","48768055347","120605398209852","30315117152060","4765619812550","398","51026844559"
"0004","小型","20230622","3898.57","-12.31","-0.31","3910.88","37723177597658","-119182111277","37842359708935","2275221809268","967616652388","1658","26801536701"
"0028","TOPIX Core30","20230622","1152.71","-0.34","-0.03","1153.05","168298673695426","-50026914988","168348700610415","560995578984755","146002654501381","30","40149578453"
"0029","TOPIX Large70","20230622","2322.75","8.4","0.36","2314.35","112455203737953","406387207221","112048816530732","160650291054219","48414710507584","70","40296727783"
"002A","TOPIX 100","20230622","1542.84","1.95","0.13","1540.89","280753877433380","356360292233","280397517141147","280753877433380","181971542013107","100","80446306237"
"002B","TOPIX Mid400","20230622","2406.03","0.97","0.04","2405.06","120654166265199","48768055347","120605398209852","30315117152060","50146503868065","398","51026844559"
"002C","TOPIX 500","20230622","1791.94","1.81","0.1","1790.13","401408043698579","405128347581","401002915350998","80604024839072","224007272100365","498","131473150796"
"002D","TOPIX Small","20230622","2640.76","-8.35","-0.32","2649.11","37723177597658","-119182111277","37842359708935","2275221809268","14284951030318","1658","26801536701"
"002E","TOPIX 1000","20230622","2171.47","2.13","0.1","2169.34","426039879439649","417755042418","425622124397230","42861154873204","196198772695312","994","146417166544"
"002F","TOPIX Small500","20230622","1154.3","0.6","0.05","1153.7","24631835741070","12626694838","24619209046232","4966095915538","21339263559488","496","14944015748"
"0040","水産・農林業","20230622","512.22","-0.54","-0.11","512.76","365316307464","-387030995","365703338459","4566453843303","71320558945","8","284170158"
"0041","鉱業","20230622","471.28","5.52","1.19","465.76","1301943262510","15257951048","1286685311462","21699054375166","276257918095","6","762237128"
"0042","建設業","20230622","1403.25","16.55","1.19","1386.7","8756794831930","103274877321","8653519954609","9121661283261","624037632930","96","4530090436"
"0043","食料品","20230622","2067.43","-4.08","-0.2","2071.51","15032712659020","-29678679795","15062391338814","17685544304729","727121182632","85","4320891955"
"0044","繊維製品","20230622","669.45","-0.17","-0.03","669.62","1872511922018","-461348677","1872973270696","4801312620560","279708772244","39","1651777842"
"0045","パルプ・紙","20230622","486.22","4.84","1.01","481.38","735110456413","7314792079","727795664334","6125920470110","151189548959","12","939587497"
"0046","化学","20230622","2344.51","-16.64","-0.7","2361.15","26265966827088","-186433193301","26452400020389","17628165655764","11203192729642","149","9987854812"
"0047","医薬品","20230622","3721.96","-14.91","-0.4","3736.87","23252128642195","-93129058578","23345257700773","64589246228319","6247279393845","36","6151185521"
"0048","石油・石炭製品","20230622","1118.98","-1.88","-0.17","1120.86","1808628159560","-3045687255","1811673846814","20095868439553","161631873689","9","2655094112"
"0049","ゴム製品","20230622","4199.27","4.18","0.1","4195.09","3348234748337","3327147622","3344907600716","30438497712157","79733811605","11","815403955"
"004A","ガラス・土石製品","20230622","1212.17","-1.27","-0.1","1213.44","2958697203061","-3107244523","2961804447584","9245928759566","244082759540","32","1043450315"
"004B","鉄鋼","20230622","656.75","2.46","0.38","654.29","3752010482664","14069801282","3737940681381","12103259621496","571299102800","31","1659208728"
"004C","非鉄金属","20230622","1116.81","1.46","0.13","1115.35","2898352596858","3779244984","2894573351874","12601533029818","259521139624","23","1346235412"
"004D","金属製品","20230622","1242.43","-9.52","-0.76","1251.95","2257450263215","-17300348064","2274750611280","5374881579084","181696558217","42","1284196054"
"004E","機械","20230622","2728.27","-21.93","-0.8","2750.2","24555051513922","-197366783212","24752418297134","17414930151718","900023901326","141","5906053235"
"004F","電気機器","20230622","4135.94","-56.05","-1.34","4191.99","80192050114611","-1086655295509","81278705410120","51405160329879","1938906491703","156","14832401070"
"0050","輸送用機器","20230622","3849.91","27.49","0.72","3822.42","34233476104935","244450073250","33989026031684","60058730008657","889202194985","57","14294328091"
"0051","精密機器","20230622","11067.5","-90.33","-0.81","11157.83","11378490364103","-92869222208","11471359586311","34480273830616","102809921858","33","2681806554"
"0052","その他製品","20230622","4206.33","46.46","1.12","4159.87","10166588330631","112302078470","10054286252161","20333176661261","241697391432","50","2495848248"
"0053","電気・ガス業","20230622","430.02","5.93","1.4","424.09","5574619656842","76878676802","5497740980040","25339180258371","1296351700868","22","4333875419"
"0054","陸運業","20230622","2117.56","15.88","0.76","2101.68","12889320163524","96718708457","12792601455067","30688857532200","608685957843","42","3344802403"
"0055","海運業","20230622","1109.65","9.45","0.86","1100.2","2293646462875","19520639761","2274125823113","28670580785931","206700204527","8","777806751"
"0056","空運業","20230622","260.43","0.48","0.18","259.95","2218586641128","4081822185","2214504818943","73952888037592","851902009419","3","693096319"
"0057","倉庫・運輸関連業","20230622","2431.64","17.1","0.71","2414.54","609978176534","4288286258","605689890276","2772628075156","25085076339","22","261975872"
"0058","情報・通信業","20230622","5297.16","-11.91","-0.22","5309.07","36231314671443","-81429878639","36312744550082","15417580711252","683975799199","235","13198178864"
"0059","卸売業","20230622","3305.53","53.52","1.65","3252.01","31380187491976","508049593489","30872137898487","18034590512630","9493244995208","174","7824051924"
"005A","小売業","20230622","1552.5","-7.11","-0.46","1559.61","18827085244878","-86206471322","18913291716200","9556896063390","12126917776793","197","6535398163"
"005B","銀行業","20230622","216.5","5.14","2.43","211.36","26283730146206","623592572555","25660137573650","33270544488868","121404684098225","79","19437519885"
"005C","証券、商品先物取引業","20230622","400.42","3.56","0.9","396.86","3118813291040","27739944705","3091073346335","13560057787133","7788844143601","23","4378975666"
"005D","保険業","20230622","1585.78","25.77","1.65","1560.01","10134153238000","164652248710","9969500989290","126676915474998","6390646083139","8","3004552190"
"005E","その他金融業","20230622","832.04","19.86","2.45","812.18","5005930760868","119486125574","4886444635294","18540484299510","6016452131605","27","2701222927"
"005F","不動産業","20230622","1586.32","7.7","0.49","1578.62","8134810391935","39489460931","8095320931004","10846413855913","512811013202","75","4842330163"
