"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230724","2281.18","18.98","0.84","2262.2","435819709481493","3626997004438","432192712477054","20214272239401","19105011385046","2156","199637495273"
"0002","大型","20230724","2202.74","17.46","0.8","2185.28","277859263317745","2201381909549","275657881408196","277859263317745","12614281427432","100","121654769453"
"0003","中型","20230724","2528.37","22.76","0.91","2505.61","120340157522159","1083399730888","119256757791272","30236220482955","4759587056426","398","51151823385"
"0004","小型","20230724","3892.07","35.41","0.92","3856.66","37620288641588","342215364002","37278073277586","2269016202750","966589370132","1658","26830902435"
"0028","TOPIX Core30","20230724","1142.45","8.32","0.73","1134.13","166656230649534","1213687068712","165442543580822","555520768831780","145876260800309","30","81369433537"
"0029","TOPIX Large70","20230724","2297.8","20.4","0.9","2277.4","111203032668211","987694840837","110215337827374","158861475240302","48395339273712","70","40285335916"
"002A","TOPIX 100","20230724","1527.98","12.11","0.8","1515.87","277859263317745","2201381909549","275657881408196","277859263317745","181847822445678","100","121654769453"
"002B","TOPIX Mid400","20230724","2402.81","21.63","0.91","2381.18","120340157522159","1083399730888","119256757791272","30236220482955","50083023850736","398","51151823385"
"002C","TOPIX 500","20230724","1779.14","14.68","0.83","1764.46","398199420839905","3284781640437","394914639199468","79959723060222","223815682931697","498","172806592838"
"002D","TOPIX Small","20230724","2636.36","23.98","0.92","2612.38","37620288641588","342215364002","37278073277586","2269016202750","14269785234353","1658","26830902435"
"002E","TOPIX 1000","20230724","2157.18","17.77","0.83","2139.41","422834879100052","3481680004414","419353199095638","42581558821757","196013230890296","993","187756189917"
"002F","TOPIX Small500","20230724","1157.24","9.25","0.81","1147.99","24635458260147","196898363977","24438559896170","4976860254575","21288067634338","495","14949597079"
"0040","水産・農林業","20230724","506.09","2.32","0.46","503.77","360947913272","1658611061","359289302212","4511848915906","71320558945","8","284170158"
"0041","鉱業","20230724","517.46","5.95","1.16","511.51","1429530646816","16450176118","1413080470699","23825510780270","276257918095","6","762237128"
"0042","建設業","20230724","1435.03","17.36","1.22","1417.67","8915924901940","107828520129","8808096381811","9287421772854","621306842581","96","4512931434"
