"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230621","2295.01","11.16","0.49","2283.85","438845275059933","2133348260661","436711926799273","20354604594617","19121721616541","2156","158274687497"
"0002","大型","20230621","2221.35","8.61","0.39","2212.74","280397517141147","1086493527049","279311023614098","280397517141147","12622863512280","100","80446306237"
"0003","中型","20230621","2530.74","17.84","0.71","2512.9","120605398209852","850095262478","119755302947374","30302863871822","4765619812550","398","51026844559"
"0004","小型","20230621","3910.88","20.33","0.52","3890.55","37842359708935","196759471135","37645600237801","2282410115135","967616652388","1658","26801536701"
"0028","TOPIX Core30","20230621","1153.05","1.69","0.15","1151.36","168348700610415","246482030221","168102218580194","561162335368049","146002654501381","30","40149578453"
"0029","TOPIX Large70","20230621","2314.35","17.35","0.76","2297","112048816530732","840011496828","111208805033904","160069737901045","48414710507584","70","40296727783"
"002A","TOPIX 100","20230621","1540.89","5.97","0.39","1534.92","280397517141147","1086493527049","279311023614098","280397517141147","181971542013107","100","80446306237"
"002B","TOPIX Mid400","20230621","2405.06","16.95","0.71","2388.11","120605398209852","850095262478","119755302947374","30302863871822","50146503868065","398","51026844559"
"002C","TOPIX 500","20230621","1790.13","8.64","0.48","1781.49","401002915350998","1936588789526","399066326561472","80522673765261","224007272100365","498","131473150796"
"002D","TOPIX Small","20230621","2649.11","13.78","0.52","2635.33","37842359708935","196759471135","37645600237801","2282410115135","14284951030318","1658","26801536701"
"002E","TOPIX 1000","20230621","2169.34","10.56","0.49","2158.78","425622124397230","2072369520810","423549754876421","42819127202941","196198772695312","994","146417166544"
"002F","TOPIX Small500","20230621","1153.7","6.36","0.55","1147.34","24619209046232","135780731284","24483428314949","4963550210934","21339263559488","496","14944015748"
"0040","水産・農林業","20230621","512.76","8.8","1.75","503.96","365703338459","6275324388","359428014071","4571291730742","71320558945","8","284170158"
"0041","鉱業","20230621","465.76","2.25","0.49","463.51","1286685311462","6194073972","1280491237490","21444755191027","276257918095","6","762237128"
"0042","建設業","20230621","1386.7","22.48","1.65","1364.22","8653519954609","140269010095","8513250944514","9014083286051","624037632930","96","4530090436"
"0043","食料品","20230621","2071.51","12.6","0.61","2058.91","15062391338814","91649511326","14970741827488","17720460398605","727121182632","85","4320891955"
"0044","繊維製品","20230621","669.62","1.98","0.3","667.64","1872973270696","5514318040","1867458952655","4802495565886","279708772244","39","1651777842"
"0045","パルプ・紙","20230621","481.38","2.65","0.55","478.73","727795664334","4009767411","723785896923","6064963869452","151189548959","12","939587497"
"0046","化学","20230621","2361.15","-0.28","-0.01","2361.43","26452400020389","-3105282210","26455505302599","17753288604288","11203192729642","149","9987854812"
"0047","医薬品","20230621","3736.87","-9.19","-0.25","3746.06","23345257700773","-57396851407","23402654552180","64847938057702","6247279393845","36","6151185521"
"0048","石油・石炭製品","20230621","1120.86","-0.51","-0.05","1121.37","1811673846814","-819113429","1812492960244","20129709409048","161631873689","9","2655094112"
"0049","ゴム製品","20230621","4195.09","41.48","1","4153.61","3344907600716","33079381534","3311828219182","30408250915598","79733811605","11","815403955"
