"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230310","2031.58","-39.51","-1.91","2071.09","390318666294012","-7591361721227","397910028015239","18070308624723","19212575043242","2160","156523112671"
"0002","大型","20230310","1937.07","-41.9","-2.12","1978.97","245852191890788","-5317090401096","251169282291885","245852191890788","12691933671577","100","78698057073"
"0003","中型","20230310","2275.74","-35","-1.51","2310.74","108776220941301","-1672845851213","110449066792514","27330708779221","4779819616450","398","50696754228"
"0004","小型","20230310","3669.71","-61.84","-1.66","3731.55","35690253461923","-601425468917","36291678930840","2147428006133","972563357799","1662","27128301370"
"0028","TOPIX Core30","20230310","995.8","-24.06","-2.36","1019.86","146328939153230","-3534898885109","149863838038338","487763130510766","146945764951332","30","38856025871"
"0029","TOPIX Large70","20230310","2047.3","-36.66","-1.76","2083.96","99523252737559","-1782191515988","101305444253546","142176075339369","48611982141852","70","39842031202"
"002A","TOPIX 100","20230310","1343.7","-29.06","-2.12","1372.76","245852191890788","-5317090401096","251169282291885","245852191890788","182967259298811","100","78698057073"
"002B","TOPIX Mid400","20230310","2162.72","-33.26","-1.51","2195.98","108776220941301","-1672845851213","110449066792514","27330708779221","50295922107288","398","50696754228"
"002C","TOPIX 500","20230310","1575.69","-31.06","-1.93","1606.75","354628412832090","-6989936252309","361618349084399","71210524665078","225062341307281","498","129394811301"
"002D","TOPIX Small","20230310","2485.74","-41.89","-1.66","2527.63","35690253461923","-601425468917","36291678930840","2147428006133","14357979377220","1662","27128301370"
"002E","TOPIX 1000","20230310","1918.32","-37.38","-1.91","1955.7","378292187071164","-7370511697115","385662698768279","37981143280237","197199555179495","996","144465922622"
"002F","TOPIX Small500","20230310","1096.66","-17.64","-1.58","1114.3","23663774239075","-380575444805","24044349683880","4751761895397","21578062741679","498","15071111321"
"0040","水産・農林業","20230310","485.42","-5.37","-1.09","490.79","346523573899","-3832881571","350356455471","4331544673743","71386663524","8","284499648"
"0041","鉱業","20230310","440.55","-5.86","-1.31","446.41","1218152022062","-16225971385","1234377993448","20302533701040","276509255750","6","765476235"
"0042","建設業","20230310","1249.03","-8.26","-0.66","1257.29","7882070076201","-52098895830","7934168972030","8210489662709","631055453179","96","4562150882"
"0043","食料品","20230310","1851.37","-10.03","-0.54","1861.4","13493941812065","-73101971961","13567043784026","15875225661253","728863687347","85","4254794668"
"0044","繊維製品","20230310","665.24","-7.45","-1.11","672.69","1871728109833","-20976399879","1892704509712","4799302845726","281363170727","39","1674869980"
"0045","パルプ・紙","20230310","467.51","0.74","0.16","466.77","708724801454","1116417296","707608384158","5906040012118","151596011460","12","942801682"
"0046","化学","20230310","2147.78","-25.31","-1.16","2173.09","24073789449190","-283731828594","24357521277784","16266073952155","11208681109414","148","9112687373"
"0047","医薬品","20230310","3358.82","-47.65","-1.4","3406.47","20927448744901","-296872458875","21224321203776","58131802069170","6230587850886","36","6172504570"
"0048","石油・石炭製品","20230310","1120.13","-13.93","-1.23","1134.06","1881833993382","-23405792586","1905239785967","20909266593128","168001590012","9","2804227317"
"0049","ゴム製品","20230310","3763.33","6.5","0.17","3756.83","3001713756885","5186015911","2996527740974","27288306880771","79762165918","11","816459034"
