"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20231113","2336.62","-0.1","0","2336.72","444493210776634","-19299081144","444512509857778","20616568217840","19022939050857","2156","203019766591"
"0002","大型","20231113","2260.99","0.47","0.02","2260.52","285591148133944","58765846875","285532382287069","285591148133944","12631252303032","100","121466254628"
"0003","中型","20231113","2577.59","1.26","0.05","2576.33","122101364182032","59731794957","122041632387075","30525341045508","4737029485566","400","55340885799"
"0004","小型","20231113","3982.59","-14.91","-0.37","3997.5","36800698460659","-137796722976","36938495183634","2222264399798","924040283936","1656","26212626163"
"0028","TOPIX Core30","20231113","1178.17","0.79","0.07","1177.38","171729501911609","115111891079","171614390020530","572431673038697","145759883240816","30","81307603287"
"0029","TOPIX Large70","20231113","2341.9","-1.16","-0.05","2343.06","113861646222334","-56346044204","113917992266539","162659494603335","48619282588195","70","40158651342"
"002A","TOPIX 100","20231113","1568.39","0.33","0.02","1568.06","285591148133944","58765846875","285532382287069","285591148133944","182092475047613","100","121466254628"
"002B","TOPIX Mid400","20231113","2449.59","1.2","0.05","2448.39","122101364182032","59731794957","122041632387075","30525341045508","49845660536231","400","55340885799"
"002C","TOPIX 500","20231113","1822.46","0.53","0.03","1821.93","407692512315975","118497641832","407574014674143","81538502463195","223703938843425","500","176807140428"
"002D","TOPIX Small","20231113","2697.68","-10.1","-0.37","2707.78","36800698460659","-137796722976","36938495183634","2222264399798","13641631914350","1656","26212626163"
"002E","TOPIX 1000","20231113","2209.5","0.17","0.01","2209.33","432490450511029","32713972379","432457736538650","43249045051103","195741722119400","1000","191975109089"
"002F","TOPIX Small500","20231113","1183.25","-4.1","-0.35","1187.35","24797938195054","-85783669453","24883721864506","4959587639011","20957408644435","500","15167968661"
"0040","水産・農林業","20231113","530.66","-0.6","-0.11","531.26","375043886305","-421392873","375465279178","4688048578816","70674613081","8","282121551"
"0041","鉱業","20231113","586.53","-2.54","-0.43","589.07","1625599609475","-7052466174","1632652075650","27093326824588","277156114784","6","760727508"
"0042","建設業","20231113","1510.86","-9.82","-0.65","1520.68","9437820748867","-61292673142","9499113422009","9934548156702","624663758408","95","4519980968"
"0043","食料品","20231113","2227.29","19.41","0.88","2207.88","15872950055358","138356433683","15734593621675","18456918669021","712657070476","86","4267636069"
"0044","繊維製品","20231113","663.76","-1.18","-0.18","664.94","1856578421222","-3310584985","1859889006207","4760457490312","279705975611","39","1615851537"
"0045","パルプ・紙","20231113","513.71","2.68","0.52","511.03","762412273350","3969760632","758442512718","6931020666820","148413027060","11","920531796"
"0046","化学","20231113","2308.57","-29.53","-1.26","2338.1","26313972792712","-336600514622","26650573307333","17426472048153","11398392262994","151","10286483054"
"0047","医薬品","20231113","3430.42","-0.92","-0.03","3431.34","21198017024234","-5672748936","21203689773170","58883380622871","6179420043282","36","6063487376"
"0048","石油・石炭製品","20231113","1324.64","8.22","0.62","1316.42","1989611767837","12355957277","1977255810559","22106797420406","150199928633","9","2516751840"
"0049","ゴム製品","20231113","4281.31","73.08","1.74","4208.23","3144780330694","53677891786","3091102438908","28588912097221","73453686952","11","761965296"
"004A","ガラス・土石製品","20231113","1257.14","-3","-0.24","1260.14","3067402287532","-7324203731","3074726491263","9585632148536","243998013878","32","1078792763"
"004B","鉄鋼","20231113","739.08","4.37","0.59","734.71","4273870030499","25223033572","4248646996927","13786677517737","578272363119","31","1661561922"
"004C","非鉄金属","20231113","1113.54","9.84","0.89","1103.7","3010475996859","26593268265","2983882728594","13089026073300","270352514205","23","1388486105"
"004D","金属製品","20231113","1284.67","5.57","0.44","1279.1","2329291700360","10111606444","2319180093916","5545932619906","181314107829","42","1288015408"
"004E","機械","20231113","2599.39","0.85","0.03","2598.54","23149808148614","7549245991","23142258902624","16418303651500","890586875340","141","5940336374"
"004F","電気機器","20231113","3961.95","-11.11","-0.28","3973.06","75019067572953","-210296415949","75229363988902","48089145880098","1893486402932","156","15980292682"
"0050","輸送用機器","20231113","4431.95","-0.27","-0.01","4432.22","39500881152139","-2397154752","39503278306891","69299791494980","891274750943","57","17287811260"
"0051","精密機器","20231113","9997.06","63.82","0.64","9933.24","9817010613398","62663843393","9754346770005","29748517010297","98199019348","33","2600401928"
"0052","その他製品","20231113","4361.07","49.47","1.15","4311.6","10406696667770","118048862750","10288647805020","20813393335540","238627060211","50","2441351756"
"0053","電気・ガス業","20231113","472.76","5.14","1.1","467.62","6224654631872","67573130528","6157081501344","28293884690327","1316671424562","22","4413527249"
"0054","陸運業","20231113","2054.74","-1.76","-0.09","2056.5","12493489317397","-10732446752","12504221764149","29746403136660","608033064841","42","3746970979"
"0055","海運業","20231113","1350.79","-12.13","-0.89","1362.92","3152727876507","-28316238195","3181044114702","39409098456334","233398894529","8","866414682"
"0056","空運業","20231113","239.62","-1.21","-0.5","240.83","2040401254579","-10286791030","2050688045609","68013375152625","851508784012","3","692519598"
"0057","倉庫・運輸関連業","20231113","2560.49","60.27","2.41","2500.22","656992279357","15463476698","641528802659","2986328542533","25658897116","22","249925785"
"0058","情報・通信業","20231113","5227.4","-5.44","-0.1","5232.84","34280482357309","-35621886204","34316104243513","14525628117504","655784093559","236","51032878953"
"0059","卸売業","20231113","3264.03","-8.17","-0.25","3272.2","32431373954636","-81147514008","32512521468644","18638720663584","9935984106605","174","8124231808"
"005A","小売業","20231113","1605.3","4.4","0.27","1600.9","19052980689732","52280505523","19000700184209","9770759328068","11868767172185","195","6479975464"
"005B","銀行業","20231113","257.79","1.34","0.52","256.45","32067385772850","166495820812","31900889952038","41112033042115","124394275850978","78","20165238598"
"005C","証券、商品先物取引業","20231113","467.42","1.55","0.33","465.87","3564016255902","11796368498","3552219887404","15495722851749","7624908143645","23","4218114677"
"005D","保険業","20231113","1708.08","22.45","1.33","1685.63","10969178028038","144207874171","10824970153867","121879755867088","6421923006392","9","3020399166"
"005E","その他金融業","20231113","890.06","-4.21","-0.47","894.27","5182871192330","-24530939589","5207402131920","19195819230853","5823065075552","27","2660763246"
"005F","不動産業","20231113","1694.85","1.7","0.1","1693.15","8671823642946","8709020367","8663114622579","11562431523928","511656997798","75","4787259662"
"0060","サービス業","20231113","2590.28","-15.05","-0.58","2605.33","20553542443000","-119371210593","20672913653594","9134907752445","793486795472","225","10898959530"
"0070","東証グロース市場250指数","20231113","678.06","-1.1","-0.16","679.16","2183269788589","-3514243919","2186784032508","846228600228","3219857857178","258","2967626522"
"0075","REIT","20231113","1808.01","-5.32","-0.29","1813.33","14260918566697","-41931378515","14302849945212","24587790632236","7887616033968","58","8741516328"
"0080","TOPIX-17 食品","20231113","381.28","3.24","0.86","378.04","16247993941664","137935040811","16110058900853","17285099937940","4261423219191","94","4549757620"
"0081","TOPIX-17 エネルギー資源","20231113","178.89","0.26","0.15","178.63","3615211377312","5303491103","3609907886209","24101409182079","2020900045950","15","3277479348"
"0082","TOPIX-17 建設・資材","20231113","298.42","-1.18","-0.39","299.6","14834514736759","-58505270429","14893020007188","8777819370863","4971005289787","169","6886789139"
"0083","TOPIX-17 素材・化学","20231113","294.44","-3.42","-1.15","297.86","28932963487284","-335941338975","29268904826258","14394509197654","9826547991484","201","12822866387"
"0084","TOPIX-17 医薬品","20231113","265.19","-0.07","-0.03","265.26","21198017024234","-5672748936","21203689773170","58883380622871","7993463117423","36","6063487376"
"0085","TOPIX-17 自動車・輸送機","20231113","327.8","0.39","0.12","327.41","42645661482833","51280737034","42594380745799","62714208062990","13009611784214","68","18049776555"
"0086","TOPIX-17 鉄鋼・非鉄","20231113","267.59","1.9","0.72","265.69","7284346027358","51816301837","7232529725521","13489529680292","2722173145784","54","3050048028"
"0087","TOPIX-17 機械","20231113","512.27","0.17","0.03","512.1","23149808148614","7549245991","23142258902624","16418303651500","4519047073900","141","5940336374"
"0088","TOPIX-17 電機・精密","20231113","314.76","-0.55","-0.17","315.31","84836078186351","-147632572556","84983710758907","44886813855212","26952240954700","189","18580694610"
"0089","TOPIX-17 情報通信・サービスその他","20231113","310.47","-0.17","-0.05","310.64","65240721468080","-36944234047","65277665702127","12767264475162","21013666003500","511","64373190239"
"008A","TOPIX-17 電力・ガス","20231113","78.29","0.85","1.1","77.44","6224654631872","67573130528","6157081501344","28293884690327","7950825201016","22","4413527249"
"008B","TOPIX-17 運輸・物流","20231113","190.94","-0.35","-0.18","191.29","18343610727840","-33871999278","18377482727118","24458147637120","9606941308505","75","5555831044"
"008C","TOPIX-17 商社・卸売","20231113","793.09","-1.99","-0.25","795.08","32431373954636","-81147514008","32512521468644","18638720663584","4089234099320","174","8124231808"
"008D","TOPIX-17 小売","20231113","278.87","0.77","0.28","278.1","19052980689732","52280505523","19000700184209","9770759328068","6832207778405","195","6479975464"
"008E","TOPIX-17 銀行","20231113","165.78","0.86","0.52","164.92","32067385772850","166495820812","31900889952038","41112033042115","19342781547223","78","20165238598"
"008F","TOPIX-17 金融（除く銀行）","20231113","198.46","1.32","0.67","197.14","19716065476271","131473303079","19584592173191","33417060129272","9934369945397","59","9899277090"
"0090","TOPIX-17 不動産","20231113","354.51","0.36","0.1","354.15","8671823642946","8709020367","8663114622579","11562431523928","2446162411234","75","4787259662"
"0099","東証インフラファンド指数","20231113","1142.52","-3.47","-0.3","1145.99","143346997152","-434943938","143781941090","2866939943040","125465508620","5","147515306"
"0503","JPXプライム150指数","20231113","1029.44","-0.86","-0.08","1030.3","225515177907067","-186871231654","225702049138721","150343451938044","219064921879419","150","86678006695"
"1000","TOPIX レバレッジ（2倍）指数","20231113","68604.9","0","0","68604.9","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20231113","2081.26","0","0","2081.26","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20231113","288.96","0","0","288.96","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20231113","31579","6.31","0.02","31572.69","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20231113","3400.93","-0.34","-0.01","3401.27","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20231113","825.79","-0.17","-0.02","825.96","0","0","0","0","0","-","0"
"1006","東証REIT インバース（-1倍）指数","20231113","8047.55","23.27","0.29","8024.28","0","0","0","0","0","-","0"
"1007","東証REIT レバレッジ（2倍）指数","20231113","7736.24","-45.13","-0.58","7781.37","0","0","0","0","0","-","0"
"1008","東証REIT ダブルインバース（-2倍）指数","20231113","5155.98","29.73","0.58","5126.25","0","0","0","0","0","-","0"
"5000","東証プライム市場指数","20231113","1202.59","-0.04","0","1202.63","443350282106365","-14219620840","443364501727205","26772360030578","368663528435716","1656","200330062892"
"5001","東証スタンダード市場指数","20231113","1122.85","-1.31","-0.12","1124.16","9942871391077","-11621471192","9954492862268","616421040984","8855021504076","1613","13068418006"
