"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20231107","2332.91","-27.55","-1.17","2360.46","443788687244783","-5241057528232","449029744773015","20583890874062","19022938692531","2156","203019762528"
"0002","大型","20231107","2257.42","-23.53","-1.03","2280.95","285140222580567","-2972670283607","288112892864174","285140222580567","12631252303032","100","121466254628"
"0003","中型","20231107","2569.18","-42.05","-1.61","2611.23","121702649712022","-1992016706325","123694666418347","30425662428006","4737029485566","400","55340885799"
"0004","小型","20231107","3998.29","-29.91","-0.74","4028.2","36945814952194","-276370538300","37222185490493","2231027472959","924040073884","1656","26212622101"
"0028","TOPIX Core30","20231107","1179.83","-9.06","-0.76","1188.89","171972530320233","-1319517726897","173292048047129","573241767734109","145759883240816","30","81307603287"
"0029","TOPIX Large70","20231107","2327.63","-34","-1.44","2361.63","113167692260335","-1653152556711","114820844817045","161668131800478","48619282588195","70","40158651342"
"002A","TOPIX 100","20231107","1565.91","-16.32","-1.03","1582.23","285140222580567","-2972670283607","288112892864174","285140222580567","182092475047613","100","121466254628"
"002B","TOPIX Mid400","20231107","2441.59","-39.96","-1.61","2481.55","121702649712022","-1992016706325","123694666418347","30425662428006","49845660536231","400","55340885799"
"002C","TOPIX 500","20231107","1818.67","-22.19","-1.21","1840.86","406842872292590","-4964686989932","411807559282521","81368574458518","223703938843425","500","176807140428"
"002D","TOPIX Small","20231107","2708.31","-20.26","-0.74","2728.57","36945814952194","-276370538300","37222185490493","2231027472959","13641628813335","1656","26212622101"
"002E","TOPIX 1000","20231107","2205.58","-26.56","-1.19","2232.14","431723771550587","-5199937352856","436923708903444","43172377155059","195741718376859","1000","191975105075"
"002F","TOPIX Small500","20231107","1187.21","-11.23","-0.94","1198.44","24880899257998","-235250362925","25116149620923","4976179851600","20957401664533","500","15167964647"
"0040","水産・農林業","20231107","522.14","6.15","1.19","515.99","369023679356","4353264938","364670414419","4612795991951","70674613081","8","282121551"
"0041","鉱業","20231107","608.47","-10.87","-1.76","619.34","1686421251538","-30125306986","1716546558523","28107020858963","277156114784","6","760727508"
"0042","建設業","20231107","1512.47","-30.8","-2","1543.27","9447833844781","-192429824621","9640263669402","9945088257664","624663758408","95","4519980968"
"0043","食料品","20231107","2181.65","-41.13","-1.85","2222.78","15547687565415","-293088754495","15840776319910","18078706471413","712657070476","86","4267636069"
"0044","繊維製品","20231107","662.93","-1.88","-0.28","664.81","1854243613423","-5261768737","1859505382160","4754470803648","279705975611","39","1615851537"
"0045","パルプ・紙","20231107","529.77","-16.12","-2.95","545.89","786249755657","-23919078297","810168833954","7147725051431","148413027060","11","920531796"
"0046","化学","20231107","2334.9","-15.74","-0.67","2350.64","26614056793224","-179495393346","26793552186570","17625203174320","11398392262994","151","10286483054"
"0047","医薬品","20231107","3410.51","-18.44","-0.54","3428.95","21074950551703","-113961557537","21188912109240","58541529310287","6179420043282","36","6063487376"
