"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20240126","2","2466","203","595","120","4.14","553","-10","595","120","1913","213","-","-"
"2972","20240126","1","4795","126","-","-","-","716","-36","-","-","4079","162","-","-"
"2979","20240126","2","4307","-92","44","26","97.89","3853","-156","44","26","454","64","-","-"
"2989","20240126","1","4512","549","371","371","12.16","804","421","-","-","3708","128","371","371"
"3226","20240126","2","181","1","54","-12","3.35","126","3","54","2","55","-2","-","-14"
"3234","20240126","2","1565","70","222","-13","7.05","312","61","222","-13","1253","9","-","-"
"3249","20240126","2","1586","207","136","15","11.66","581","19","136","15","1005","188","-","-"
"3269","20240126","2","372","8","225","33","1.65","163","-12","214","33","209","20","11","-"
"3279","20240126","2","600","-119","76","-8","7.89","181","-94","76","-8","419","-25","-","-"
"3281","20240126","2","2409","787","95","-73","25.36","566","196","64","-33","1843","591","31","-40"
"3282","20240126","2","239","-54","19","-1","12.58","123","-59","19","-1","116","5","-","-"
"3283","20240126","2","509","107","507","26","1","350","102","488","26","159","5","19","-"
"3287","20240126","2","1111","47","12","4","92.58","805","34","11","4","306","13","1","-"
"3290","20240126","2","1727","107","226","2","7.64","1238","106","226","2","489","1","-","-"
"3292","20240126","2","2182","-346","311","221","7.02","693","-210","95","9","1489","-136","216","212"
"3295","20240126","2","758","-11","33","-28","22.97","312","-32","33","-28","446","21","-","-"
"3296","20240126","2","982","38","24","-2","40.92","226","-70","22","-2","756","108","2","-"
"3309","20240126","2","3203","-77","662","-3","4.84","430","-65","654","-4","2773","-12","8","1"
"3451","20240126","1","1471","71","-","-","-","431","-58","-","-","1040","129","-","-"
"3455","20240126","2","1129","123","327","264","3.45","543","138","213","164","586","-15","114","100"
"3459","20240126","2","1923","-5","118","95","16.3","1092","-15","34","11","831","10","84","84"
"3462","20240126","2","1215","-281","203","-10","5.99","821","-55","121","-12","394","-226","82","2"
"3463","20240126","1","3849","643","188","136","20.47","1919","243","-","-","1930","400","188","136"
"3466","20240126","2","480","33","317","43","1.51","125","-5","55","-30","355","38","262","73"
"3468","20240126","2","7350","2029","2021","1693","3.64","2734","1057","1724","1446","4616","972","297","247"
"3470","20240126","1","1588","-225","-","-","-","610","-250","-","-","978","25","-","-"
"3471","20240126","2","218","-27","73","64","2.99","119","-24","12","3","99","-3","61","61"
"3472","20240126","1","2087","388","-","-","-","1278","549","-","-","809","-161","-","-"
"3476","20240126","2","20743","248","23","-42","901.87","5603","-458","22","-2","15140","706","1","-40"
"3481","20240126","2","464","99","21","2","22.1","124","-38","21","2","340","137","-","-"
"3487","20240126","2","2594","472","9","-36","288.22","2118","427","9","-36","476","45","-","-"
"3488","20240126","1","3125","-184","-","-2","-","2004","-205","-","-","1121","21","-","-2"
"3492","20240126","2","7398","-210","1178","117","6.28","1665","-412","1174","117","5733","202","4","-"
"3493","20240126","2","456","-330","5","3","91.2","187","-320","5","3","269","-10","-","-"
"8951","20240126","2","766","291","166","-46","4.61","509","274","135","-48","257","17","31","2"
"8952","20240126","2","632","166","83","-52","7.61","203","19","74","-52","429","147","9","-"
"8953","20240126","2","3723","699","719","-350","5.18","509","49","670","-350","3214","650","49","-"
"8954","20240126","2","813","-66","65","13","12.51","486","-44","48","13","327","-22","17","-"
"8955","20240126","2","229","13","17","-3","13.47","95","5","11","-3","134","8","6","-"
"8956","20240126","2","1956","-67","149","-34","13.13","559","-83","149","-32","1397","16","-","-2"
"8957","20240126","2","340","-213","336","138","1.01","170","-155","237","40","170","-58","99","98"
"8958","20240126","2","3603","87","13","-2","277.15","1056","42","13","-2","2547","45","-","-"
"8960","20240126","2","2121","277","59","-29","35.95","529","24","42","-29","1592","253","17","-"
"8961","20240126","2","1719","-533","42","19","40.93","752","-558","41","18","967","25","1","1"
"8963","20240126","2","64547","-1243","1049","40","61.53","22352","-1718","898","40","42195","475","151","-"
"8964","20240126","2","786","-7","45","-57","17.47","239","-72","4","-57","547","65","41","-"
"8966","20240126","2","6959","75","83","15","83.84","5114","-155","82","15","1845","230","1","-"
"8967","20240126","2","141","3","341","122","0.41","75","7","240","29","66","-4","101","93"
"8968","20240126","2","717","31","1157","54","0.62","189","23","641","28","528","8","516","26"
"8972","20240126","2","2259","79","80","-49","28.24","1960","29","77","-52","299","50","3","3"
"8975","20240126","2","2418","-86","-","-","-","860","-360","-","-","1558","274","-","-"
"8976","20240126","2","320","177","2","-3","160","256","161","1","-3","64","16","1","-"
"8977","20240126","2","738","-94","596","59","1.24","148","-75","591","59","590","-19","5","-"
"8979","20240126","1","565","-32","44","-","12.84","188","-62","-","-","377","30","44","-"
"8984","20240126","2","2457","676","158","-153","15.55","821","105","140","-151","1636","571","18","-2"
"8985","20240126","2","17329","1405","451","96","38.42","7241","-1917","390","96","10088","3322","61","-"
"8986","20240126","2","1014","40","34","8","29.82","547","13","34","8","467","27","-","-"
"8987","20240126","2","1923","377","158","-17","12.17","528","59","158","-17","1395","318","-","-"
