"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230317","2","4756","835","126","67","37.75","2155","577","126","67","2601","258","-","-"
"2972","20230317","1","13816","429","1","-","13816","9483","534","-","-","4333","-105","1","-"
"2979","20230317","2","623","-62","8","-6","77.88","427","-59","8","-6","196","-3","-","-"
"2989","20230317","1","7635","1289","-","-","-","4912","355","-","-","2723","934","-","-"
"3226","20230317","2","131","44","45","-43","2.91","102","42","45","-43","29","2","-","-"
"3234","20230317","2","758","48","318","-148","2.38","215","12","247","-148","543","36","71","-"
"3249","20230317","2","1603","321","957","914","1.68","672","-42","928","885","931","363","29","29"
"3269","20230317","2","614","99","55","17","11.16","284","94","48","17","330","5","7","-"
"3278","20230317","2","109","-18","76","11","1.43","78","-8","74","11","31","-10","2","-"
"3279","20230317","2","917","57","4","-17","229.25","345","49","4","-17","572","8","-","-"
"3281","20230317","2","676","-71","522","31","1.3","467","-46","450","31","209","-25","72","-"
"3282","20230317","2","93","13","739","19","0.13","84","18","416","17","9","-5","323","2"
"3283","20230317","2","285","-31","164","-26","1.74","202","-33","153","-26","83","2","11","-"
"3287","20230317","2","594","157","159","-33","3.74","420","127","158","-30","174","30","1","-3"
"3290","20230317","2","1242","-72","194","-53","6.4","687","-94","194","-53","555","22","-","-"
"3292","20230317","2","769","65","64","-83","12.02","357","47","60","17","412","18","4","-100"
"3295","20230317","2","682","-91","28","-188","24.36","297","13","27","-188","385","-104","1","-"
"3296","20230317","2","2551","232","31","2","82.29","1701","178","31","11","850","54","-","-9"
"3309","20230317","2","6520","543","129","-180","50.54","2603","275","126","-180","3917","268","3","-"
"3451","20230317","1","2184","163","-","-","-","1217","123","-","-","967","40","-","-"
"3453","20230317","2","2130","446","67","-31","31.79","993","196","66","-31","1137","250","1","-"
"3455","20230317","2","546","162","116","-90","4.71","456","165","115","-90","90","-3","1","-"
"3459","20230317","1","1186","28","-","-","-","614","20","-","-","572","8","-","-"
"3462","20230317","2","1651","-254","228","101","7.24","1061","-245","213","101","590","-9","15","-"
"3463","20230317","1","7360","1717","1201","1201","6.13","1980","1030","-","-","5380","687","1201","1201"
"3466","20230317","2","397","32","149","-63","2.66","81","40","149","-63","316","-8","-","-"
"3468","20230317","2","7150","-507","21","-137","340.48","2141","-366","21","-38","5009","-141","-","-99"
"3470","20230317","1","2556","-29","-","-","-","1552","216","-","-","1004","-245","-","-"
"3471","20230317","2","382","-106","54","48","7.07","175","-92","54","48","207","-14","-","-"
"3472","20230317","1","6097","337","-","-","-","4315","337","-","-","1782","-","-","-"
"3476","20230317","2","13840","499","108","-229","128.15","6282","523","106","-229","7558","-24","2","-"
"3481","20230317","2","462","-53","28","-2","16.5","374","45","23","-2","88","-98","5","-"
"3487","20230317","2","861","23","38","-25","22.66","455","10","38","-23","406","13","-","-2"
"3488","20230317","1","2299","140","-","-","-","1605","177","-","-","694","-37","-","-"
"3492","20230317","2","14954","2229","206","-548","72.59","8146","1336","205","-548","6808","893","1","-"
"3493","20230317","1","581","87","-","-","-","471","77","-","-","110","10","-","-"
"8951","20230317","2","1236","-46","258","80","4.79","753","90","249","80","483","-136","9","-"
"8952","20230317","2","1036","198","140","-245","7.4","394","160","132","-245","642","38","8","-"
"8953","20230317","2","2828","543","283","-112","9.99","724","351","245","-112","2104","192","38","-"
"8954","20230317","2","711","203","102","-159","6.97","606","199","88","-159","105","4","14","-"
"8955","20230317","2","281","38","129","-43","2.18","118","27","128","-43","163","11","1","-"
"8956","20230317","2","1603","-175","304","-44","5.27","304","43","302","-44","1299","-218","2","-"
"8957","20230317","2","206","86","400","-20","0.52","159","77","398","-20","47","9","2","-"
"8958","20230317","2","4311","727","121","-272","35.63","1799","273","121","-272","2512","454","-","-"
"8960","20230317","2","2435","-12","60","-104","40.58","516","119","41","-104","1919","-131","19","-"
"8961","20230317","2","1739","409","94","-199","18.5","756","353","92","-199","983","56","2","-"
"8963","20230317","2","57083","2345","2388","-601","23.9","23642","1511","1971","-601","33441","834","417","-"
"8964","20230317","2","756","101","61","-63","12.39","606","89","18","-63","150","12","43","-"
"8966","20230317","2","157","1","488","-76","0.32","82","8","487","-76","75","-7","1","-"
"8967","20230317","2","81","-12","391","-3","0.21","48","-10","382","3","33","-2","9","-6"
"8968","20230317","2","757","250","141","-220","5.37","371","229","50","8","386","21","91","-228"
"8972","20230317","2","274","20","15","-6","18.27","125","23","15","-6","149","-3","-","-"
"8975","20230317","2","3299","136","970","-108","3.4","1927","329","970","-108","1372","-193","-","-"
"8976","20230317","2","233","-6","14","-233","16.64","162","-12","13","-233","71","6","1","-"
"8977","20230317","2","540","-165","390","-11","1.38","223","70","384","-11","317","-235","6","-"
"8979","20230317","1","317","39","44","-","7.2","76","24","-","-","241","15","44","-"
"8984","20230317","2","852","2","93","-112","9.16","347","-4","84","-52","505","6","9","-60"
"8985","20230317","2","9676","-92","917","271","10.55","6338","517","752","312","3338","-609","165","-41"
"8986","20230317","2","1109","132","63","-116","17.6","783","192","58","-116","326","-60","5","-"
"8987","20230317","2","962","-452","273","-129","3.52","186","-88","272","-130","776","-364","1","1"
