"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230623","2","2569","-40","17","-6","151.12","510","6","17","-6","2059","-46","-","-"
"2972","20230623","1","4989","-198","1","-","4989","1306","-168","-","-","3683","-30","1","-"
"2979","20230623","2","998","195","4","-5","249.5","802","187","4","-5","196","8","-","-"
"2989","20230623","1","2467","-394","-","-","-","1360","-330","-","-","1107","-64","-","-"
"3226","20230623","2","51","20","80","-7","0.64","34","20","80","-6","17","-","-","-1"
"3234","20230623","2","1317","445","398","72","3.31","486","307","332","72","831","138","66","-"
"3249","20230623","2","819","150","307","90","2.67","322","119","307","90","497","31","-","-"
"3269","20230623","2","310","83","340","-232","0.91","157","78","333","-231","153","5","7","-1"
"3278","20230623","2","464","-100","34","12","13.65","434","-94","32","12","30","-6","2","-"
"3279","20230623","2","716","-3","56","22","12.79","219","-8","56","22","497","5","-","-"
"3281","20230623","2","1257","97","3307","125","0.38","628","-57","1498","235","629","154","1809","-110"
"3282","20230623","2","60","16","609","-26","0.1","50","16","417","-54","10","-","192","28"
"3283","20230623","2","631","208","191","17","3.3","489","189","191","17","142","19","-","-"
"3287","20230623","2","1355","495","63","10","21.51","995","441","62","10","360","54","1","-"
"3290","20230623","2","2243","37","144","-2","15.58","1590","21","144","-2","653","16","-","-"
"3292","20230623","2","768","49","128","46","6","524","39","124","67","244","10","4","-21"
"3295","20230623","2","499","-84","100","35","4.99","192","-111","99","35","307","27","1","-"
"3296","20230623","2","1412","-123","60","21","23.53","655","-139","60","21","757","16","-","-"
"3309","20230623","2","4440","-155","921","113","4.82","182","-52","912","113","4258","-103","9","-"
"3451","20230623","1","1975","-27","-","-","-","833","-35","-","-","1142","8","-","-"
"3453","20230623","2","1863","-76","139","-34","13.4","1323","-53","138","-34","540","-23","1","-"
"3455","20230623","2","301","35","248","-55","1.21","242","44","246","-56","59","-9","2","1"
"3459","20230623","1","1164","-29","-","-","-","616","-25","-","-","548","-4","-","-"
"3462","20230623","2","1945","-159","496","240","3.92","319","-165","324","228","1626","6","172","12"
"3463","20230623","1","6542","-141","1","1","6542","2441","104","-","-","4101","-245","1","1"
"3466","20230623","2","391","-6","433","40","0.9","63","-5","375","98","328","-1","58","-58"
"3468","20230623","2","4586","409","33","-44","138.97","703","188","33","-44","3883","221","-","-"
"3470","20230623","1","1318","-20","-","-","-","585","35","-","-","733","-55","-","-"
"3471","20230623","2","233","-9","212","32","1.1","146","-9","186","6","87","-","26","26"
"3472","20230623","1","5119","-143","-","-","-","3936","129","-","-","1183","-272","-","-"
"3476","20230623","2","9324","218","40","1","233.1","2740","54","27","-1","6584","164","13","2"
"3481","20230623","2","240","5","51","25","4.71","207","18","46","25","33","-13","5","-"
"3487","20230623","2","639","148","123","-54","5.2","349","186","121","-50","290","-38","2","-4"
"3488","20230623","1","2676","185","-","-","-","1905","158","-","-","771","27","-","-"
"3492","20230623","2","9918","30","40","-22","247.95","3371","91","40","-22","6547","-61","-","-"
"3493","20230623","1","942","169","-","-","-","832","162","-","-","110","7","-","-"
"8951","20230623","2","2175","-651","141","79","15.43","487","-332","130","79","1688","-319","11","-"
"8952","20230623","2","981","-114","174","58","5.64","415","-97","153","60","566","-17","21","-2"
"8953","20230623","2","7359","90","413","326","17.82","1366","40","359","326","5993","50","54","-"
"8954","20230623","2","680","212","197","71","3.45","577","201","177","71","103","11","20","-"
"8955","20230623","2","265","-24","235","47","1.13","101","-29","234","47","164","5","1","-"
"8956","20230623","2","1669","-25","163","115","10.24","376","-25","161","115","1293","-","2","-"
"8957","20230623","2","490","148","331","56","1.48","322","144","329","56","168","4","2","-"
"8958","20230623","2","3023","31","89","-","33.97","1180","51","89","-","1843","-20","-","-"
"8960","20230623","2","2144","389","182","-162","11.78","484","195","161","-162","1660","194","21","-"
"8961","20230623","2","1149","-20","179","169","6.42","399","41","177","169","750","-61","2","-"
"8963","20230623","2","58620","1190","2817","99","20.81","26409","1131","2208","32","32211","59","609","67"
"8964","20230623","2","474","184","68","18","6.97","166","71","27","18","308","113","41","-"
"8966","20230623","2","1209","329","726","118","1.67","524","148","725","118","685","181","1","-"
"8967","20230623","2","63","3","663","83","0.1","29","2","654","83","34","1","9","-"
"8968","20230623","2","742","-20","127","-6","5.84","215","-9","126","-6","527","-11","1","-"
"8972","20230623","2","643","-99","586","89","1.1","537","-94","426","89","106","-5","160","-"
"8975","20230623","2","11933","33","483","-27","24.71","1267","34","483","-27","10666","-1","-","-"
"8976","20230623","2","348","54","40","-8","8.7","214","44","38","-8","134","10","2","-"
"8977","20230623","2","448","-7","452","-11","0.99","166","10","446","-11","282","-17","6","-"
"8979","20230623","1","291","5","44","-1","6.61","105","2","-","-","186","3","44","-1"
"8984","20230623","2","1275","507","150","113","8.5","592","344","139","113","683","163","11","-"
"8985","20230623","2","12874","792","619","328","20.8","7960","1551","459","311","4914","-759","160","17"
"8986","20230623","2","826","-106","108","97","7.65","581","-96","103","97","245","-10","5","-"
"8987","20230623","2","2162","187","310","145","6.97","769","143","310","145","1393","44","-","-"
