"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230310","2","3921","168","59","-32","66.46","1578","158","59","-32","2343","10","-","-"
"2972","20230310","1","13387","1350","1","1","13387","8949","919","-","-","4438","431","1","1"
"2979","20230310","2","685","-207","14","-40","48.93","486","-162","14","-40","199","-45","-","-"
"2989","20230310","1","6346","230","-","-","-","4557","198","-","-","1789","32","-","-"
"3226","20230310","2","87","-33","88","-23","0.99","60","-33","88","-23","27","-","-","-"
"3234","20230310","2","710","13","466","-34","1.52","203","12","395","-34","507","1","71","-"
"3249","20230310","2","1282","-74","43","12","29.81","714","-80","43","12","568","6","-","-"
"3269","20230310","2","515","221","38","-18","13.55","190","45","31","-18","325","176","7","-"
"3278","20230310","2","127","-10","65","-12","1.95","86","1","63","-12","41","-11","2","-"
"3279","20230310","2","860","73","21","-","40.95","296","44","21","-","564","29","-","-"
"3281","20230310","2","747","42","491","52","1.52","513","40","419","52","234","2","72","-"
"3282","20230310","2","80","-17","720","114","0.11","66","-","399","-37","14","-17","321","151"
"3283","20230310","2","316","-29","190","4","1.66","235","-23","179","4","81","-6","11","-"
"3287","20230310","2","437","63","192","-72","2.28","293","88","188","-72","144","-25","4","-"
"3290","20230310","2","1314","154","247","1","5.32","781","157","247","1","533","-3","-","-"
"3292","20230310","2","704","2","147","-49","4.79","310","-7","43","-24","394","9","104","-25"
"3295","20230310","2","773","10","216","12","3.58","284","-87","215","12","489","97","1","-"
"3296","20230310","2","2319","17","29","10","79.97","1523","-18","20","10","796","35","9","-"
"3309","20230310","2","5977","-3","309","2","19.34","2328","-56","306","2","3649","53","3","-"
"3451","20230310","1","2021","16","-","-","-","1094","7","-","-","927","9","-","-"
"3453","20230310","2","1684","229","98","16","17.18","797","52","97","16","887","177","1","-"
"3455","20230310","2","384","-80","206","-2","1.86","291","-104","205","-2","93","24","1","-"
"3459","20230310","1","1158","-361","-","-","-","594","3","-","-","564","-364","-","-"
"3462","20230310","2","1905","9","127","6","15","1306","21","112","6","599","-12","15","-"
"3463","20230310","1","5643","135","-","-","-","950","124","-","-","4693","11","-","-"
"3466","20230310","2","365","-22","212","5","1.72","41","-26","212","5","324","4","-","-"
"3468","20230310","2","7657","-204","158","-62","48.46","2507","-132","59","-62","5150","-72","99","-"
"3470","20230310","1","2585","121","-","-","-","1336","107","-","-","1249","14","-","-"
"3471","20230310","2","488","13","6","-23","81.33","267","8","6","-23","221","5","-","-"
"3472","20230310","1","5760","2","-","-","-","3978","55","-","-","1782","-53","-","-"
"3476","20230310","2","13341","-965","337","3","39.59","5759","-764","335","3","7582","-201","2","-"
"3481","20230310","2","515","-51","30","-40","17.17","329","-63","25","-40","186","12","5","-"
"3487","20230310","2","838","-144","63","-64","13.3","445","-101","61","-65","393","-43","2","1"
"3488","20230310","1","2159","23","-","-","-","1428","8","-","-","731","15","-","-"
"3492","20230310","2","12725","41","754","-868","16.88","6810","169","753","-868","5915","-128","1","-"
"3493","20230310","1","494","21","-","-","-","394","40","-","-","100","-19","-","-"
"8951","20230310","2","1282","207","178","-119","7.2","663","74","169","-119","619","133","9","-"
"8952","20230310","2","838","352","385","54","2.18","234","80","377","54","604","272","8","-"
"8953","20230310","2","2285","-55","395","-119","5.78","373","58","357","-119","1912","-113","38","-"
"8954","20230310","2","508","95","261","-75","1.95","407","127","247","-75","101","-32","14","-"
"8955","20230310","2","243","-1","172","16","1.41","91","3","171","16","152","-4","1","-"
"8956","20230310","2","1778","68","348","25","5.11","261","-4","346","25","1517","72","2","-"
"8957","20230310","2","120","-4","420","9","0.29","82","-2","418","9","38","-2","2","-"
"8958","20230310","2","3584","-562","393","-49","9.12","1526","-251","393","-49","2058","-311","-","-"
"8960","20230310","2","2447","180","164","-34","14.92","397","90","145","-34","2050","90","19","-"
"8961","20230310","2","1330","264","293","-85","4.54","403","197","291","-85","927","67","2","-"
"8963","20230310","2","54738","1969","2989","-66","18.31","22131","969","2572","-11","32607","1000","417","-55"
"8964","20230310","2","655","-44","124","-12","5.28","517","-39","81","-12","138","-5","43","-"
"8966","20230310","2","156","1","564","32","0.28","74","-2","563","32","82","3","1","-"
"8967","20230310","2","93","-35","394","-36","0.24","58","-35","379","-36","35","-","15","-"
"8968","20230310","2","507","-1","361","-35","1.4","142","-2","42","-8","365","1","319","-27"
"8972","20230310","2","254","-15","21","-261","12.1","102","-16","21","-247","152","1","-","-14"
"8975","20230310","2","3163","-393","1078","-94","2.93","1598","-91","1078","-94","1565","-302","-","-"
"8976","20230310","2","239","-22","247","30","0.97","174","-17","246","30","65","-5","1","-"
"8977","20230310","2","705","-44","401","12","1.76","153","16","395","12","552","-60","6","-"
"8979","20230310","1","278","-41","44","-","6.32","52","-21","-","-","226","-20","44","-"
"8984","20230310","2","850","216","205","-16","4.15","351","88","136","-38","499","128","69","22"
"8985","20230310","2","9768","-254","646","3","15.12","5821","-93","440","22","3947","-161","206","-19"
"8986","20230310","2","977","-596","179","-4","5.46","591","-190","174","-4","386","-406","5","-"
"8987","20230310","2","1414","227","402","-5","3.52","274","128","402","-5","1140","99","-","-"
