"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230818","2","2575","72","36","-13","71.53","571","-10","36","-13","2004","82","-","-"
"2972","20230818","1","3848","-90","-","-","-","497","-10","-","-","3351","-80","-","-"
"2979","20230818","2","2729","45","1","1","2729","2330","-94","1","1","399","139","-","-"
"2989","20230818","1","1890","-112","-","-","-","751","-67","-","-","1139","-45","-","-"
"3226","20230818","2","115","-15","98","22","1.17","93","-11","98","22","22","-4","-","-"
"3234","20230818","2","1264","-33","89","-9","14.2","360","-35","89","-9","904","2","-","-"
"3249","20230818","2","1237","-18","224","-7","5.52","472","-39","224","-7","765","21","-","-"
"3269","20230818","2","253","3","69","9","3.67","104","-2","62","9","149","5","7","-"
"3278","20230818","2","236","-42","36","-56","6.56","215","-40","35","34","21","-2","1","-90"
"3279","20230818","2","707","-2","24","1","29.46","182","-9","24","1","525","7","-","-"
"3281","20230818","2","3005","65","1874","18","1.6","1345","-99","388","23","1660","164","1486","-5"
"3282","20230818","2","288","-103","799","-2041","0.36","255","87","745","-1959","33","-190","54","-82"
"3283","20230818","2","591","129","168","-125","3.52","446","123","168","-125","145","6","-","-"
"3287","20230818","2","1081","-36","63","-5","17.16","699","-30","61","-5","382","-6","2","-"
"3290","20230818","2","1817","21","140","-4","12.98","1365","18","140","-4","452","3","-","-"
"3292","20230818","2","649","77","177","-16","3.67","304","45","173","-16","345","32","4","-"
"3295","20230818","2","444","-7","479","-11","0.93","138","4","478","-11","306","-11","1","-"
"3296","20230818","2","758","-642","57","23","13.3","151","-584","57","23","607","-58","-","-"
"3309","20230818","2","4879","358","665","-98","7.34","288","92","656","-98","4591","266","9","-"
"3451","20230818","1","1829","-68","-","-","-","762","7","-","-","1067","-75","-","-"
"3453","20230818","2","1243","-203","103","-5","12.07","921","-189","102","-5","322","-14","1","-"
"3455","20230818","2","956","61","163","6","5.87","723","55","162","6","233","6","1","-"
"3459","20230818","2","1644","103","10","5","164.4","1025","54","10","5","619","49","-","-"
"3462","20230818","2","2347","20","1099","39","2.14","174","40","687","-96","2173","-20","412","135"
"3463","20230818","1","2734","-292","1","-","2734","882","-187","-","-","1852","-105","1","-"
"3466","20230818","2","2709","78","426","-28","6.36","2100","14","426","-28","609","64","-","-"
"3468","20230818","2","26138","-46416","107362","25292","0.24","20582","-46157","100026","23656","5556","-259","7336","1636"
"3470","20230818","1","1271","-25","-","-","-","480","55","-","-","791","-80","-","-"
"3471","20230818","2","466","31","352","-632","1.32","364","32","277","-521","102","-1","75","-111"
"3472","20230818","1","5112","-83","-","-","-","3982","-2","-","-","1130","-81","-","-"
"3476","20230818","2","10080","162","222","-15","45.41","2790","79","211","-15","7290","83","11","-"
"3481","20230818","2","350","-3","38","1","9.21","225","-31","33","1","125","28","5","-"
"3487","20230818","2","2907","1203","44","-22","66.07","2488","1183","44","-22","419","20","-","-"
"3488","20230818","1","2284","-64","-","-","-","947","-44","-","-","1337","-20","-","-"
"3492","20230818","2","9022","970","2142","1526","4.21","1579","311","2142","1526","7443","659","-","-"
"3493","20230818","1","2637","299","-","-","-","2401","294","-","-","236","5","-","-"
"8951","20230818","2","1219","-78","202","-95","6.03","287","130","192","-78","932","-208","10","-17"
"8952","20230818","2","363","-1","252","118","1.44","111","-3","235","118","252","2","17","-"
"8953","20230818","2","9642","-502","252","-70","38.26","1576","-432","198","-70","8066","-70","54","-"
"8954","20230818","2","606","145","117","-36","5.18","297","40","97","-36","309","105","20","-"
"8955","20230818","2","309","-7","65","19","4.75","163","1","64","19","146","-8","1","-"
"8956","20230818","2","1370","24","265","2","5.17","174","6","263","2","1196","18","2","-"
"8957","20230818","2","206","-22","424","-6","0.49","150","-23","422","-6","56","1","2","-"
"8958","20230818","2","2448","16","101","-35","24.24","1024","82","101","-35","1424","-66","-","-"
"8960","20230818","2","2757","-13","151","23","18.26","1291","-76","130","23","1466","63","21","-"
"8961","20230818","2","983","94","74","-31","13.28","390","72","72","-31","593","22","2","-"
"8963","20230818","2","48788","10443","5223","-6500","9.34","16898","4354","5081","-5914","31890","6089","142","-586"
"8964","20230818","2","508","-498","61","1","8.33","255","-492","18","1","253","-6","43","-"
"8966","20230818","2","3953","261","268","120","14.75","2775","172","267","120","1178","89","1","-"
"8967","20230818","2","108","-37","339","-4","0.32","55","-29","330","-4","53","-8","9","-"
"8968","20230818","2","972","-123","78","-131","12.46","409","-170","77","-131","563","47","1","-"
"8972","20230818","2","668","56","268","-161","2.49","545","62","88","-161","123","-6","180","-"
"8975","20230818","2","11384","3","76","-16","149.79","903","-17","76","-16","10481","20","-","-"
"8976","20230818","2","67","-11","164","20","0.41","11","-3","163","21","56","-8","1","-1"
"8977","20230818","2","467","3","348","-5","1.34","227","13","342","-5","240","-10","6","-"
"8979","20230818","1","749","42","44","-","17.02","416","30","-","-","333","12","44","-"
"8984","20230818","2","784","-24","263","153","2.98","283","23","227","130","501","-47","36","23"
"8985","20230818","2","13441","-993","447","-134","30.07","7793","-963","326","-134","5648","-30","121","-"
"8986","20230818","2","760","-43","66","13","11.52","489","-23","61","13","271","-20","5","-"
"8987","20230818","2","1287","109","430","-177","2.99","148","75","430","-58","1139","34","-","-119"
