"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230407","2","3883","54","76","-29","51.09","1601","135","76","-29","2282","-81","-","-"
"2972","20230407","1","13715","236","-","-","-","9441","221","-","-","4274","15","-","-"
"2979","20230407","2","715","-19","7","1","102.14","515","-8","7","1","200","-11","-","-"
"2989","20230407","1","6355","-18","-","-","-","3923","-6","-","-","2432","-12","-","-"
"3226","20230407","2","67","2","80","21","0.84","34","-3","73","14","33","5","7","7"
"3234","20230407","2","636","-53","574","134","1.11","129","-30","503","134","507","-23","71","-"
"3249","20230407","2","1008","-155","249","196","4.05","497","-125","249","196","511","-30","-","-"
"3269","20230407","2","464","-75","64","5","7.25","273","-47","59","7","191","-28","5","-2"
"3278","20230407","2","106","-17","84","25","1.26","63","-27","83","25","43","10","1","-"
"3279","20230407","2","878","-83","80","53","10.97","291","-43","80","53","587","-40","-","-"
"3281","20230407","2","644","-201","495","251","1.3","449","-182","406","234","195","-19","89","17"
"3282","20230407","2","28","-23","851","-11","0.03","23","-22","524","-43","5","-1","327","32"
"3283","20230407","2","388","-103","211","98","1.84","331","-74","201","99","57","-29","10","-1"
"3287","20230407","2","466","-104","155","8","3.01","322","-36","154","10","144","-68","1","-2"
"3290","20230407","2","1179","-51","190","-","6.21","577","-74","190","-","602","23","-","-"
"3292","20230407","2","494","-183","282","255","1.75","221","-75","258","235","273","-108","24","20"
"3295","20230407","2","579","-28","22","14","26.32","165","-56","21","14","414","28","1","-"
"3296","20230407","2","1843","-605","31","-2","59.45","1017","-577","31","-2","826","-28","-","-"
"3309","20230407","2","5908","-735","238","89","24.82","1806","-120","235","89","4102","-615","3","-"
"3451","20230407","1","2197","-56","-","-","-","1062","-75","-","-","1135","19","-","-"
"3453","20230407","2","1517","-566","52","-5","29.17","695","-283","51","-5","822","-283","1","-"
"3455","20230407","2","269","-62","124","-5","2.17","200","-22","123","-5","69","-40","1","-"
"3459","20230407","1","1320","-2","-","-","-","691","-","-","-","629","-2","-","-"
"3462","20230407","2","1390","-218","146","-9","9.52","807","-199","133","-7","583","-19","13","-2"
"3463","20230407","1","6633","284","-","-4","-","1560","268","-","-","5073","16","-","-4"
"3466","20230407","2","378","-15","143","28","2.64","57","-13","143","28","321","-2","-","-"
"3468","20230407","2","5712","-667","127","-69","44.98","920","-476","76","-50","4792","-191","51","-19"
"3470","20230407","1","2106","-212","-","-","-","934","-269","-","-","1172","57","-","-"
"3471","20230407","2","333","-51","99","22","3.36","135","-32","99","22","198","-19","-","-"
"3472","20230407","1","5799","-100","-","-","-","4044","-71","-","-","1755","-29","-","-"
"3476","20230407","2","10222","-1722","503","320","20.32","3204","-1554","495","316","7018","-168","8","4"
"3481","20230407","2","818","346","27","1","30.3","720","349","22","1","98","-3","5","-"
"3487","20230407","2","1111","-909","1100","-10608","1.01","691","-450","940","-6424","420","-459","160","-4184"
"3488","20230407","1","3204","79","-","-","-","2424","117","-","-","780","-38","-","-"
"3492","20230407","2","13681","-475","106","-2","129.07","7764","-250","105","-2","5917","-225","1","-"
"3493","20230407","1","494","-23","-","-","-","383","49","-","-","111","-72","-","-"
"8951","20230407","2","1362","-6","286","-112","4.76","863","-37","279","-110","499","31","7","-2"
"8952","20230407","2","1846","268","6236","4195","0.3","1157","294","4063","2605","689","-26","2173","1590"
"8953","20230407","2","4452","1245","210","44","21.2","1524","514","175","47","2928","731","35","-3"
"8954","20230407","2","602","-113","82","18","7.34","507","-109","68","18","95","-4","14","-"
"8955","20230407","2","232","-3","154","15","1.51","81","-3","153","15","151","-","1","-"
"8956","20230407","2","1643","89","387","-135","4.25","283","51","383","-135","1360","38","4","-"
"8957","20230407","2","271","41","384","-11","0.71","214","41","382","-11","57","-","2","-"
"8958","20230407","2","3715","-671","166","94","22.38","1755","138","166","94","1960","-809","-","-"
"8960","20230407","2","2223","-87","100","27","22.23","534","28","84","30","1689","-115","16","-3"
"8961","20230407","2","1350","-251","225","159","6","432","-90","223","159","918","-161","2","-"
"8963","20230407","2","53505","1064","3364","-842","15.91","23747","1601","2842","-947","29758","-537","522","105"
"8964","20230407","2","291","-422","68","4","4.28","133","-427","27","4","158","5","41","-"
"8966","20230407","2","139","-29","541","59","0.26","66","-21","540","59","73","-8","1","-"
"8967","20230407","2","65","-15","465","-163","0.14","33","-13","456","-163","32","-2","9","-"
"8968","20230407","2","596","8","121","-26","4.93","197","-12","94","22","399","20","27","-48"
"8972","20230407","2","407","106","719","700","0.57","169","-12","719","700","238","118","-","-"
"8975","20230407","2","10444","348","846","-107","12.35","823","233","846","-107","9621","115","-","-"
"8976","20230407","2","370","111","5","-45","74","297","109","4","-45","73","2","1","-"
"8977","20230407","2","614","-32","418","26","1.47","181","-112","412","26","433","80","6","-"
"8979","20230407","1","387","71","44","-","8.8","73","11","-","-","314","60","44","-"
"8984","20230407","2","734","-81","111","-12","6.61","263","-61","92","8","471","-20","19","-20"
"8985","20230407","2","7598","-1154","514","-681","14.78","4893","-705","385","-685","2705","-449","129","4"
"8986","20230407","2","844","-143","44","-20","19.18","576","-119","39","-20","268","-24","5","-"
"8987","20230407","2","1545","555","178","-118","8.68","261","109","178","-117","1284","446","-","-1"
