"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20240216","2","2890","326","438","-16","6.6","691","156","438","-16","2199","170","-","-"
"2972","20240216","1","4864","44","-","-","-","679","77","-","-","4185","-33","-","-"
"2979","20240216","2","7434","1464","-","-3","-","6483","1179","-","-3","951","285","-","-"
"2989","20240216","1","5758","1173","210","-","27.42","176","-657","-","-","5582","1830","210","-"
"3226","20240216","2","313","116","53","11","5.91","160","37","53","11","153","79","-","-"
"3234","20240216","2","3075","758","205","4","15","756","194","205","4","2319","564","-","-"
"3249","20240216","2","12637","10048","13487","13467","0.94","7467","6437","6205","6185","5170","3611","7282","7282"
"3269","20240216","2","668","241","242","-25","2.76","261","56","230","-26","407","185","12","1"
"3279","20240216","2","532","-84","43","8","12.37","181","-15","43","8","351","-69","-","-"
"3281","20240216","2","3418","-573","68","-5","50.26","847","-136","37","15","2571","-437","31","-20"
"3282","20240216","2","538","170","4","-","134.5","403","173","4","-","135","-3","-","-"
"3283","20240216","2","639","11","777","180","0.82","434","38","758","180","205","-27","19","-"
"3287","20240216","2","1001","-123","48","-16","20.85","735","-102","47","-16","266","-21","1","-"
"3290","20240216","2","1160","-355","269","4","4.31","662","-353","269","4","498","-2","-","-"
"3292","20240216","2","3066","631","52","-6","58.96","1195","383","48","-6","1871","248","4","-"
"3295","20240216","2","684","-52","130","54","5.26","254","-56","129","53","430","4","1","1"
"3296","20240216","2","1078","52","14","5","77","301","41","12","5","777","11","2","-"
"3309","20240216","2","4284","513","423","-235","10.13","495","184","415","-236","3789","329","8","1"
"3451","20240216","1","1568","48","-","-","-","487","53","-","-","1081","-5","-","-"
"3455","20240216","2","2139","368","34","13","62.91","1029","47","33","14","1110","321","1","-1"
"3459","20240216","2","2871","864","22","10","130.5","1526","479","22","10","1345","385","-","-"
"3462","20240216","2","1958","668","89","-29","22","1064","138","24","-29","894","530","65","-"
"3463","20240216","1","4921","305","-","-","-","2838","190","-","-","2083","115","-","-"
"3466","20240216","2","934","202","289","-384","3.23","240","121","50","-118","694","81","239","-266"
"3468","20240216","2","7475","1637","579","-204","12.91","1402","215","579","-204","6073","1422","-","-"
"3470","20240216","1","1525","9","-","-","-","470","-2","-","-","1055","11","-","-"
"3471","20240216","2","706","331","29","-3","24.34","132","12","29","-3","574","319","-","-"
"3472","20240216","1","1476","-142","-","-","-","650","-115","-","-","826","-27","-","-"
"3476","20240216","2","16836","-5102","123","107","136.88","4079","-2255","122","107","12757","-2847","1","-"
"3481","20240216","2","905","170","8","-10","113.13","228","76","8","-10","677","94","-","-"
"3487","20240216","2","1562","282","5","-1","312.4","1084","290","5","-1","478","-8","-","-"
"3488","20240216","1","1848","-320","1","1","1848","859","-395","-","-","989","75","1","1"
"3492","20240216","2","21779","13875","19595","18361","1.11","15253","13120","15999","14768","6526","755","3596","3593"
"3493","20240216","2","669","226","-","-3","-","347","222","-","-3","322","4","-","-"
"8951","20240216","2","949","149","185","29","5.13","533","39","156","24","416","110","29","5"
"8952","20240216","2","1159","347","43","-8","26.95","388","79","34","-8","771","268","9","-"
"8953","20240216","2","6064","1041","454","-85","13.36","1081","126","375","-85","4983","915","79","-"
"8954","20240216","2","1322","255","30","-42","44.07","834","216","13","-22","488","39","17","-20"
"8955","20240216","2","331","-8","9","2","36.78","171","-12","2","1","160","4","7","1"
"8956","20240216","2","2027","-39","134","-33","15.13","649","-37","133","-34","1378","-2","1","1"
"8957","20240216","2","770","92","235","-21","3.28","558","86","234","-21","212","6","1","-"
"8958","20240216","2","4562","805","5","-4","912.4","1463","365","5","-4","3099","440","-","-"
"8960","20240216","2","2685","154","28","-20","95.89","826","111","11","-2","1859","43","17","-18"
"8961","20240216","2","3107","382","87","17","35.71","959","153","86","16","2148","229","1","1"
"8963","20240216","2","64514","-3082","1158","468","55.71","21138","-1979","1006","466","43376","-1103","152","2"
"8964","20240216","2","1083","165","45","1","24.07","440","117","4","1","643","48","41","-"
"8966","20240216","2","7546","380","52","-4","145.12","5618","186","51","-4","1928","194","1","-"
"8967","20240216","2","300","21","266","-119","1.13","187","23","257","-119","113","-2","9","-"
"8968","20240216","2","783","9","1256","33","0.62","153","-12","665","24","630","21","591","9"
"8972","20240216","2","5760","171","47","-18","122.55","4720","-65","47","-18","1040","236","-","-"
"8975","20240216","2","2726","141","-","-","-","1146","97","-","-","1580","44","-","-"
"8976","20240216","2","342","-1","2","-1","171","259","-14","1","-1","83","13","1","-"
"8977","20240216","2","1142","332","578","-30","1.98","304","144","573","-30","838","188","5","-"
"8979","20240216","1","757","69","43","-1","17.6","370","48","-","-","387","21","43","-1"
"8984","20240216","2","3123","898","326","-37","9.58","1464","725","208","-37","1659","173","118","-"
"8985","20240216","2","15575","-1536","303","-","51.4","8138","-489","243","1","7437","-1047","60","-1"
"8986","20240216","2","1180","39","34","2","34.71","651","17","34","2","529","22","-","-"
"8987","20240216","2","1982","-116","168","28","11.8","459","-148","167","27","1523","32","1","1"
