"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230303","2","3753","864","91","-101","41.24","1420","436","91","-101","2333","428","-","-"
"2972","20230303","1","12037","3085","-","-47","-","8030","2949","-","-","4007","136","-","-47"
"2979","20230303","2","892","-179","54","5","16.52","648","-183","54","5","244","4","-","-"
"2989","20230303","1","6116","-703","-","-","-","4359","-918","-","-","1757","215","-","-"
"3226","20230303","2","120","10","111","-975","1.08","93","10","111","-867","27","-","-","-108"
"3234","20230303","2","697","74","500","9","1.39","191","59","429","9","506","15","71","-"
"3249","20230303","2","1356","-107","31","-27","43.74","794","-85","31","-27","562","-22","-","-"
"3269","20230303","2","294","-25","56","-4","5.25","145","17","49","-4","149","-42","7","-"
"3278","20230303","2","137","-109","77","-108","1.78","85","-17","75","-108","52","-92","2","-"
"3279","20230303","2","787","56","21","-7","37.48","252","34","21","-7","535","22","-","-"
"3281","20230303","2","705","2","439","-6048","1.61","473","80","367","-5605","232","-78","72","-443"
"3282","20230303","2","97","-17","606","-59","0.16","66","16","436","-43","31","-33","170","-16"
"3283","20230303","2","345","13","186","-44","1.85","258","9","175","-44","87","4","11","-"
"3287","20230303","2","374","78","264","-118","1.42","205","52","260","-118","169","26","4","-"
"3290","20230303","2","1160","225","246","-1298","4.72","624","173","246","-1271","536","52","-","-27"
"3292","20230303","2","702","-4","196","-210","3.58","317","-47","67","-164","385","43","129","-46"
"3295","20230303","2","763","-8","204","-2134","3.74","371","57","203","-1990","392","-65","1","-144"
"3296","20230303","2","2302","42","19","-47","121.16","1541","31","10","-47","761","11","9","-"
"3309","20230303","2","5980","330","307","13","19.48","2384","-457","304","13","3596","787","3","-"
"3451","20230303","1","2005","121","-","-47","-","1087","79","-","-","918","42","-","-47"
"3453","20230303","2","1455","4","82","-73","17.74","745","-22","81","-73","710","26","1","-"
"3455","20230303","2","464","77","208","-114","2.23","395","78","207","-114","69","-1","1","-"
"3459","20230303","1","1519","258","-","-","-","591","-88","-","-","928","346","-","-"
"3462","20230303","2","1896","27","121","-13414","15.67","1285","9","106","-12956","611","18","15","-458"
"3463","20230303","1","5508","111","-","-","-","826","112","-","-","4682","-1","-","-"
"3466","20230303","2","387","-22","207","-2900","1.87","67","-1","207","-2718","320","-21","-","-182"
"3468","20230303","2","7861","-15","220","46","35.73","2639","-10","121","46","5222","-5","99","-"
"3470","20230303","1","2464","-576","-","-","-","1229","279","-","-","1235","-855","-","-"
"3471","20230303","2","475","10","29","-35","16.38","259","17","29","-35","216","-7","-","-"
"3472","20230303","1","5758","-368","-","-","-","3923","-342","-","-","1835","-26","-","-"
"3476","20230303","2","14306","1060","334","-171","42.83","6523","849","332","-171","7783","211","2","-"
"3481","20230303","2","566","14","70","-1337","8.09","392","50","65","-1283","174","-36","5","-54"
"3487","20230303","2","982","-225","127","62","7.73","546","-194","126","62","436","-31","1","-"
"3488","20230303","1","2136","374","-","-25","-","1420","281","-","-","716","93","-","-25"
"3492","20230303","2","12684","322","1622","-10875","7.82","6641","-1","1621","-10771","6043","323","1","-104"
"3493","20230303","1","473","-38","-","-","-","354","-17","-","-","119","-21","-","-"
"8951","20230303","2","1075","63","297","163","3.62","589","22","288","165","486","41","9","-2"
"8952","20230303","2","486","68","331","144","1.47","154","-10","323","144","332","78","8","-"
"8953","20230303","2","2340","-754","514","-7296","4.55","315","51","476","-6631","2025","-805","38","-665"
"8954","20230303","2","413","91","336","-3243","1.23","280","57","322","-2981","133","34","14","-262"
"8955","20230303","2","244","17","156","2","1.56","88","15","155","2","156","2","1","-"
"8956","20230303","2","1710","325","323","-40","5.29","265","19","321","-40","1445","306","2","-"
"8957","20230303","2","124","-2","411","-40","0.3","84","-4","409","-40","40","2","2","-"
"8958","20230303","2","4146","1068","442","-75","9.38","1777","401","442","-75","2369","667","-","-"
"8960","20230303","2","2267","158","198","19","11.45","307","-83","179","19","1960","241","19","-"
"8961","20230303","2","1066","511","378","110","2.82","206","85","376","155","860","426","2","-45"
"8963","20230303","2","52769","3895","3055","-324","17.27","21162","3224","2583","-324","31607","671","472","-"
"8964","20230303","2","699","65","136","-52","5.14","556","54","93","-52","143","11","43","-"
"8966","20230303","2","155","-10","532","-55","0.29","76","-11","531","-55","79","1","1","-"
"8967","20230303","2","128","-23","430","29","0.3","93","-23","415","29","35","-","15","-"
"8968","20230303","2","508","-4","396","-1302","1.28","144","18","50","-1276","364","-22","346","-26"
"8972","20230303","2","269","-11","282","-44","0.95","118","-28","268","-32","151","17","14","-12"
"8975","20230303","2","3556","383","1172","452","3.03","1689","268","1172","452","1867","115","-","-"
"8976","20230303","2","261","-41","217","10","1.2","191","11","216","10","70","-52","1","-"
"8977","20230303","2","749","163","389","11","1.93","137","-42","383","11","612","205","6","-"
"8979","20230303","1","319","18","44","-","7.25","73","1","-","-","246","17","44","-"
"8984","20230303","2","634","-143","221","-3029","2.87","263","-56","174","-2828","371","-87","47","-201"
"8985","20230303","2","10022","2118","643","-96","15.59","5914","2320","418","-85","4108","-202","225","-11"
"8986","20230303","2","1573","66","183","21","8.6","781","-48","178","21","792","114","5","-"
"8987","20230303","2","1187","-24","407","-27","2.92","146","16","407","-27","1041","-40","-","-"
