"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20231006","2","2388","-8","22","5","108.55","609","28","22","5","1779","-36","-","-"
"2972","20231006","1","3441","-198","-","-","-","660","42","-","-","2781","-240","-","-"
"2979","20231006","2","4654","535","149","23","31.23","4203","424","130","4","451","111","19","19"
"2989","20231006","1","4187","-12","-","-","-","647","-7","-","-","3540","-5","-","-"
"3226","20231006","2","122","-21","94","11","1.3","90","-27","94","11","32","6","-","-"
"3234","20231006","2","1464","-273","51","-10","28.71","465","-276","51","-10","999","3","-","-"
"3249","20231006","2","3667","530","36","13","101.86","1867","51","36","13","1800","479","-","-"
"3269","20231006","2","532","25","1341","-843","0.4","361","17","1208","-699","171","8","133","-144"
"3278","20231006","2","177","6","-","-18","-","172","6","-","-18","5","-","-","-"
"3279","20231006","2","610","-63","27","19","22.59","124","-28","27","19","486","-35","-","-"
"3281","20231006","2","3210","328","376","79","8.54","1809","315","302","79","1401","13","74","-"
"3282","20231006","2","71","-6","101","26","0.7","39","-6","101","26","32","-","-","-"
"3283","20231006","2","382","-143","513","326","0.74","210","-123","506","326","172","-20","7","-"
"3287","20231006","2","874","49","63","-17","13.87","535","32","62","-15","339","17","1","-2"
"3290","20231006","2","1848","-9","100","-18","18.48","1384","-21","100","-18","464","12","-","-"
"3292","20231006","2","798","44","75","30","10.64","379","51","71","30","419","-7","4","-"
"3295","20231006","2","554","117","455","-18","1.22","115","-","455","-18","439","117","-","-"
"3296","20231006","2","720","-17","47","5","15.32","123","-19","45","5","597","2","2","-"
"3309","20231006","2","4336","-318","311","180","13.94","358","-90","304","180","3978","-228","7","-"
"3451","20231006","1","1689","-32","-","-","-","698","-17","-","-","991","-15","-","-"
"3453","20231006","2","387","-172","111","20","3.49","104","-165","111","20","283","-7","-","-"
"3455","20231006","2","895","-39","108","16","8.29","530","-26","107","16","365","-13","1","-"
"3459","20231006","2","1451","19","-","-","-","842","43","-","-","609","-24","-","-"
"3462","20231006","2","1573","-113","1620","949","0.97","260","22","704","206","1313","-135","916","743"
"3463","20231006","1","5652","230","-","-","-","826","85","-","-","4826","145","-","-"
"3466","20231006","2","2359","-57","139","4","16.97","1784","-72","139","4","575","15","-","-"
"3468","20231006","2","5285","116","77","-264","68.64","1668","462","77","-264","3617","-346","-","-"
"3470","20231006","1","1545","-5","-","-","-","555","37","-","-","990","-42","-","-"
"3471","20231006","2","389","-23","87","-6","4.47","221","-3","87","-6","168","-20","-","-"
"3472","20231006","1","4907","-115","-","-","-","3791","-86","-","-","1116","-29","-","-"
"3476","20231006","2","8766","-587","570","441","15.38","2521","-327","345","219","6245","-260","225","222"
"3481","20231006","2","902","33","25","-1","36.08","745","38","20","-1","157","-5","5","-"
"3487","20231006","2","1310","174","1","-17","1310","840","134","1","-17","470","40","-","-"
"3488","20231006","1","2760","-108","-","-","-","1535","2","-","-","1225","-110","-","-"
"3492","20231006","2","8544","-19","840","-69","10.17","2493","-14","840","-69","6051","-5","-","-"
"3493","20231006","1","4619","586","-","-","-","4313","543","-","-","306","43","-","-"
"8951","20231006","2","590","147","155","-19","3.81","238","71","142","-23","352","76","13","4"
"8952","20231006","2","419","6","196","-27","2.14","152","-5","187","-27","267","11","9","-"
"8953","20231006","2","9836","549","62","-167","158.65","1821","622","13","-167","8015","-73","49","-"
"8954","20231006","2","565","187","54","-35","10.46","329","90","37","-35","236","97","17","-"
"8955","20231006","2","294","22","13","-9","22.62","140","17","12","-9","154","5","1","-"
"8956","20231006","2","1243","-153","304","106","4.09","94","-87","302","106","1149","-66","2","-"
"8957","20231006","2","322","113","406","8","0.79","141","2","405","8","181","111","1","-"
"8958","20231006","2","3992","74","5","-19","798.4","1792","141","5","-19","2200","-67","-","-"
"8960","20231006","2","2129","32","56","-25","38.02","1103","6","39","-25","1026","26","17","-"
"8961","20231006","2","1737","-146","14","-12","124.07","931","-159","14","-12","806","13","-","-"
"8963","20231006","2","54289","7731","1473","-470","36.86","20714","1604","1333","-470","33575","6127","140","-"
"8964","20231006","2","543","13","44","-","12.34","282","13","3","-","261","-","41","-"
"8966","20231006","2","2730","28","47","-14","58.09","1703","18","46","-14","1027","10","1","-"
"8967","20231006","2","143","-96","278","80","0.51","86","-96","270","80","57","-","8","-"
"8968","20231006","2","1368","18","74","59","18.49","639","-1","74","59","729","19","-","-"
"8972","20231006","2","583","124","390","18","1.49","466","102","290","18","117","22","100","-"
"8975","20231006","2","2126","-198","-","-","-","1211","-234","-","-","915","36","-","-"
"8976","20231006","2","106","-3","69","10","1.54","57","-3","68","10","49","-","1","-"
"8977","20231006","2","559","26","287","18","1.95","220","-3","281","18","339","29","6","-"
"8979","20231006","1","552","-28","44","-","12.55","241","-33","-","-","311","5","44","-"
"8984","20231006","2","4695","346","370","-486","12.69","3473","297","302","-423","1222","49","68","-63"
"8985","20231006","2","15369","1599","319","-808","48.18","10469","1191","252","-791","4900","408","67","-17"
"8986","20231006","2","7100","6205","36309","36165","0.2","5819","5506","28553","28409","1281","699","7756","7756"
"8987","20231006","2","904","-93","441","-70","2.05","60","1","441","-70","844","-94","-","-"
