"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20231117","2","2276","-98","20","-11","113.8","620","-22","20","-11","1656","-76","-","-"
"2972","20231117","1","4295","53","-","-","-","735","-","-","-","3560","53","-","-"
"2979","20231117","2","7171","-153","418","188","17.16","6600","-161","390","180","571","8","28","8"
"2989","20231117","1","4033","-14","-","-","-","519","-28","-","-","3514","14","-","-"
"3226","20231117","2","168","2","74","4","2.27","136","9","74","4","32","-7","-","-"
"3234","20231117","2","1342","-53","55","2","24.4","366","-32","55","3","976","-21","-","-1"
"3249","20231117","2","4230","-126","30","1","141","2165","-124","25","-4","2065","-2","5","5"
"3269","20231117","2","393","-52","125","37","3.14","229","-37","114","37","164","-15","11","-"
"3279","20231117","2","511","-149","21","13","24.33","133","-111","21","13","378","-38","-","-"
"3281","20231117","2","2519","599","524","32","4.81","1447","772","443","24","1072","-173","81","8"
"3282","20231117","2","77","8","23","1","3.35","44","7","23","1","33","1","-","-"
"3283","20231117","2","833","78","72","-6","11.57","355","24","72","-6","478","54","-","-"
"3287","20231117","2","701","-160","160","32","4.38","427","-128","159","32","274","-32","1","-"
"3290","20231117","2","1769","-18","202","6","8.76","1206","-16","202","6","563","-2","-","-"
"3292","20231117","2","1414","294","120","13","11.78","958","270","116","13","456","24","4","-"
"3295","20231117","2","823","-168","190","-26","4.33","454","-187","190","-26","369","19","-","-"
"3296","20231117","2","794","-32","36","9","22.06","164","-32","34","9","630","-","2","-"
"3309","20231117","2","4445","-266","245","-65","18.14","438","-220","237","-65","4007","-46","8","-"
"3451","20231117","1","2218","-38","-","-","-","744","-76","-","-","1474","38","-","-"
"3455","20231117","2","983","-32","109","6","9.02","488","-16","108","6","495","-16","1","-"
"3459","20231117","2","2265","171","3","1","755","1365","134","3","1","900","37","-","-"
"3462","20231117","2","395","-88","1707","134","0.23","183","-80","830","112","212","-8","877","22"
"3463","20231117","1","6840","-56","-","-15","-","1828","-110","-","-","5012","54","-","-15"
"3466","20231117","2","831","32","195","-72","4.26","520","65","67","-72","311","-33","128","-"
"3468","20231117","2","4721","-1266","84","-10","56.2","1518","-441","84","-10","3203","-825","-","-"
"3470","20231117","1","1362","15","-","-","-","531","13","-","-","831","2","-","-"
"3471","20231117","2","205","-30","93","10","2.2","83","-23","93","10","122","-7","-","-"
"3472","20231117","1","3939","-549","-","-","-","3062","-634","-","-","877","85","-","-"
"3476","20231117","2","13298","3686","8871","8828","1.5","6730","2654","5822","5780","6568","1032","3049","3048"
"3481","20231117","2","401","-10","6","-1","66.83","242","-10","6","-1","159","-","-","-"
"3487","20231117","2","1186","63","1","-1","1186","698","63","1","-1","488","-","-","-"
"3488","20231117","1","3051","189","-","-","-","1652","44","-","-","1399","145","-","-"
"3492","20231117","2","8240","-85","883","41","9.33","2623","-107","883","41","5617","22","-","-"
"3493","20231117","1","2674","-877","1","-","2674","2398","-870","-","-","276","-7","1","-"
"8951","20231117","2","366","-15","364","-17","1.01","120","-11","297","-45","246","-4","67","28"
"8952","20231117","2","498","23","112","12","4.45","222","6","103","12","276","17","9","-"
"8953","20231117","2","5464","-654","483","231","11.31","1439","-558","434","231","4025","-96","49","-"
"8954","20231117","2","1002","-26","68","20","14.74","467","-106","51","20","535","80","17","-"
"8955","20231117","2","359","-54","20","-13","17.95","191","-32","14","-13","168","-22","6","-"
"8956","20231117","2","1905","175","489","-374","3.9","535","118","461","-358","1370","57","28","-16"
"8957","20231117","2","202","-93","126","-29","1.6","140","-62","125","-29","62","-31","1","-"
"8958","20231117","2","4570","420","52","34","87.88","1652","197","52","34","2918","223","-","-"
"8960","20231117","2","1358","-348","58","13","23.41","203","-465","41","13","1155","117","17","-"
"8961","20231117","2","2033","79","232","15","8.76","1306","72","212","25","727","7","20","-10"
"8963","20231117","2","56015","-4273","1816","406","30.85","21979","-2426","1676","406","34036","-1847","140","-"
"8964","20231117","2","545","-44","47","-2","11.6","247","-31","6","-2","298","-13","41","-"
"8966","20231117","2","1603","13","11","1","145.73","488","12","10","1","1115","1","1","-"
"8967","20231117","2","137","-9","224","30","0.61","79","-11","216","30","58","2","8","-"
"8968","20231117","2","946","5","399","54","2.37","286","-26","225","2","660","31","174","52"
"8972","20231117","2","4241","-452","438","59","9.68","3626","-372","438","59","615","-80","-","-"
"8975","20231117","2","1925","33","-","-","-","892","32","-","-","1033","1","-","-"
"8976","20231117","2","98","-19","108","62","0.91","57","-21","107","62","41","2","1","-"
"8977","20231117","2","694","23","430","35","1.61","247","-24","424","35","447","47","6","-"
"8979","20231117","1","491","9","44","-","11.16","183","8","-","-","308","1","44","-"
"8984","20231117","2","1079","-267","334","17","3.23","419","-287","314","25","660","20","20","-8"
"8985","20231117","2","20703","-3692","232","27","89.24","14294","-3619","171","27","6409","-73","61","-"
"8986","20231117","2","1263","-8","159","-459","7.94","404","3","159","-459","859","-11","-","-"
"8987","20231117","2","797","49","645","2","1.24","95","41","645","2","702","8","-","-"
