"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20240112","2","2290","-433","238","214","9.62","552","-393","238","214","1738","-40","-","-"
"2972","20240112","1","4154","-30","-","-","-","685","-78","-","-","3469","48","-","-"
"2979","20240112","2","4769","-1036","38","-15","125.5","4365","-1027","38","-15","404","-9","-","-"
"2989","20240112","1","4046","90","-","-","-","464","102","-","-","3582","-12","-","-"
"3226","20240112","2","169","1","70","6","2.41","116","-2","70","6","53","3","-","-"
"3234","20240112","2","1287","-74","236","161","5.45","179","-8","236","161","1108","-66","-","-"
"3249","20240112","2","1634","-695","181","124","9.03","898","-564","181","124","736","-131","-","-"
"3269","20240112","2","362","-41","98","25","3.69","183","-48","87","25","179","7","11","-"
"3279","20240112","2","655","5","13","-2","50.38","265","-6","13","-2","390","11","-","-"
"3281","20240112","2","1324","-442","358","-97","3.7","151","-190","286","-77","1173","-252","72","-20"
"3282","20240112","2","105","34","110","-141","0.95","59","20","110","-136","46","14","-","-5"
"3283","20240112","2","337","-65","271","62","1.24","188","-44","257","162","149","-21","14","-100"
"3287","20240112","2","949","1","15","-28","63.27","670","20","14","-28","279","-19","1","-"
"3290","20240112","2","1515","72","219","4","6.92","1016","79","219","4","499","-7","-","-"
"3292","20240112","2","2211","-405","96","33","23.03","656","-460","72","13","1555","55","24","20"
"3295","20240112","2","917","-25","21","1","43.67","428","-54","21","1","489","29","-","-"
"3296","20240112","2","918","24","34","-8","27","280","46","32","-8","638","-22","2","-"
"3309","20240112","2","3093","-48","788","-78","3.93","400","-40","781","-78","2693","-8","7","-"
"3451","20240112","1","1475","-623","-","-","-","540","-111","-","-","935","-512","-","-"
"3455","20240112","2","926","25","107","85","8.65","439","81","101","80","487","-56","6","5"
"3459","20240112","2","2105","33","21","16","100.24","1163","33","21","16","942","-","-","-"
"3462","20240112","2","913","323","414","-431","2.21","534","170","330","-161","379","153","84","-270"
"3463","20240112","1","4763","-1770","27","26","176.41","1415","-69","-","-","3348","-1701","27","26"
"3466","20240112","2","384","1","254","-29","1.51","104","-1","99","-29","280","2","155","-"
"3468","20240112","2","4733","-1477","172","127","27.52","1559","-1035","172","127","3174","-442","-","-"
"3470","20240112","1","2033","49","-","-","-","977","69","-","-","1056","-20","-","-"
"3471","20240112","2","282","-28","41","11","6.88","162","-12","41","11","120","-16","-","-"
"3472","20240112","1","1962","-402","-","-","-","739","-578","-","-","1223","176","-","-"
"3476","20240112","2","19285","516","20","-46","964.25","6277","-73","19","-46","13008","589","1","-"
"3481","20240112","2","367","-55","17","-2","21.59","197","-43","17","-2","170","-12","-","-"
"3487","20240112","2","1094","-193","17","-2","64.35","670","-179","17","-2","424","-14","-","-"
"3488","20240112","1","3266","291","-","-","-","2192","227","-","-","1074","64","-","-"
"3492","20240112","2","7566","753","996","46","7.6","2042","964","992","43","5524","-211","4","3"
"3493","20240112","2","889","-271","1","-","889","576","-348","1","-","313","77","-","-"
"8951","20240112","2","317","-30","342","156","0.93","91","-5","289","135","226","-25","53","21"
"8952","20240112","2","350","-19","271","145","1.29","119","-20","262","145","231","1","9","-"
"8953","20240112","2","2610","149","1313","21","1.99","221","20","1264","21","2389","129","49","-"
"8954","20240112","2","921","-276","51","-45","18.06","610","-77","34","-45","311","-199","17","-"
"8955","20240112","2","201","-23","28","5","7.18","73","-15","17","-","128","-8","11","5"
"8956","20240112","2","2001","75","189","-17","10.59","611","58","187","-17","1390","17","2","-"
"8957","20240112","2","401","-211","192","32","2.09","270","-206","191","32","131","-5","1","-"
"8958","20240112","2","3960","738","9","-8","440","1108","-184","9","-8","2852","922","-","-"
"8960","20240112","2","1925","-","101","75","19.06","630","-135","84","75","1295","135","17","-"
"8961","20240112","2","2281","-174","18","-9","126.72","1330","-117","18","-9","951","-57","-","-"
"8963","20240112","2","70448","20349","1130","-845","62.34","28228","11593","980","-840","42220","8756","150","-5"
"8964","20240112","2","762","80","127","-3","6","287","-11","66","-18","475","91","61","15"
"8966","20240112","2","5579","-180","3","-8","1859.67","4098","-178","2","-8","1481","-2","1","-"
"8967","20240112","2","124","-20","220","-85","0.56","51","-27","211","-6","73","7","9","-79"
"8968","20240112","2","662","124","1101","-229","0.6","156","55","611","-103","506","69","490","-126"
"8972","20240112","2","3000","-999","106","-57","28.3","2751","-982","106","-57","249","-17","-","-"
"8975","20240112","2","2310","306","-","-","-","1054","92","-","-","1256","214","-","-"
"8976","20240112","2","48","-13","21","-3","2.29","5","-14","20","-3","43","1","1","-"
"8977","20240112","2","842","-23","542","12","1.55","296","-97","537","12","546","74","5","-"
"8979","20240112","1","506","-46","44","-","11.5","166","-49","-","-","340","3","44","-"
"8984","20240112","2","1606","-1497","325","285","4.94","775","-1398","305","285","831","-99","20","-"
"8985","20240112","2","17047","-568","215","14","79.29","10118","-819","154","15","6929","251","61","-1"
"8986","20240112","2","930","31","31","7","30","476","26","31","7","454","5","-","-"
"8987","20240112","2","1263","433","176","-93","7.18","381","291","176","-93","882","142","-","-"
