"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230331","2","3829","-650","105","13","36.47","1466","-527","105","13","2363","-123","-","-"
"2972","20230331","1","13479","-145","-","-","-","9220","-138","-","-","4259","-7","-","-"
"2979","20230331","2","734","96","6","-9","122.33","523","76","6","-9","211","20","-","-"
"2989","20230331","1","6373","-114","-","-","-","3929","-62","-","-","2444","-52","-","-"
"3226","20230331","2","65","-45","59","12","1.1","37","-42","59","12","28","-3","-","-"
"3234","20230331","2","689","-22","440","31","1.57","159","-8","369","31","530","-14","71","-"
"3249","20230331","2","1163","-14","53","-309","21.94","622","1","53","-309","541","-15","-","-"
"3269","20230331","2","539","-98","59","5","9.14","320","20","52","5","219","-118","7","-"
"3278","20230331","2","123","-8","59","-20","2.08","90","-4","58","-20","33","-4","1","-"
"3279","20230331","2","961","15","27","26","35.59","334","-45","27","26","627","60","-","-"
"3281","20230331","2","845","134","244","-196","3.46","631","133","172","-196","214","1","72","-"
"3282","20230331","2","51","-22","862","55","0.06","45","-20","567","105","6","-2","295","-50"
"3283","20230331","2","491","79","113","-14","4.35","405","74","102","-14","86","5","11","-"
"3287","20230331","2","570","-47","147","9","3.88","358","-72","144","7","212","25","3","2"
"3290","20230331","2","1230","-21","190","-9","6.47","651","-41","190","-9","579","20","-","-"
"3292","20230331","2","677","-44","27","-41","25.07","296","-8","23","-41","381","-36","4","-"
"3295","20230331","2","607","2","8","-18","75.88","221","11","7","-18","386","-9","1","-"
"3296","20230331","2","2448","-90","33","5","74.18","1594","-101","33","5","854","11","-","-"
"3309","20230331","2","6643","426","149","60","44.58","1926","-594","146","63","4717","1020","3","-3"
"3451","20230331","1","2253","41","-","-","-","1137","-104","-","-","1116","145","-","-"
"3453","20230331","2","2083","-385","57","-5","36.54","978","-262","56","-5","1105","-123","1","-"
"3455","20230331","2","331","-143","129","8","2.57","222","-148","128","8","109","5","1","-"
"3459","20230331","1","1322","51","-","-","-","691","65","-","-","631","-14","-","-"
"3462","20230331","2","1608","32","155","-125","10.37","1006","24","140","-119","602","8","15","-6"
"3463","20230331","1","6349","-1725","4","-2172","1587.25","1292","-1380","-","-","5057","-345","4","-2172"
"3466","20230331","2","393","-40","115","-20","3.42","70","-31","115","-20","323","-9","-","-"
"3468","20230331","2","6379","-551","196","86","32.55","1396","-507","126","54","4983","-44","70","32"
"3470","20230331","1","2318","-141","-","-","-","1203","-129","-","-","1115","-12","-","-"
"3471","20230331","2","384","15","77","18","4.99","167","-","77","18","217","15","-","-"
"3472","20230331","1","5899","-234","-","-","-","4115","-226","-","-","1784","-8","-","-"
"3476","20230331","2","11944","-1650","183","-223","65.27","4758","-1323","179","-224","7186","-327","4","1"
"3481","20230331","2","472","27","26","-2","18.15","371","19","21","-2","101","8","5","-"
"3487","20230331","2","2020","-985","11708","6639","0.17","1141","-1286","7364","3745","879","301","4344","2894"
"3488","20230331","1","3125","-90","-","-","-","2307","-182","-","-","818","92","-","-"
"3492","20230331","2","14156","-1319","108","-337","131.07","8014","-849","107","-337","6142","-470","1","-"
"3493","20230331","1","517","-35","-","-","-","334","-104","-","-","183","69","-","-"
"8951","20230331","2","1368","-2","398","-116","3.44","900","57","389","-116","468","-59","9","-"
"8952","20230331","2","1578","608","2041","1546","0.77","863","529","1458","971","715","79","583","575"
"8953","20230331","2","3207","175","166","-39","19.32","1010","94","128","-39","2197","81","38","-"
"8954","20230331","2","715","-59","64","1","11.17","616","-35","50","1","99","-24","14","-"
"8955","20230331","2","235","-42","139","27","1.69","84","-30","138","27","151","-12","1","-"
"8956","20230331","2","1554","-104","522","144","2.98","232","-90","518","144","1322","-14","4","-"
"8957","20230331","2","230","3","395","5","0.58","173","1","393","5","57","2","2","-"
"8958","20230331","2","4386","-27","72","-19","60.92","1617","-303","72","-19","2769","276","-","-"
"8960","20230331","2","2310","66","73","8","31.64","506","-75","54","8","1804","141","19","-"
"8961","20230331","2","1601","39","66","-36","24.26","522","24","64","-36","1079","15","2","-"
"8963","20230331","2","52441","-8220","4206","2061","12.47","22146","-3556","3789","2061","30295","-4664","417","-"
"8964","20230331","2","713","-86","64","3","11.14","560","-82","23","5","153","-4","41","-2"
"8966","20230331","2","168","4","482","-9","0.35","87","-","481","-9","81","4","1","-"
"8967","20230331","2","80","1","628","122","0.13","46","-","619","122","34","1","9","-"
"8968","20230331","2","588","-56","147","15","4","209","-57","72","21","379","1","75","-6"
"8972","20230331","2","301","-93","19","7","15.84","181","-63","19","7","120","-30","-","-"
"8975","20230331","2","10096","2740","953","-121","10.59","590","-530","953","-121","9506","3270","-","-"
"8976","20230331","2","259","1","50","6","5.18","188","9","49","6","71","-8","1","-"
"8977","20230331","2","646","78","392","-13","1.65","293","-23","386","-13","353","101","6","-"
"8979","20230331","1","316","-4","44","-","7.18","62","-9","-","-","254","5","44","-"
"8984","20230331","2","815","92","123","26","6.63","324","-48","84","6","491","140","39","20"
"8985","20230331","2","8752","-2066","1195","104","7.32","5598","-998","1070","104","3154","-1068","125","-"
"8986","20230331","2","987","-64","64","23","15.42","695","-15","59","23","292","-49","5","-"
"8987","20230331","2","990","25","296","2","3.34","152","9","295","1","838","16","1","1"
