"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230714","2","2528","199","52","-11","48.62","573","170","52","-11","1955","29","-","-"
"2972","20230714","1","4642","-123","-","-","-","1104","3","-","-","3538","-126","-","-"
"2979","20230714","2","1257","239","-","-2","-","1040","237","-","-2","217","2","-","-"
"2989","20230714","1","1632","203","-","-","-","624","214","-","-","1008","-11","-","-"
"3226","20230714","2","54","-30","44","-4","1.23","34","-30","44","-4","20","-","-","-"
"3234","20230714","2","1084","-385","38","-111","28.53","226","-137","37","-86","858","-248","1","-25"
"3249","20230714","2","909","-53","219","-18","4.15","374","45","219","-18","535","-98","-","-"
"3269","20230714","2","367","-200","120","-65","3.06","178","-79","113","-65","189","-121","7","-"
"3278","20230714","2","260","-118","52","-19","5","235","-127","44","-22","25","9","8","3"
"3279","20230714","2","716","-15","38","17","18.84","213","-15","38","17","503","-","-","-"
"3281","20230714","2","1824","-435","2898","-48","0.63","893","-486","1274","-3","931","51","1624","-45"
"3282","20230714","2","46","-27","607","-25","0.08","34","-24","319","1","12","-3","288","-26"
"3283","20230714","2","481","-13","90","5","5.34","337","-6","90","5","144","-7","-","-"
"3287","20230714","2","1168","-381","89","36","13.12","788","-351","88","38","380","-30","1","-2"
"3290","20230714","2","1997","-173","135","-","14.79","1501","-119","135","-","496","-54","-","-"
"3292","20230714","2","471","9","172","62","2.74","161","6","168","62","310","3","4","-"
"3295","20230714","2","525","55","246","45","2.13","75","3","245","45","450","52","1","-"
"3296","20230714","2","833","-38","42","-21","19.83","91","-32","36","-10","742","-6","6","-11"
"3309","20230714","2","4446","-1057","764","74","5.82","393","-702","755","74","4053","-355","9","-"
"3451","20230714","1","1792","10","-","-","-","705","-28","-","-","1087","38","-","-"
"3453","20230714","2","1816","1154","421","-42","4.31","1460","1228","240","-42","356","-74","181","-"
"3455","20230714","2","445","4","236","-5","1.89","344","-9","222","-7","101","13","14","2"
"3459","20230714","1","1010","13","-","-","-","535","24","-","-","475","-11","-","-"
"3462","20230714","2","2464","147","223","-305","11.05","239","-4","127","-39","2225","151","96","-266"
"3463","20230714","1","5441","39","37","15","147.05","2328","187","-","-","3113","-148","37","15"
"3466","20230714","2","2297","-1355","2248","-1258","1.02","1942","-1310","1715","-1033","355","-45","533","-225"
"3468","20230714","2","4697","323","85","32","55.26","661","95","85","32","4036","228","-","-"
"3470","20230714","1","1384","80","-","-","-","446","32","-","-","938","48","-","-"
"3471","20230714","2","318","31","194","29","1.64","213","27","194","29","105","4","-","-"
"3472","20230714","1","5334","260","-","-","-","4188","233","-","-","1146","27","-","-"
"3476","20230714","2","9500","182","183","43","51.91","2843","-154","172","44","6657","336","11","-1"
"3481","20230714","2","245","-37","42","6","5.83","199","-20","37","6","46","-17","5","-"
"3487","20230714","2","774","-55","110","4","7.04","403","-40","110","4","371","-15","-","-"
"3488","20230714","1","2475","-174","-","-","-","1718","-217","-","-","757","43","-","-"
"3492","20230714","2","8633","-695","46","8","187.67","2356","-631","46","8","6277","-64","-","-"
"3493","20230714","1","1144","122","-","-","-","1018","134","-","-","126","-12","-","-"
"8951","20230714","2","1614","-72","343","116","4.71","262","-43","332","116","1352","-29","11","-"
"8952","20230714","2","668","-72","73","-19","9.15","320","-25","53","-28","348","-47","20","9"
"8953","20230714","2","10460","190","110","-48","95.09","2183","-60","56","-48","8277","250","54","-"
"8954","20230714","2","643","-230","73","9","8.81","508","-90","53","9","135","-140","20","-"
"8955","20230714","2","282","-4","38","-14","7.42","122","28","37","-14","160","-32","1","-"
"8956","20230714","2","1390","-61","157","-5","8.85","198","-48","155","-5","1192","-13","2","-"
"8957","20230714","2","223","9","380","28","0.59","174","12","378","28","49","-3","2","-"
"8958","20230714","2","2642","-55","174","18","15.18","848","-86","174","18","1794","31","-","-"
"8960","20230714","2","2245","-65","76","2","29.54","472","-96","55","2","1773","31","21","-"
"8961","20230714","2","985","32","34","-14","28.97","347","28","32","-14","638","4","2","-"
"8963","20230714","2","60009","-547","2498","-151","24.02","27370","-762","1970","-146","32639","215","528","-5"
"8964","20230714","2","479","-129","65","8","7.37","238","-119","24","8","241","-10","41","-"
"8966","20230714","2","2935","595","405","-22","7.25","2175","539","404","-22","760","56","1","-"
"8967","20230714","2","136","24","301","-145","0.45","79","11","292","-145","57","13","9","-"
"8968","20230714","2","718","-8","181","7","3.97","249","-8","180","7","469","-","1","-"
"8972","20230714","2","991","511","424","-223","2.34","869","513","244","-223","122","-2","180","-"
"8975","20230714","2","11408","-79","318","-","35.87","979","-63","318","-","10429","-16","-","-"
"8976","20230714","2","145","17","93","-15","1.56","53","16","91","-15","92","1","2","-"
"8977","20230714","2","404","-98","387","10","1.04","118","-96","381","10","286","-2","6","-"
"8979","20230714","1","481","88","44","-","10.93","238","86","-","-","243","2","44","-"
"8984","20230714","2","989","-304","58","-36","17.05","303","-221","47","-36","686","-83","11","-"
"8985","20230714","2","11576","-688","394","-53","29.38","5980","-23","262","-53","5596","-665","132","-"
"8986","20230714","2","590","-54","24","4","24.58","357","-55","19","4","233","1","5","-"
"8987","20230714","2","1434","-60","612","256","2.34","112","-35","460","156","1322","-25","152","100"
