"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20231013","2","2345","-43","24","2","97.71","590","-19","24","2","1755","-24","-","-"
"2972","20231013","1","3410","-31","-","-","-","642","-18","-","-","2768","-13","-","-"
"2979","20231013","2","4701","47","156","7","30.13","4315","112","156","26","386","-65","-","-19"
"2989","20231013","1","4116","-71","-","-","-","595","-52","-","-","3521","-19","-","-"
"3226","20231013","2","193","71","238","144","0.81","154","64","238","144","39","7","-","-"
"3234","20231013","2","1369","-95","872","821","1.57","388","-77","872","821","981","-18","-","-"
"3249","20231013","2","3664","-3","692","656","5.29","1867","-","692","656","1797","-3","-","-"
"3269","20231013","2","456","-76","1025","-316","0.44","284","-77","892","-316","172","1","133","-"
"3278","20231013","2","174","-3","10","10","17.4","169","-3","10","10","5","-","-","-"
"3279","20231013","2","615","5","301","274","2.04","126","2","301","274","489","3","-","-"
"3281","20231013","2","2847","-363","780","404","3.65","1534","-275","499","197","1313","-88","281","207"
"3282","20231013","2","82","11","441","340","0.19","44","5","441","340","38","6","-","-"
"3283","20231013","2","424","42","623","110","0.68","274","64","623","117","150","-22","-","-7"
"3287","20231013","2","884","10","60","-3","14.73","544","9","59","-3","340","1","1","-"
"3290","20231013","2","1818","-30","104","4","17.48","1366","-18","104","4","452","-12","-","-"
"3292","20231013","2","813","15","846","771","0.96","423","44","842","771","390","-29","4","-"
"3295","20231013","2","873","319","1249","794","0.7","234","119","1249","794","639","200","-","-"
"3296","20231013","2","673","-47","44","-3","15.3","109","-14","42","-3","564","-33","2","-"
"3309","20231013","2","4551","215","1590","1279","2.86","385","27","1583","1279","4166","188","7","-"
"3451","20231013","1","1499","-190","-","-","-","534","-164","-","-","965","-26","-","-"
"3453","20231013","2","343","-44","76","-35","4.51","81","-23","76","-35","262","-21","-","-"
"3455","20231013","2","941","46","115","7","8.18","572","42","114","7","369","4","1","-"
"3459","20231013","2","1487","36","4","4","371.75","877","35","4","4","610","1","-","-"
"3462","20231013","2","1356","-217","1475","-145","0.92","242","-18","794","90","1114","-199","681","-235"
"3463","20231013","1","5598","-54","-","-","-","857","31","-","-","4741","-85","-","-"
"3466","20231013","2","1072","-1287","885","746","1.21","669","-1115","885","746","403","-172","-","-"
"3468","20231013","2","4415","-870","128","51","34.49","1019","-649","128","51","3396","-221","-","-"
"3470","20231013","1","1379","-166","-","-","-","513","-42","-","-","866","-124","-","-"
"3471","20231013","2","326","-63","335","248","0.97","191","-30","335","248","135","-33","-","-"
"3472","20231013","1","4897","-10","-","-","-","3780","-11","-","-","1117","1","-","-"
"3476","20231013","2","8977","211","1063","493","8.44","2822","301","343","-2","6155","-90","720","495"
"3481","20231013","2","715","-187","29","4","24.66","565","-180","23","3","150","-7","6","1"
"3487","20231013","2","1256","-54","2","1","628","796","-44","2","1","460","-10","-","-"
"3488","20231013","1","2651","-109","-","-","-","1430","-105","-","-","1221","-4","-","-"
"3492","20231013","2","8321","-223","887","47","9.38","2311","-182","887","47","6010","-41","-","-"
"3493","20231013","1","4446","-173","-","-","-","4161","-152","-","-","285","-21","-","-"
"8951","20231013","2","504","-86","154","-1","3.27","210","-28","141","-1","294","-58","13","-"
"8952","20231013","2","427","8","331","135","1.29","165","13","321","134","262","-5","10","1"
"8953","20231013","2","10967","1131","499","437","21.98","2907","1086","450","437","8060","45","49","-"
"8954","20231013","2","373","-192","402","348","0.93","230","-99","385","348","143","-93","17","-"
"8955","20231013","2","285","-9","303","290","0.94","131","-9","302","290","154","-","1","-"
"8956","20231013","2","1350","107","1400","1096","0.96","119","25","1348","1046","1231","82","52","50"
"8957","20231013","2","347","25","376","-30","0.92","161","20","375","-30","186","5","1","-"
"8958","20231013","2","4087","95","14","9","291.93","1683","-109","14","9","2404","204","-","-"
"8960","20231013","2","2195","66","562","506","3.91","1126","23","545","506","1069","43","17","-"
"8961","20231013","2","1836","99","2250","2236","0.82","1032","101","2250","2236","804","-2","-","-"
"8963","20231013","2","54207","-82","2717","1244","19.95","20351","-363","2577","1244","33856","281","140","-"
"8964","20231013","2","535","-8","291","247","1.84","277","-5","250","247","258","-3","41","-"
"8966","20231013","2","2726","-4","47","-","58","1703","-","46","-","1023","-4","1","-"
"8967","20231013","2","141","-2","562","284","0.25","88","2","554","284","53","-4","8","-"
"8968","20231013","2","1258","-110","118","44","10.66","595","-44","118","44","663","-66","-","-"
"8972","20231013","2","440","-143","794","404","0.55","323","-143","694","404","117","-","100","-"
"8975","20231013","2","2135","9","5","5","427","1253","42","-","-","882","-33","5","5"
"8976","20231013","2","152","46","309","240","0.49","106","49","308","240","46","-3","1","-"
"8977","20231013","2","608","49","308","21","1.97","243","23","302","21","365","26","6","-"
"8979","20231013","1","524","-28","44","-","11.91","223","-18","-","-","301","-10","44","-"
"8984","20231013","2","3503","-1192","544","174","6.44","2520","-953","476","174","983","-239","68","-"
"8985","20231013","2","16554","1185","1528","1209","10.83","11280","811","1461","1209","5274","374","67","-"
"8986","20231013","2","2134","-4966","7265","-29044","0.29","1216","-4603","5805","-22748","918","-363","1460","-6296"
"8987","20231013","2","927","23","1595","1154","0.58","79","19","1595","1154","848","4","-","-"
