"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230908","2","2487","13","32","9","77.72","556","50","32","9","1931","-37","-","-"
"2972","20230908","1","3887","35","4","-","971.75","535","-11","-","-","3352","46","4","-"
"2979","20230908","2","1968","-845","65","1","30.28","1665","-875","65","1","303","30","-","-"
"2989","20230908","1","2991","335","-","-","-","666","-35","-","-","2325","370","-","-"
"3226","20230908","2","174","102","97","-7","1.79","134","98","97","-6","40","4","-","-1"
"3234","20230908","2","1079","-37","69","6","15.64","245","-11","69","6","834","-26","-","-"
"3249","20230908","2","1128","36","23","10","49.04","446","26","23","10","682","10","-","-"
"3269","20230908","2","400","41","60","-40","6.67","258","40","54","-38","142","1","6","-2"
"3278","20230908","2","204","15","25","-21","8.16","197","12","25","-21","7","3","-","-"
"3279","20230908","2","695","-15","12","-7","57.92","195","5","12","-7","500","-20","-","-"
"3281","20230908","2","3448","869","398","53","8.66","2290","1021","324","58","1158","-152","74","-5"
"3282","20230908","2","107","7","150","-45","0.71","79","7","150","-44","28","-","-","-1"
"3283","20230908","2","639","345","60","-263","10.65","485","322","60","-263","154","23","-","-"
"3287","20230908","2","939","-158","57","14","16.47","570","-113","56","14","369","-45","1","-"
"3290","20230908","2","1647","-258","110","-15","14.97","1221","-255","103","-22","426","-3","7","7"
"3292","20230908","2","622","40","49","-4","12.69","247","-28","45","-4","375","68","4","-"
"3295","20230908","2","426","-10","493","8","0.86","180","4","493","8","246","-14","-","-"
"3296","20230908","2","743","-2","56","-1","13.27","156","8","56","-1","587","-10","-","-"
"3309","20230908","2","4644","5","281","-162","16.53","202","2","272","-162","4442","3","9","-"
"3451","20230908","1","1751","-37","-","-","-","773","-29","-","-","978","-8","-","-"
"3453","20230908","2","816","-484","157","-160","5.2","507","-463","157","-160","309","-21","-","-"
"3455","20230908","2","757","-112","123","-26","6.15","475","-104","122","-26","282","-8","1","-"
"3459","20230908","2","1449","-68","-","-","-","820","-47","-","-","629","-21","-","-"
"3462","20230908","2","1849","-239","1088","-340","1.7","101","-24","751","-49","1748","-215","337","-291"
"3463","20230908","1","5689","957","-","-","-","631","-45","-","-","5058","1002","-","-"
"3466","20230908","2","1164","384","226","2","5.15","777","432","226","2","387","-48","-","-"
"3468","20230908","2","7267","329","3215","-8674","2.26","2051","140","3215","-8674","5216","189","-","-"
"3470","20230908","1","1332","27","-","-","-","500","7","-","-","832","20","-","-"
"3471","20230908","2","245","-98","195","54","1.26","152","-86","195","54","93","-12","-","-"
"3472","20230908","1","5207","84","-","-","-","3907","-10","-","-","1300","94","-","-"
"3476","20230908","2","10330","-342","148","-19","69.8","3393","-123","147","-19","6937","-219","1","-"
"3481","20230908","2","376","-52","25","2","15.04","252","-12","20","2","124","-40","5","-"
"3487","20230908","2","1506","-844","15","12","100.4","1124","-816","15","12","382","-28","-","-"
"3488","20230908","1","2863","207","-","-","-","1347","185","-","-","1516","22","-","-"
"3492","20230908","2","9388","778","952","-10","9.86","2421","1128","952","-","6967","-350","-","-10"
"3493","20230908","1","1695","-104","-","-","-","1453","-87","-","-","242","-17","-","-"
"8951","20230908","2","450","-163","153","-51","2.94","138","-2","141","-49","312","-161","12","-2"
"8952","20230908","2","298","4","234","-53","1.27","85","-11","224","-53","213","15","10","-"
"8953","20230908","2","8866","-743","235","4","37.73","974","-161","186","9","7892","-582","49","-5"
"8954","20230908","2","222","-325","100","-32","2.22","147","-105","83","-27","75","-220","17","-5"
"8955","20230908","2","244","-45","41","6","5.95","112","-41","40","6","132","-4","1","-"
"8956","20230908","2","1302","30","155","-19","8.4","143","15","153","-19","1159","15","2","-"
"8957","20230908","2","165","-126","371","-","0.44","111","-27","369","-","54","-99","2","-"
"8958","20230908","2","2574","63","118","8","21.81","1007","57","115","5","1567","6","3","3"
"8960","20230908","2","2648","-49","84","28","31.52","1227","-54","67","32","1421","5","17","-4"
"8961","20230908","2","1490","550","243","42","6.13","931","561","241","40","559","-11","2","2"
"8963","20230908","2","39712","1826","5552","836","7.15","13340","3240","5411","836","26372","-1414","141","-"
"8964","20230908","2","427","-51","47","-4","9.09","197","-51","6","-4","230","-","41","-"
"8966","20230908","2","3293","-149","102","7","32.28","2277","-48","101","7","1016","-101","1","-"
"8967","20230908","2","111","21","432","158","0.26","66","20","424","159","45","1","8","-1"
"8968","20230908","2","1208","-81","126","95","9.59","560","-60","126","95","648","-21","-","-"
"8972","20230908","2","598","-68","340","4","1.76","471","-74","160","4","127","6","180","-"
"8975","20230908","2","1724","-9583","-","-41","-","941","72","-","-41","783","-9655","-","-"
"8976","20230908","2","58","1","188","16","0.31","16","8","187","16","42","-7","1","-"
"8977","20230908","2","426","-11","301","-5","1.42","162","9","295","-5","264","-20","6","-"
"8979","20230908","1","601","-25","44","-","13.66","302","-26","-","-","299","1","44","-"
"8984","20230908","2","5051","1118","17445","15336","0.29","3519","330","14271","12977","1532","788","3174","2359"
"8985","20230908","2","17067","-2527","384","111","44.45","11137","-2377","295","124","5930","-150","89","-13"
"8986","20230908","2","906","22","193","129","4.69","553","-2","193","129","353","24","-","-"
"8987","20230908","2","1200","128","415","-18","2.89","55","-1","415","-18","1145","129","-","-"
