"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230804","2","2510","137","115","-3","21.83","609","116","115","-3","1901","21","-","-"
"2972","20230804","1","4022","-280","-","-","-","651","-242","-","-","3371","-38","-","-"
"2979","20230804","2","2650","-130","-","-","-","2395","-77","-","-","255","-53","-","-"
"2989","20230804","1","2035","8","-","-","-","859","17","-","-","1176","-9","-","-"
"3226","20230804","2","101","52","73","-8","1.38","80","50","73","-8","21","2","-","-"
"3234","20230804","2","2031","275","72","-42","28.21","482","107","72","-27","1549","168","-","-15"
"3249","20230804","2","1279","587","107","-235","11.95","502","322","107","-235","777","265","-","-"
"3269","20230804","2","247","-31","32","-104","7.72","105","15","25","-104","142","-46","7","-"
"3278","20230804","2","256","-39","134","-9","1.91","242","-4","10","1","14","-35","124","-10"
"3279","20230804","2","752","31","13","-21","57.85","222","2","13","-21","530","29","-","-"
"3281","20230804","2","3475","1816","1772","-1448","1.96","1862","1099","271","-1345","1613","717","1501","-103"
"3282","20230804","2","63","10","187","-69","0.34","35","8","187","-69","28","2","-","-"
"3283","20230804","2","593","165","96","-69","6.18","449","164","95","-70","144","1","1","1"
"3287","20230804","2","1196","117","86","2","13.91","806","99","84","1","390","18","2","1"
"3290","20230804","2","1973","-71","152","11","12.98","1527","-40","152","11","446","-31","-","-"
"3292","20230804","2","618","10","146","-33","4.23","316","55","142","-33","302","-45","4","-"
"3295","20230804","2","489","-66","439","41","1.11","175","-40","438","41","314","-26","1","-"
"3296","20230804","2","1464","-24","28","-10","52.29","751","15","28","-10","713","-39","-","-"
"3309","20230804","2","3990","-256","719","-35","5.55","189","-28","710","-35","3801","-228","9","-"
"3451","20230804","1","1859","212","-","-5","-","707","131","-","-","1152","81","-","-5"
"3453","20230804","2","1333","-58","103","-15","12.94","994","-60","102","-15","339","2","1","-"
"3455","20230804","2","828","274","159","-55","5.21","612","187","158","-17","216","87","1","-38"
"3459","20230804","2","1472","198","-","-","-","918","120","-","-","554","78","-","-"
"3462","20230804","2","2299","-312","1463","1098","1.57","112","-300","978","637","2187","-12","485","461"
"3463","20230804","1","3205","-221","1","-86","3205","1282","-414","-","-","1923","193","1","-86"
"3466","20230804","2","3008","976","456","-85","6.6","2439","817","448","-26","569","159","8","-59"
"3468","20230804","2","4683","-296","148","-36","31.64","480","-185","148","4","4203","-111","-","-40"
"3470","20230804","1","1256","-","-","-","-","397","16","-","-","859","-16","-","-"
"3471","20230804","2","886","577","4046","3809","0.22","502","287","3043","2806","384","290","1003","1003"
"3472","20230804","1","5102","-57","-","-","-","3912","-40","-","-","1190","-17","-","-"
"3476","20230804","2","10027","-81","201","91","49.89","2484","77","190","91","7543","-158","11","-"
"3481","20230804","2","358","87","35","-8","10.23","260","32","30","-8","98","55","5","-"
"3487","20230804","2","1684","892","85","-33","19.81","1280","842","85","-33","404","50","-","-"
"3488","20230804","1","2163","328","-","-","-","1200","68","-","-","963","260","-","-"
"3492","20230804","2","7638","-459","169","59","45.2","1549","-167","169","59","6089","-292","-","-"
"3493","20230804","1","2449","1040","-","-5","-","2220","1008","-","-","229","32","-","-5"
"8951","20230804","2","1574","38","288","-183","5.47","189","18","267","-174","1385","20","21","-9"
"8952","20230804","2","400","-5","105","-81","3.81","126","-9","90","-81","274","4","15","-"
"8953","20230804","2","12216","-859","150","-117","81.44","3813","-466","96","-117","8403","-393","54","-"
"8954","20230804","2","498","-30","99","-64","5.03","382","-20","79","-64","116","-10","20","-"
"8955","20230804","2","326","-27","29","-24","11.24","166","-21","28","-24","160","-6","1","-"
"8956","20230804","2","1375","-9","251","18","5.48","169","-11","249","18","1206","2","2","-"
"8957","20230804","2","253","41","434","-35","0.58","175","19","432","-35","78","22","2","-"
"8958","20230804","2","2325","-133","140","-56","16.61","878","96","140","-56","1447","-229","-","-"
"8960","20230804","2","2844","630","78","-136","36.46","1493","756","57","-136","1351","-126","21","-"
"8961","20230804","2","801","-677","101","-39","7.93","230","-570","99","-39","571","-107","2","-"
"8963","20230804","2","45609","-3433","23613","-108864","1.93","14679","-3673","21642","-97026","30930","240","1971","-11838"
"8964","20230804","2","1056","177","55","-15","19.2","779","123","12","-17","277","54","43","2"
"8966","20230804","2","3689","912","345","-94","10.69","2592","597","344","-94","1097","315","1","-"
"8967","20230804","2","184","32","302","-27","0.61","117","32","293","-27","67","-","9","-"
"8968","20230804","2","733","231","250","-19","2.93","273","121","249","-19","460","110","1","-"
"8972","20230804","2","783","-19","250","-42","3.13","655","-19","70","-42","128","-","180","-"
"8975","20230804","2","11364","7","93","-21","122.19","911","-","93","-21","10453","7","-","-"
"8976","20230804","2","82","-103","152","89","0.54","11","-71","150","89","71","-32","2","-"
"8977","20230804","2","481","15","401","-5","1.2","223","25","395","-5","258","-10","6","-"
"8979","20230804","1","685","73","44","-","15.57","387","41","-","-","298","32","44","-"
"8984","20230804","2","964","94","106","9","9.09","401","176","93","7","563","-82","13","2"
"8985","20230804","2","19780","-1045","319","-95","62.01","10551","-489","198","-84","9229","-556","121","-11"
"8986","20230804","2","620","68","32","-41","19.38","351","31","27","-41","269","37","5","-"
"8987","20230804","2","1256","-1","623","-152","2.02","47","-18","474","-67","1209","17","149","-85"
