"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230630","2","2372","-197","38","21","62.42","382","-128","38","21","1990","-69","-","-"
"2972","20230630","1","4783","-206","-","-1","-","1149","-157","-","-","3634","-49","-","-1"
"2979","20230630","2","1124","126","3","-1","374.67","904","102","3","-1","220","24","-","-"
"2989","20230630","1","1813","-654","-","-","-","743","-617","-","-","1070","-37","-","-"
"3226","20230630","2","61","10","35","-45","1.74","42","8","35","-45","19","2","-","-"
"3234","20230630","2","1244","-73","247","-151","5.04","376","-110","181","-151","868","37","66","-"
"3249","20230630","2","934","115","222","-85","4.21","380","58","222","-85","554","57","-","-"
"3269","20230630","2","344","34","199","-141","1.73","187","30","192","-141","157","4","7","-"
"3278","20230630","2","296","-168","104","70","2.85","275","-159","101","69","21","-9","3","1"
"3279","20230630","2","720","4","29","-27","24.83","224","5","29","-27","496","-1","-","-"
"3281","20230630","2","2088","831","3011","-296","0.69","1433","805","1332","-166","655","26","1679","-130"
"3282","20230630","2","86","26","383","-226","0.22","72","22","215","-202","14","4","168","-24"
"3283","20230630","2","570","-61","105","-86","5.43","414","-75","105","-86","156","14","-","-"
"3287","20230630","2","1428","73","61","-2","23.41","1038","43","60","-2","390","30","1","-"
"3290","20230630","2","2129","-114","155","11","13.74","1586","-4","155","11","543","-110","-","-"
"3292","20230630","2","386","-382","90","-38","4.29","143","-381","80","-44","243","-1","10","6"
"3295","20230630","2","403","-96","72","-28","5.6","69","-123","71","-28","334","27","1","-"
"3296","20230630","2","938","-474","59","-1","15.9","198","-457","59","-1","740","-17","-","-"
"3309","20230630","2","5726","1286","932","11","6.14","623","441","693","-219","5103","845","239","230"
"3451","20230630","1","1793","-182","-","-","-","726","-107","-","-","1067","-75","-","-"
"3453","20230630","2","1315","-548","719","580","1.83","848","-475","718","580","467","-73","1","-"
"3455","20230630","2","374","73","218","-30","1.72","305","63","216","-30","69","10","2","-"
"3459","20230630","1","1155","-9","-","-","-","586","-30","-","-","569","21","-","-"
"3462","20230630","2","1973","28","500","4","3.95","186","-133","176","-148","1787","161","324","152"
"3463","20230630","1","5629","-913","13","12","433","2212","-229","-","-","3417","-684","13","12"
"3466","20230630","2","8625","8234","7608","7175","1.13","7846","7783","4909","4534","779","451","2699","2641"
"3468","20230630","2","4328","-258","9","-24","480.89","561","-142","9","-24","3767","-116","-","-"
"3470","20230630","1","1493","175","-","-","-","582","-3","-","-","911","178","-","-"
"3471","20230630","2","260","27","162","-50","1.6","163","17","150","-36","97","10","12","-14"
"3472","20230630","1","5063","-56","-","-","-","3901","-35","-","-","1162","-21","-","-"
"3476","20230630","2","9242","-82","180","140","51.34","2904","164","167","140","6338","-246","13","-"
"3481","20230630","2","242","2","42","-9","5.76","195","-12","37","-9","47","14","5","-"
"3487","20230630","2","963","324","123","-","7.83","529","180","121","-","434","144","2","-"
"3488","20230630","1","2707","31","-","-","-","1958","53","-","-","749","-22","-","-"
"3492","20230630","2","9530","-388","289","249","32.98","3243","-128","289","249","6287","-260","-","-"
"3493","20230630","1","1106","164","-","-","-","982","150","-","-","124","14","-","-"
"8951","20230630","2","2246","71","145","4","15.49","568","81","134","4","1678","-10","11","-"
"8952","20230630","2","735","-246","161","-13","4.57","384","-31","150","-3","351","-215","11","-10"
"8953","20230630","2","8767","1408","93","-320","94.27","1404","38","39","-320","7363","1370","54","-"
"8954","20230630","2","558","-122","81","-116","6.89","371","-206","61","-116","187","84","20","-"
"8955","20230630","2","237","-28","92","-143","2.58","53","-48","91","-143","184","20","1","-"
"8956","20230630","2","1525","-144","125","-38","12.2","327","-49","123","-38","1198","-95","2","-"
"8957","20230630","2","230","-260","315","-16","0.73","183","-139","313","-16","47","-121","2","-"
"8958","20230630","2","2847","-176","200","111","14.23","1045","-135","168","79","1802","-41","32","32"
"8960","20230630","2","2282","138","28","-154","81.5","539","55","7","-154","1743","83","21","-"
"8961","20230630","2","922","-227","21","-158","43.9","260","-139","19","-158","662","-88","2","-"
"8963","20230630","2","56922","-1698","2811","-6","20.25","24834","-1575","2283","75","32088","-123","528","-81"
"8964","20230630","2","633","159","50","-18","12.66","385","219","9","-18","248","-60","41","-"
"8966","20230630","2","1659","450","610","-116","2.72","928","404","609","-116","731","46","1","-"
"8967","20230630","2","92","29","520","-143","0.18","49","20","511","-143","43","9","9","-"
"8968","20230630","2","615","-127","178","51","3.46","142","-73","177","51","473","-54","1","-"
"8972","20230630","2","435","-208","458","-128","0.95","314","-223","278","-148","121","15","180","20"
"8975","20230630","2","11582","-351","403","-80","28.74","1117","-150","403","-80","10465","-201","-","-"
"8976","20230630","2","187","-161","87","47","2.15","82","-132","85","47","105","-29","2","-"
"8977","20230630","2","416","-32","422","-30","0.99","137","-29","416","-30","279","-3","6","-"
"8979","20230630","1","288","-3","44","-","6.55","104","-1","-","-","184","-2","44","-"
"8984","20230630","2","1301","26","88","-62","14.78","546","-46","77","-62","755","72","11","-"
"8985","20230630","2","11235","-1639","387","-232","29.03","6287","-1673","255","-204","4948","34","132","-28"
"8986","20230630","2","735","-91","13","-95","56.54","503","-78","8","-95","232","-13","5","-"
"8987","20230630","2","1584","-578","306","-4","5.18","233","-536","286","-24","1351","-42","20","20"
