"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20240202","2","2872","406","544","-51","5.28","650","97","544","-51","2222","309","-","-"
"2972","20240202","1","4924","129","-","-","-","594","-122","-","-","4330","251","-","-"
"2979","20240202","2","5448","1141","11","-33","495.27","4902","1049","11","-33","546","92","-","-"
"2989","20240202","1","4711","199","210","-161","22.43","990","186","-","-","3721","13","210","-161"
"3226","20240202","2","184","3","73","19","2.52","126","-","65","11","58","3","8","8"
"3234","20240202","2","1797","232","228","6","7.88","488","176","227","5","1309","56","1","1"
"3249","20240202","2","2832","1246","23","-113","123.13","1103","522","23","-113","1729","724","-","-"
"3269","20240202","2","386","14","257","32","1.5","153","-10","246","32","233","24","11","-"
"3279","20240202","2","624","24","57","-19","10.95","194","13","56","-20","430","11","1","1"
"3281","20240202","2","3342","933","50","-45","66.84","829","263","19","-45","2513","670","31","-"
"3282","20240202","2","331","92","7","-12","47.29","187","64","7","-12","144","28","-","-"
"3283","20240202","2","755","246","368","-139","2.05","483","133","349","-139","272","113","19","-"
"3287","20240202","2","1176","65","40","28","29.4","873","68","39","28","303","-3","1","-"
"3290","20240202","2","1796","69","245","19","7.33","1295","57","245","19","501","12","-","-"
"3292","20240202","2","2270","88","70","-241","32.43","744","51","62","-33","1526","37","8","-208"
"3295","20240202","2","711","-47","56","23","12.7","289","-23","56","23","422","-24","-","-"
"3296","20240202","2","987","5","16","-8","61.69","230","4","14","-8","757","1","2","-"
"3309","20240202","2","3102","-101","666","4","4.66","335","-95","659","5","2767","-6","7","-1"
"3451","20240202","1","1508","37","-","-","-","433","2","-","-","1075","35","-","-"
"3455","20240202","2","1799","670","93","-234","19.34","1041","498","91","-122","758","172","2","-112"
"3459","20240202","2","2373","450","25","-93","94.92","1418","326","25","-9","955","124","-","-84"
"3462","20240202","2","1374","159","150","-53","9.16","924","103","70","-51","450","56","80","-2"
"3463","20240202","1","4620","771","2","-186","2310","2663","744","-","-","1957","27","2","-186"
"3466","20240202","2","1428","948","519","202","2.75","224","99","149","94","1204","849","370","108"
"3468","20240202","2","6588","-762","464","-1557","14.2","1467","-1267","464","-1260","5121","505","-","-297"
"3470","20240202","1","1431","-157","-","-","-","471","-139","-","-","960","-18","-","-"
"3471","20240202","2","314","96","20","-53","15.7","172","53","20","8","142","43","-","-61"
"3472","20240202","1","1713","-374","-","-","-","868","-410","-","-","845","36","-","-"
"3476","20240202","2","21473","730","24","1","894.71","5882","279","23","1","15591","451","1","-"
"3481","20240202","2","746","282","21","-","35.52","143","19","21","-","603","263","-","-"
"3487","20240202","2","1850","-744","9","-","205.56","1392","-726","9","-","458","-18","-","-"
"3488","20240202","1","2517","-608","-","-","-","1653","-351","-","-","864","-257","-","-"
"3492","20240202","2","8005","607","1210","32","6.62","2236","571","1207","33","5769","36","3","-1"
"3493","20240202","2","500","44","17","12","29.41","163","-24","17","12","337","68","-","-"
"8951","20240202","2","718","-48","159","-7","4.52","460","-49","129","-6","258","1","30","-1"
"8952","20240202","2","498","-134","88","5","5.66","183","-20","78","4","315","-114","10","1"
"8953","20240202","2","4499","776","672","-47","6.69","551","42","593","-77","3948","734","79","30"
"8954","20240202","2","875","62","81","16","10.8","499","13","64","16","376","49","17","-"
"8955","20240202","2","222","-7","8","-9","27.75","88","-7","1","-10","134","-","7","1"
"8956","20240202","2","1940","-16","142","-7","13.66","527","-32","138","-11","1413","16","4","4"
"8957","20240202","2","378","38","308","-28","1.23","228","58","307","70","150","-20","1","-98"
"8958","20240202","2","3670","67","12","-1","305.83","1042","-14","12","-1","2628","81","-","-"
"8960","20240202","2","2481","360","38","-21","65.29","680","151","18","-24","1801","209","20","3"
"8961","20240202","2","2468","749","58","16","42.55","678","-74","58","17","1790","823","-","-1"
"8963","20240202","2","65120","573","965","-84","67.48","21752","-600","814","-84","43368","1173","151","-"
"8964","20240202","2","852","66","54","9","15.78","288","49","13","9","564","17","41","-"
"8966","20240202","2","7402","443","42","-41","176.24","5533","419","41","-41","1869","24","1","-"
"8967","20240202","2","277","136","332","-9","0.83","177","102","321","81","100","34","11","-90"
"8968","20240202","2","650","-67","1126","-31","0.58","139","-50","652","11","511","-17","474","-42"
"8972","20240202","2","2953","694","62","-18","47.63","2617","657","62","-15","336","37","-","-3"
"8975","20240202","2","2551","133","-","-","-","831","-29","-","-","1720","162","-","-"
"8976","20240202","2","305","-15","3","1","101.67","241","-15","2","1","64","-","1","-"
"8977","20240202","2","739","1","619","23","1.19","153","5","614","23","586","-4","5","-"
"8979","20240202","1","672","107","44","-","15.27","308","120","-","-","364","-13","44","-"
"8984","20240202","2","1781","-676","386","228","4.61","671","-150","368","228","1110","-526","18","-"
"8985","20240202","2","16535","-794","375","-76","44.09","7718","477","314","-76","8817","-1271","61","-"
"8986","20240202","2","1127","113","37","3","30.46","597","50","32","-2","530","63","5","5"
"8987","20240202","2","2079","156","165","7","12.6","587","59","165","7","1492","97","-","-"
