"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230421","2","3559","-72","10","-7","355.9","1273","-77","10","-7","2286","5","-","-"
"2972","20230421","1","12913","-756","1","1","12913","8715","-689","-","-","4198","-67","1","1"
"2979","20230421","2","678","90","6","-2","113","471","81","6","-2","207","9","-","-"
"2989","20230421","1","6442","36","-","-","-","4003","38","-","-","2439","-2","-","-"
"3226","20230421","2","51","-13","208","137","0.25","23","-8","188","132","28","-5","20","5"
"3234","20230421","2","610","-12","549","-25","1.11","105","-","478","-25","505","-12","71","-"
"3249","20230421","2","1022","15","198","16","5.16","505","19","198","16","517","-4","-","-"
"3269","20230421","2","320","-21","485","372","0.66","176","-23","479","372","144","2","6","-"
"3278","20230421","2","168","31","111","25","1.51","122","32","110","25","46","-1","1","-"
"3279","20230421","2","868","-9","19","-51","45.68","247","-27","19","-51","621","18","-","-"
"3281","20230421","2","651","35","458","140","1.42","447","30","362","140","204","5","96","-"
"3282","20230421","2","51","23","805","83","0.06","44","21","593","109","7","2","212","-26"
"3283","20230421","2","240","38","285","-6","0.84","168","22","271","-6","72","16","14","-"
"3287","20230421","2","473","24","148","-8","3.2","347","25","147","-8","126","-1","1","-"
"3290","20230421","2","1488","378","185","-7","8.04","861","389","185","-7","627","-11","-","-"
"3292","20230421","2","338","-56","193","-23","1.75","112","-41","169","-23","226","-15","24","-"
"3295","20230421","2","478","6","107","71","4.47","131","3","106","71","347","3","1","-"
"3296","20230421","2","1826","-14","24","-21","76.08","999","-11","24","-21","827","-3","-","-"
"3309","20230421","2","4791","-411","444","80","10.79","989","-401","441","80","3802","-10","3","-"
"3451","20230421","1","2131","-6","-","-","-","871","-85","-","-","1260","79","-","-"
"3453","20230421","2","1675","-27","41","7","40.85","947","177","40","7","728","-204","1","-"
"3455","20230421","2","326","13","121","-2","2.69","244","17","120","-2","82","-4","1","-"
"3459","20230421","1","1242","17","-","-","-","612","15","-","-","630","2","-","-"
"3462","20230421","2","1619","95","211","-6","7.67","642","-123","190","-","977","218","21","-6"
"3463","20230421","1","6991","285","-","-","-","1888","273","-","-","5103","12","-","-"
"3466","20230421","2","568","109","220","71","2.58","235","97","220","71","333","12","-","-"
"3468","20230421","2","5518","20","60","-574","91.97","908","-3","9","-574","4610","23","51","-"
"3470","20230421","1","2400","50","-","-","-","1237","68","-","-","1163","-18","-","-"
"3471","20230421","2","279","-38","139","-10","2.01","82","-40","139","-10","197","2","-","-"
"3472","20230421","1","5452","-354","-","-","-","3934","-108","-","-","1518","-246","-","-"
"3476","20230421","2","8849","-590","615","5","14.39","2033","-561","505","-75","6816","-29","110","80"
"3481","20230421","2","395","-443","25","-4","15.8","337","-403","20","-4","58","-40","5","-"
"3487","20230421","2","894","-22","379","-136","2.36","507","-1","363","-114","387","-21","16","-22"
"3488","20230421","1","2872","-431","-","-","-","2018","-477","-","-","854","46","-","-"
"3492","20230421","2","13834","145","48","-60","288.21","7867","124","47","-60","5967","21","1","-"
"3493","20230421","1","661","131","-","-","-","520","138","-","-","141","-7","-","-"
"8951","20230421","2","1587","87","264","56","6.01","695","-123","253","55","892","210","11","1"
"8952","20230421","2","1710","-571","313","-257","5.46","982","-498","273","-112","728","-73","40","-145"
"8953","20230421","2","4694","-726","113","14","41.54","1020","-916","64","14","3674","190","49","-"
"8954","20230421","2","630","7","62","-15","10.16","531","-","44","-15","99","7","18","-"
"8955","20230421","2","256","-","161","8","1.59","106","-1","160","8","150","1","1","-"
"8956","20230421","2","1754","104","148","-160","11.85","374","101","146","-158","1380","3","2","-2"
"8957","20230421","2","253","-28","373","-1","0.68","191","-24","371","-1","62","-4","2","-"
"8958","20230421","2","4395","1075","45","-34","97.67","3177","1346","45","-34","1218","-271","-","-"
"8960","20230421","2","2340","161","94","-1","24.89","650","126","74","-1","1690","35","20","-"
"8961","20230421","2","1236","-102","172","20","7.19","438","8","170","20","798","-110","2","-"
"8963","20230421","2","51688","-628","3323","81","15.55","22056","-582","2800","80","29632","-46","523","1"
"8964","20230421","2","243","-37","87","11","2.79","91","-32","46","11","152","-5","41","-"
"8966","20230421","2","204","51","615","30","0.33","98","18","614","30","106","33","1","-"
"8967","20230421","2","78","-18","502","-74","0.16","43","-21","493","-74","35","3","9","-"
"8968","20230421","2","641","6","62","-66","10.34","233","8","55","-42","408","-2","7","-24"
"8972","20230421","2","946","-86","993","-1","0.95","578","63","993","-1","368","-149","-","-"
"8975","20230421","2","10848","1080","955","21","11.36","1004","597","846","-","9844","483","109","21"
"8976","20230421","2","417","16","5","-1","83.4","328","22","4","-1","89","-6","1","-"
"8977","20230421","2","643","78","416","-8","1.55","151","15","410","-8","492","63","6","-"
"8979","20230421","1","414","-104","44","-","9.41","111","-53","-","-","303","-51","44","-"
"8984","20230421","2","647","-28","129","24","5.02","238","-22","80","17","409","-6","49","7"
"8985","20230421","2","9305","988","495","-46","18.8","6358","849","366","-46","2947","139","129","-"
"8986","20230421","2","831","6","122","78","6.81","557","-1","117","78","274","7","5","-"
"8987","20230421","2","2174","392","95","-66","22.88","736","409","95","-66","1438","-17","-","-"
