"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20240119","2","2263","-27","475","237","4.76","563","11","475","237","1700","-38","-","-"
"2972","20240119","1","4669","515","-","-","-","752","67","-","-","3917","448","-","-"
"2979","20240119","2","4399","-370","18","-20","244.39","4009","-356","18","-20","390","-14","-","-"
"2989","20240119","1","3963","-83","-","-","-","383","-81","-","-","3580","-2","-","-"
"3226","20240119","2","180","11","66","-4","2.73","123","7","52","-18","57","4","14","14"
"3234","20240119","2","1495","208","235","-1","6.36","251","72","235","-1","1244","136","-","-"
"3249","20240119","2","1379","-255","121","-60","11.4","562","-336","121","-60","817","81","-","-"
"3269","20240119","2","364","2","192","94","1.9","175","-8","181","94","189","10","11","-"
"3279","20240119","2","719","64","84","71","8.56","275","10","84","71","444","54","-","-"
"3281","20240119","2","1622","298","168","-190","9.65","370","219","97","-189","1252","79","71","-1"
"3282","20240119","2","293","188","20","-90","14.65","182","123","20","-90","111","65","-","-"
"3283","20240119","2","402","65","481","210","0.84","248","60","462","205","154","5","19","5"
"3287","20240119","2","1064","115","8","-7","133","771","101","7","-7","293","14","1","-"
"3290","20240119","2","1620","105","224","5","7.23","1132","116","224","5","488","-11","-","-"
"3292","20240119","2","2528","317","90","-6","28.09","903","247","86","14","1625","70","4","-20"
"3295","20240119","2","769","-148","61","40","12.61","344","-84","61","40","425","-64","-","-"
"3296","20240119","2","944","26","26","-8","36.31","296","16","24","-8","648","10","2","-"
"3309","20240119","2","3280","187","665","-123","4.93","495","95","658","-123","2785","92","7","-"
"3451","20240119","1","1400","-75","-","-","-","489","-51","-","-","911","-24","-","-"
"3455","20240119","2","1006","80","63","-44","15.97","405","-34","49","-52","601","114","14","8"
"3459","20240119","2","1928","-177","23","2","83.83","1107","-56","23","2","821","-121","-","-"
"3462","20240119","2","1496","583","213","-201","7.02","876","342","133","-197","620","241","80","-4"
"3463","20240119","1","3206","-1557","52","25","61.65","1676","261","-","-","1530","-1818","52","25"
"3466","20240119","2","447","63","274","20","1.63","130","26","85","-14","317","37","189","34"
"3468","20240119","2","5321","588","328","156","16.22","1677","118","278","106","3644","470","50","50"
"3470","20240119","1","1813","-220","-","-","-","860","-117","-","-","953","-103","-","-"
"3471","20240119","2","245","-37","9","-32","27.22","143","-19","9","-32","102","-18","-","-"
"3472","20240119","1","1699","-263","-","-","-","729","-10","-","-","970","-253","-","-"
"3476","20240119","2","20495","1210","65","45","315.31","6061","-216","24","5","14434","1426","41","40"
"3481","20240119","2","365","-2","19","2","19.21","162","-35","19","2","203","33","-","-"
"3487","20240119","2","2122","1028","45","28","47.16","1691","1021","45","28","431","7","-","-"
"3488","20240119","1","3309","43","2","2","1654.5","2209","17","-","-","1100","26","2","2"
"3492","20240119","2","7608","42","1061","65","7.17","2077","35","1057","65","5531","7","4","-"
"3493","20240119","2","786","-103","2","1","393","507","-69","2","1","279","-34","-","-"
"8951","20240119","2","475","158","212","-130","2.24","235","144","183","-106","240","14","29","-24"
"8952","20240119","2","466","116","135","-136","3.45","184","65","126","-136","282","51","9","-"
"8953","20240119","2","3024","414","1069","-244","2.83","460","239","1020","-244","2564","175","49","-"
"8954","20240119","2","879","-42","52","1","16.9","530","-80","35","1","349","38","17","-"
"8955","20240119","2","216","15","20","-8","10.8","90","17","14","-3","126","-2","6","-5"
"8956","20240119","2","2023","22","183","-6","11.05","642","31","181","-6","1381","-9","2","-"
"8957","20240119","2","553","152","198","6","2.79","325","55","197","6","228","97","1","-"
"8958","20240119","2","3516","-444","15","6","234.4","1014","-94","15","6","2502","-350","-","-"
"8960","20240119","2","1844","-81","88","-13","20.95","505","-125","71","-13","1339","44","17","-"
"8961","20240119","2","2252","-29","23","5","97.91","1310","-20","23","5","942","-9","-","-"
"8963","20240119","2","65790","-4658","1009","-121","65.2","24070","-4158","858","-122","41720","-500","151","1"
"8964","20240119","2","793","31","102","-25","7.77","311","24","61","-5","482","7","41","-20"
"8966","20240119","2","6884","1305","68","65","101.24","5269","1171","67","65","1615","134","1","-"
"8967","20240119","2","138","14","219","-1","0.63","68","17","211","-","70","-3","8","-1"
"8968","20240119","2","686","24","1103","2","0.62","166","10","613","2","520","14","490","-"
"8972","20240119","2","2180","-820","129","23","16.9","1931","-820","129","23","249","-","-","-"
"8975","20240119","2","2504","194","-","-","-","1220","166","-","-","1284","28","-","-"
"8976","20240119","2","143","95","5","-16","28.6","95","90","4","-16","48","5","1","-"
"8977","20240119","2","832","-10","537","-5","1.55","223","-73","532","-5","609","63","5","-"
"8979","20240119","1","597","91","44","-","13.57","250","84","-","-","347","7","44","-"
"8984","20240119","2","1781","175","311","-14","5.73","716","-59","291","-14","1065","234","20","-"
"8985","20240119","2","15924","-1123","355","140","44.86","9158","-960","294","140","6766","-163","61","-"
"8986","20240119","2","974","44","26","-5","37.46","534","58","26","-5","440","-14","-","-"
"8987","20240119","2","1546","283","175","-1","8.83","469","88","175","-1","1077","195","-","-"
