"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20231208","2","2791","225","27","-8","103.37","906","115","27","-8","1885","110","-","-"
"2972","20231208","1","4163","-37","-","-","-","663","-26","-","-","3500","-11","-","-"
"2979","20231208","2","6462","338","131","-96","49.33","5924","293","131","-96","538","45","-","-"
"2989","20231208","1","3979","54","-","-","-","441","39","-","-","3538","15","-","-"
"3226","20231208","2","182","-27","49","-1","3.71","149","-10","49","-1","33","-17","-","-"
"3234","20231208","2","1489","16","46","-9","32.37","300","-65","46","-9","1189","81","-","-"
"3249","20231208","2","3578","-83","47","23","76.13","1497","-64","47","23","2081","-19","-","-"
"3269","20231208","2","352","-45","152","42","2.32","192","-40","141","42","160","-5","11","-"
"3279","20231208","2","723","2","11","-20","65.73","260","16","11","-20","463","-14","-","-"
"3281","20231208","2","1967","252","361","116","5.45","669","67","277","103","1298","185","84","13"
"3282","20231208","2","64","-7","91","79","0.7","32","-7","91","79","32","-","-","-"
"3283","20231208","2","961","326","58","-143","16.57","538","309","44","-143","423","17","14","-"
"3287","20231208","2","633","-5","83","-64","7.63","386","-12","82","-64","247","7","1","-"
"3290","20231208","2","1745","-12","218","4","8","1159","1","218","4","586","-13","-","-"
"3292","20231208","2","3144","614","77","-15","40.83","2427","553","73","-15","717","61","4","-"
"3295","20231208","2","853","199","95","-44","8.98","449","197","95","-44","404","2","-","-"
"3296","20231208","2","866","49","21","-3","41.24","253","43","19","-3","613","6","2","-"
"3309","20231208","2","3530","436","570","26","6.19","658","340","563","26","2872","96","7","-"
"3451","20231208","1","2153","-221","-","-","-","735","-106","-","-","1418","-115","-","-"
"3455","20231208","2","917","-96","32","-21","28.66","497","11","31","-21","420","-107","1","-"
"3459","20231208","2","1965","-10","8","6","245.63","1076","-13","8","6","889","3","-","-"
"3462","20231208","2","639","184","704","-691","0.91","424","183","413","-253","215","1","291","-438"
"3463","20231208","1","7104","-148","-","-","-","2022","-182","-","-","5082","34","-","-"
"3466","20231208","2","815","83","151","-10","5.4","403","118","23","-10","412","-35","128","-"
"3468","20231208","2","5534","-734","78","12","70.95","1852","-486","78","12","3682","-248","-","-"
"3470","20231208","1","1655","109","-","-","-","738","24","-","-","917","85","-","-"
"3471","20231208","2","293","58","46","-3","6.37","171","56","46","-3","122","2","-","-"
"3472","20231208","1","4021","315","-","-","-","3023","292","-","-","998","23","-","-"
"3476","20231208","2","16861","-1734","740","-3061","22.79","7404","33","733","-2654","9457","-1767","7","-407"
"3481","20231208","2","435","-28","31","22","14.03","273","-3","31","22","162","-25","-","-"
"3487","20231208","2","1324","199","9","3","147.11","731","168","9","3","593","31","-","-"
"3488","20231208","1","2991","147","-","-","-","2040","136","-","-","951","11","-","-"
"3492","20231208","2","6651","-8","967","-18","6.88","1005","-91","967","-18","5646","83","-","-"
"3493","20231208","1","1304","-601","-","-","-","1067","-561","-","-","237","-40","-","-"
"8951","20231208","2","369","-44","243","-19","1.52","123","-41","196","-27","246","-3","47","8"
"8952","20231208","2","463","-22","100","26","4.63","185","-24","91","26","278","2","9","-"
"8953","20231208","2","2926","-379","467","162","6.27","445","-218","418","162","2481","-161","49","-"
"8954","20231208","2","632","-367","144","72","4.39","510","-106","97","42","122","-261","47","30"
"8955","20231208","2","380","-30","38","-46","10","175","-29","32","-46","205","-1","6","-"
"8956","20231208","2","2038","-600","219","-123","9.31","675","-107","217","-97","1363","-493","2","-26"
"8957","20231208","2","580","215","112","-8","5.18","345","94","111","-8","235","121","1","-"
"8958","20231208","2","3208","-390","56","-237","57.29","1195","-118","56","-237","2013","-272","-","-"
"8960","20231208","2","1894","-160","37","-16","51.19","703","-166","20","-16","1191","6","17","-"
"8961","20231208","2","1579","-66","50","-1","31.58","698","-116","30","-1","881","50","20","-"
"8963","20231208","2","56320","942","1991","-3","28.29","20724","-429","1840","-13","35596","1371","151","10"
"8964","20231208","2","560","-6","47","-4","11.91","175","4","6","-4","385","-10","41","-"
"8966","20231208","2","4094","-430","18","-25","227.44","2816","-265","17","-25","1278","-165","1","-"
"8967","20231208","2","130","-30","320","134","0.41","65","-10","312","134","65","-20","8","-"
"8968","20231208","2","747","-66","667","49","1.12","150","-22","458","36","597","-44","209","13"
"8972","20231208","2","2797","135","281","-135","9.95","2507","213","281","-135","290","-78","-","-"
"8975","20231208","2","1971","164","-","-","-","854","143","-","-","1117","21","-","-"
"8976","20231208","2","79","-15","22","-1","3.59","39","-15","21","-1","40","-","1","-"
"8977","20231208","2","781","17","539","-8","1.45","352","-14","533","-8","429","31","6","-"
"8979","20231208","1","579","12","44","-","13.16","254","19","-","-","325","-7","44","-"
"8984","20231208","2","1186","-367","67","-54","17.7","438","-325","47","-54","748","-42","20","-"
"8985","20231208","2","20368","44","174","-11","117.06","14236","377","113","-11","6132","-333","61","-"
"8986","20231208","2","1017","133","33","-2","30.82","561","118","33","-2","456","15","-","-"
"8987","20231208","2","880","-103","559","-103","1.57","169","67","559","-103","711","-170","-","-"
