"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20230602","2","2744","-141","10","-","274.4","592","-76","10","-","2152","-65","-","-"
"2972","20230602","1","8566","-1516","1","-","8566","4335","-1553","-","-","4231","37","1","-"
"2979","20230602","2","623","82","3","-83","207.67","407","80","3","-10","216","2","-","-73"
"2989","20230602","1","4078","-913","-","-","-","2734","-743","-","-","1344","-170","-","-"
"3226","20230602","2","35","-11","156","-3","0.22","19","-12","142","8","16","1","14","-11"
"3234","20230602","2","845","-77","301","-15","2.81","273","-37","235","-15","572","-40","66","-"
"3249","20230602","2","825","150","206","-9","4","257","111","206","-9","568","39","-","-"
"3269","20230602","2","225","-5","503","54","0.45","84","-6","496","54","141","1","7","-"
"3278","20230602","2","349","242","32","14","10.91","119","61","31","14","230","181","1","-"
"3279","20230602","2","701","-130","122","-89","5.75","208","-17","76","-8","493","-113","46","-81"
"3281","20230602","2","1176","-896","5551","-2600","0.21","608","-472","3284","-506","568","-424","2267","-2094"
"3282","20230602","2","64","-14","554","-2","0.12","50","-12","466","-","14","-2","88","-2"
"3283","20230602","2","464","-1186","1750","-5429","0.27","360","-368","1581","-4334","104","-818","169","-1095"
"3287","20230602","2","742","45","256","-12","2.9","475","37","255","-12","267","8","1","-"
"3290","20230602","2","2309","10","148","-420","15.6","1583","22","148","-420","726","-12","-","-"
"3292","20230602","2","433","101","329","179","1.32","200","79","305","179","233","22","24","-"
"3295","20230602","2","412","50","120","-10","3.43","99","25","119","-10","313","25","1","-"
"3296","20230602","2","1830","63","61","-3","30","1049","84","61","-3","781","-21","-","-"
"3309","20230602","2","4235","529","930","-14","4.55","290","68","913","-19","3945","461","17","5"
"3451","20230602","1","1947","-31","-","-","-","809","-18","-","-","1138","-13","-","-"
"3453","20230602","2","2003","159","33","-10","60.7","1377","214","32","-10","626","-55","1","-"
"3455","20230602","2","358","13","175","6","2.05","274","-9","174","6","84","22","1","-"
"3459","20230602","1","1334","105","-","-","-","685","82","-","-","649","23","-","-"
"3462","20230602","2","1423","-7","699","-22","2.04","305","5","203","-77","1118","-12","496","55"
"3463","20230602","1","7762","-146","-","-","-","2361","-197","-","-","5401","51","-","-"
"3466","20230602","2","371","-27","278","56","1.33","36","-28","257","42","335","1","21","14"
"3468","20230602","2","4803","-116","69","-31","69.61","782","48","18","-31","4021","-164","51","-"
"3470","20230602","1","1898","-406","-","-","-","844","-350","-","-","1054","-56","-","-"
"3471","20230602","2","334","-23","72","-12","4.64","188","-9","72","-12","146","-14","-","-"
"3472","20230602","1","5194","44","-","-24","-","3751","-","-","-","1443","44","-","-24"
"3476","20230602","2","9684","26","49","-1","197.63","3234","219","38","-1","6450","-193","11","-"
"3481","20230602","2","301","-18","56","-134","5.38","267","-19","24","-127","34","1","32","-7"
"3487","20230602","2","603","-10","225","-13","2.68","229","-","184","-1","374","-10","41","-12"
"3488","20230602","1","2705","388","-","-","-","1867","328","-","-","838","60","-","-"
"3492","20230602","2","12095","-638","32","-8","377.97","5611","-544","32","-8","6484","-94","-","-"
"3493","20230602","1","906","270","-","-","-","812","306","-","-","94","-36","-","-"
"8951","20230602","2","2084","-749","109","-187","19.12","771","-216","98","-187","1313","-533","11","-"
"8952","20230602","2","1399","-326","177","-286","7.9","704","-251","164","-286","695","-75","13","-"
"8953","20230602","2","6210","-293","170","77","36.53","1347","-32","116","77","4863","-261","54","-"
"8954","20230602","2","922","140","94","-24","9.81","682","151","71","-27","240","-11","23","3"
"8955","20230602","2","319","-91","222","29","1.44","115","-136","221","29","204","45","1","-"
"8956","20230602","2","1716","-121","30","-19","57.2","444","-85","28","-19","1272","-36","2","-"
"8957","20230602","2","162","3","473","-44","0.34","108","3","299","-12","54","-","174","-32"
"8958","20230602","2","3551","-374","64","-6","55.48","1637","-155","64","-6","1914","-219","-","-"
"8960","20230602","2","1836","263","32","-427","57.38","166","-90","11","-117","1670","353","21","-310"
"8961","20230602","2","1107","3","101","43","10.96","390","-19","99","43","717","22","2","-"
"8963","20230602","2","53025","-1516","3144","194","16.87","22151","-1283","2616","193","30874","-233","528","1"
"8964","20230602","2","314","34","54","-4","5.81","85","-1","13","-4","229","35","41","-"
"8966","20230602","2","422","-385","1216","-2928","0.35","253","-131","1196","-2754","169","-254","20","-174"
"8967","20230602","2","58","-9","506","-43","0.11","25","-11","497","-43","33","2","9","-"
"8968","20230602","2","903","10","91","49","9.92","277","62","90","49","626","-52","1","-"
"8972","20230602","2","616","84","150","-7","4.11","449","76","110","47","167","8","40","-54"
"8975","20230602","2","11398","75","702","-","16.24","1336","6","702","-","10062","69","-","-"
"8976","20230602","2","612","-408","129","-64","4.74","410","-394","127","-17","202","-14","2","-47"
"8977","20230602","2","493","-13","520","-100","0.95","118","-13","514","-30","375","-","6","-70"
"8979","20230602","1","270","4","44","-","6.14","83","-","-","-","187","4","44","-"
"8984","20230602","2","579","103","90","-25","6.43","98","-21","67","-22","481","124","23","-3"
"8985","20230602","2","7641","560","596","-154","12.82","3925","677","464","-154","3716","-117","132","-"
"8986","20230602","2","927","39","15","-229","61.8","658","21","10","-229","269","18","5","-"
"8987","20230602","2","2047","65","72","3","28.43","461","-123","72","3","1586","188","-","-"
