"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"2971","20231124","2","2359","83","29","9","81.34","645","25","29","9","1714","58","-","-"
"2972","20231124","1","4281","-14","-","-","-","730","-5","-","-","3551","-9","-","-"
"2979","20231124","2","6709","-462","188","-230","35.69","6188","-412","188","-202","521","-50","-","-28"
"2989","20231124","1","3986","-47","-","-","-","476","-43","-","-","3510","-4","-","-"
"3226","20231124","2","178","10","64","-10","2.78","142","6","64","-10","36","4","-","-"
"3234","20231124","2","1356","14","56","1","24.21","374","8","55","-","982","6","1","1"
"3249","20231124","2","4161","-69","32","2","130.03","2152","-13","32","7","2009","-56","-","-5"
"3269","20231124","2","409","16","115","-10","3.56","238","9","104","-10","171","7","11","-"
"3279","20231124","2","452","-59","55","34","8.22","85","-48","55","34","367","-11","-","-"
"3281","20231124","2","1950","-569","600","76","3.25","951","-496","508","65","999","-73","92","11"
"3282","20231124","2","76","-1","4","-19","19","44","-","4","-19","32","-1","-","-"
"3283","20231124","2","762","-71","63","-9","12.1","274","-81","63","-9","488","10","-","-"
"3287","20231124","2","623","-78","143","-17","4.36","378","-49","142","-17","245","-29","1","-"
"3290","20231124","2","1732","-37","208","6","8.33","1193","-13","208","6","539","-24","-","-"
"3292","20231124","2","1762","348","57","-63","30.91","1273","315","53","-63","489","33","4","-"
"3295","20231124","2","708","-115","181","-9","3.91","326","-128","181","-9","382","13","-","-"
"3296","20231124","2","828","34","40","4","20.7","186","22","38","4","642","12","2","-"
"3309","20231124","2","4344","-101","254","9","17.1","386","-52","247","10","3958","-49","7","-1"
"3451","20231124","1","2215","-3","-","-","-","745","1","-","-","1470","-4","-","-"
"3455","20231124","2","912","-71","55","-54","16.58","474","-14","54","-54","438","-57","1","-"
"3459","20231124","2","2287","22","2","-1","1143.5","1375","10","2","-1","912","12","-","-"
"3462","20231124","2","400","5","1612","-95","0.25","188","5","797","-33","212","-","815","-62"
"3463","20231124","1","7483","643","-","-","-","2458","630","-","-","5025","13","-","-"
"3466","20231124","2","781","-50","184","-11","4.24","430","-90","56","-11","351","40","128","-"
"3468","20231124","2","5481","760","72","-12","76.13","1731","213","72","-12","3750","547","-","-"
"3470","20231124","1","1376","14","-","-","-","541","10","-","-","835","4","-","-"
"3471","20231124","2","193","-12","92","-1","2.1","71","-12","92","-1","122","-","-","-"
"3472","20231124","1","3612","-327","-","-","-","2730","-332","-","-","882","5","-","-"
"3476","20231124","2","16254","2956","26411","17540","0.62","7695","965","20348","14526","8559","1991","6063","3014"
"3481","20231124","2","392","-9","6","-","65.33","236","-6","6","-","156","-3","-","-"
"3487","20231124","2","1099","-87","1","-","1099","591","-107","1","-","508","20","-","-"
"3488","20231124","1","3060","9","-","-","-","1760","108","-","-","1300","-99","-","-"
"3492","20231124","2","7350","-890","1060","177","6.93","1878","-745","1060","177","5472","-145","-","-"
"3493","20231124","1","2558","-116","1","-","2558","2281","-117","-","-","277","1","1","-"
"8951","20231124","2","380","14","227","-137","1.67","125","5","188","-109","255","9","39","-28"
"8952","20231124","2","434","-64","114","2","3.81","174","-48","105","2","260","-16","9","-"
"8953","20231124","2","5811","347","441","-42","13.18","1672","233","392","-42","4139","114","49","-"
"8954","20231124","2","1220","218","58","-10","21.03","610","143","41","-10","610","75","17","-"
"8955","20231124","2","370","11","48","28","7.71","185","-6","42","28","185","17","6","-"
"8956","20231124","2","2316","411","395","-94","5.86","601","66","367","-94","1715","345","28","-"
"8957","20231124","2","227","25","124","-2","1.83","166","26","123","-2","61","-1","1","-"
"8958","20231124","2","4525","-45","16","-36","282.81","1650","-2","16","-36","2875","-43","-","-"
"8960","20231124","2","1389","31","38","-20","36.55","223","20","21","-20","1166","11","17","-"
"8961","20231124","2","2081","48","62","-170","33.56","1348","42","42","-170","733","6","20","-"
"8963","20231124","2","54730","-1285","1998","182","27.39","20765","-1214","1858","182","33965","-71","140","-"
"8964","20231124","2","617","72","46","-1","13.41","231","-16","5","-1","386","88","41","-"
"8966","20231124","2","2035","432","18","7","113.06","704","216","17","7","1331","216","1","-"
"8967","20231124","2","172","35","264","40","0.65","77","-2","256","40","95","37","8","-"
"8968","20231124","2","847","-99","672","273","1.26","200","-86","400","175","647","-13","272","98"
"8972","20231124","2","3101","-1140","533","95","5.82","2617","-1009","533","95","484","-131","-","-"
"8975","20231124","2","1837","-88","-","-","-","742","-150","-","-","1095","62","-","-"
"8976","20231124","2","65","-33","106","-2","0.61","24","-33","105","-2","41","-","1","-"
"8977","20231124","2","663","-31","509","79","1.3","257","10","503","79","406","-41","6","-"
"8979","20231124","1","495","4","44","-","11.25","175","-8","-","-","320","12","44","-"
"8984","20231124","2","1321","242","201","-133","6.57","576","157","181","-133","745","85","20","-"
"8985","20231124","2","20483","-220","185","-47","110.72","14083","-211","124","-47","6400","-9","61","-"
"8986","20231124","2","1282","19","77","-82","16.65","426","22","77","-82","856","-3","-","-"
"8987","20231124","2","821","24","544","-101","1.51","76","-19","544","-101","745","43","-","-"
