"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","41090","10928283","2.39","90","6.72","0.83","559.88","4525.41","376000","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","236510","312430277","2.64","20","10.96","1.05","69.08","720.51","75700","100","20230808","775.8","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","126751","50578837","2.79","70","6.83","0.69","366.7","3646.06","250600","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","36678","39910700","0.22","2","303.3","3.52","3.03","261.08","91900","100","20230307","1057","20230807","907"
"1376","カネコ種苗","東証ST","水産・農林","16858","11772626","2.16","31","11.31","0.7","126.64","2053.62","143200","100","20230404","1709","20230711","1391"
"1377","サカタのタネ","東証PR","水産・農林","192488","47410750","1.35","55","22.51","1.31","180.39","3104.4","406000","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","62515","33359040","-","-","84.76","1.16","22.11","1609.46","187400","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4384","4179000","0.95","10","43.73","2.05","23.99","512.11","104900","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","16751","5617500","3.19","95","16.75","0.87","178.07","3419.14","298200","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1378","762000","2.76","50","10.52","1.77","171.98","1020.25","180900","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5170","1610500","0.31","10","79.4","2.67","40.43","1201.41","321000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","7655","8459000","2.21","20","6.92","0.71","130.75","1270.49","90500","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1561","13008600","0","0","15.15","0.67","7.92","180.27","12000","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3881","7732000","1.59","8","10.08","1.17","49.79","428.15","50200","100","20230721","574","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","120822","46027488","2.1","55","14.74","3.77","178.05","696.22","262500","100","20230113","4730","20230630","2391"
"1414","ショーボンドホールディングス","東証PR","建設","333378","56745180","2.13","125","24.53","3.28","239.54","1789.41","587500","100","20230510","5920","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","189757","103325329","3.54","65","9.79","0.71","187.68","2573.5","183650","100","20230703","1856","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4062","20010529","2.46","5","15.74","0.96","12.9","211.41","20300","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","103832","29455800","5.25","185","11.11","2.93","317.37","1203.11","352500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9074","12620000","3.48","25","11.4","0.58","63.08","1231.47","71900","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","32501","34760000","3.21","30","16.04","3.8","58.28","246.18","93500","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","9836","13363540","4.21","31","7.13","1.11","103.21","664.54","73600","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18517","23292040","0.81","6.4","113.57","5.51","7","144.19","79500","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9655","8990200","1.86","20","23.79","2.52","45.14","426.47","107400","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","4838","6842800","4.24","30","3.86","0.85","183.13","827.18","70700","100","20230804","742","20230104","439"
"1435","Robot_Home","東証PR","建設","17679","91127000","1.03","2","21.8","2.13","8.9","91.11","19400","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3749","4284200","1.37","12","9.91","0.75","88.33","1165.72","87500","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4413","3204600","1.82","25","15.37","1.29","89.59","1065.46","137700","100","20230511","1445","20230112","994"
"1439","安江工務店","東証ST","建設","1706","1350760","2.38","30","12.23","1.07","103.29","1183.65","126300","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3556","16237977","0.46","1","11.11","0.37","19.71","587.33","21900","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2586","1088700","0","0","20.97","1.72","113.25","1381.19","237500","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6494","10734200","0.99","6","41.1","2.07","14.72","292","60500","100","20230801","610","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","8888","24152701","0","0","17.76","3.23","20.72","113.84","36800","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","9635","4349800","3.3","73","10.19","1.58","217.27","1397.65","221500","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2780","4005350","5.04","35","8.98","0.45","77.24","1549.17","69400","100","20230808","694","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","24.9","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","19847","58892853","2.23","7.5","4.95","0.89","68.09","376.64","33700","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","78428","16704638","2.13","100","14.2","0.59","330.6","7991.9","469500","100","20230801","5110","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","35052","13064400","2.98","80","3.17","0.63","846.57","4292.78","268300","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2601388","1386667167","3.41","64","8.17","0.63","229.71","2986.33","187600","100","20230808","1907","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","271229","54300076","4","200","7.97","0.64","627","7849.18","499500","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","70982","28336061","1.36","34","15.5","0.78","161.6","3206.3","250500","100","20230808","2589","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2332","8732773","0","0","-","4.47","-13.74","59.69","26700","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","19149","16827120","0.88","10","16.25","1.25","70.02","906.87","113800","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証PR","建設","16764","12000000","2.08","29","10.41","0.98","134.16","1422.19","139700","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9237","12775900","4.43","32","12.44","1.93","58.1","373.66","72300","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5034","1153263","3.67","160","7.95","0.32","548.86","13732.79","436500","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","205459","181021197","5.29","60","13.06","1.26","86.92","897.84","113500","100","20230802","1159","20230106","819"
"1720","東急建設","東証PR","建設","78790","106761205","4.88","36","19.4","0.82","38.04","900.1","73800","100","20230802","775","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","411369","133000000","3.39","105","16.23","1.1","190.59","2814.68","309300","100","20230808","3133","20230104","2277"
"1723","日本電技","東証ST","建設","36233","8197500","3.62","160","11.06","1.16","399.48","3812.44","442000","100","20230727","4845","20230104","3090"
