"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","42566","10928283","2.31","90","6.96","0.86","559.88","4525.41","389500","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","221919","312430277","2.82","20","10.28","0.99","69.08","720.51","71030","100","20230817","789","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","127332","50578837","2.78","70","6.87","0.69","366.7","3646.06","251750","100","20230926","2688","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","35960","39910700","0.22","2","297.36","3.63","3.03","248.03","90100","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","17282","11772626","2.11","31","11.59","0.71","126.64","2053.62","146800","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","210267","47410750","1.24","55","24.59","1.43","180.39","3104.4","443500","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61014","33359040","-","-","82.76","1.16","22.1","1575.92","182900","100","20230131","1902","20230822","1802"
"1380","秋川牧園","東証ST","水産・農林","4367","4179000","0.96","10","43.56","2.02","23.99","516.23","104500","100","20230928","1094","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","16796","5617500","3.18","95","16.79","0.85","178.07","3516.95","299000","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1706","762000","2.23","50","14.33","2.17","156.23","1034.18","223900","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5121","1610500","0.31","10","80.18","2.65","39.66","1198.88","318000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","9389","8459000","1.8","20","8.49","0.84","130.75","1325.23","111000","100","20230925","1205","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1574","13008600","0","0","12.59","0.63","9.61","191.18","12100","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","4013","7732000","1.54","8","10.42","1.21","49.79","428.15","51900","100","20230721","574","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","141765","46027488","1.79","55","21.59","4.42","142.64","696.22","308000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","327022","56745180","2.22","128","22.8","3.09","252.71","1862.41","576300","100","20230814","6050","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","198436","103325329","3.38","65","10.17","0.75","188.81","2557.02","192050","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4042","20010529","2.48","5","15.66","0.96","12.9","211.41","20200","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","101033","29455800","5.39","185","10.81","2.85","317.37","1203.11","343000","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9124","12620000","3.46","25","11.46","0.59","63.08","1231.47","72300","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","34551","34760000","3.02","30","17.07","3.79","58.24","262.61","99400","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","10277","13363540","4.03","31","7.45","1.16","103.21","664.54","76900","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18564","23292040","0.8","6.4","47.61","5.31","16.74","149.99","79700","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9494","8990200","1.89","20","47.98","2.41","22.01","438.09","105600","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","4052","6857000","5.08","30","3.23","0.71","183.13","827.18","59100","100","20230828","800","20230104","439"
"1435","Robot_Home","東証PR","不動産","17588","91127000","1.04","2","21.69","2.06","8.9","93.59","19300","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3440","4284200","1.49","12","9.09","0.69","88.33","1160.25","80300","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4317","3204600","1.86","25","15.04","1.25","89.58","1074.2","134700","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1821","1350760","2.23","30","13.07","1.13","103.11","1195","134800","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3475","16237977","0.47","1","10.86","0.35","19.71","607.32","21400","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2580","1088700","0","0","17.54","1.74","135.11","1359.41","237000","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6043","10734200","1.07","6","24.61","1.93","22.88","291.38","56300","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7632","24152701","0","0","15.25","2.95","20.72","106.99","31600","100","20230221","436","20230821","305"
"1450","田中建設工業","東証ST","建設","9570","4349800","3.32","73","10.13","1.57","217.27","1397.65","220000","100","20230329","2780","20231006","2147"
"1451","KHC","東証ST","建設","2832","4005350","4.95","35","9.15","0.46","77.24","1548.75","70700","100","20230926","769","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","25.02","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","29682","58892853","1.49","7.5","4.67","1.34","107.81","376.64","50400","100","20230929","616","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","75004","16704638","2.94","132","13.58","0.56","330.6","7991.9","449000","100","20230919","5600","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","33549","13064400","3.12","80","3.02","0.58","850.25","4433.08","256800","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2657548","1386667167","3.86","74","7.82","0.59","245.02","3269.65","191650","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","260912","54300076","4.16","200","7.66","0.6","627","8014.07","480500","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","71379","28336061","1.35","34","11.76","0.77","214.15","3276.04","251900","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2070","8732773","0","0","-","4.66","-13.74","50.84","23700","100","20230125","376","20230828","225"
"1712","ダイセキ環境ソリューション","東証PR","建設","17854","16827120","0.94","10","11.72","1.13","90.5","940.48","106100","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証PR","建設","15120","12000000","2.78","35","8.15","0.86","154.65","1468.67","126000","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9250","12775900","4.42","32","12.46","1.94","58.1","373.66","72400","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5253","1153263","3.51","160","8.3","0.33","548.86","13732.79","455500","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","202201","181021197","5.37","60","12.85","1.24","86.92","901.12","111700","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","80178","106761205","4.79","36","19.74","0.83","38.04","900.1","75100","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","405251","133000000","3.45","105","15.99","1.08","190.59","2814.68","304700","100","20230915","3294","20230104","2277"
"1723","日本電技","東証ST","建設","34430","8197500","3.81","160","10.51","1.1","399.48","3812.44","420000","100","20230727","4845","20230104","3090"
