"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","43986","10928283","2.24","90","7.19","0.89","559.88","4525.41","402500","100","20230913","4065","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","238322","312430277","2.62","20","11.04","1.06","69.08","720.51","76280","100","20230817","789","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","135045","50578837","2.62","70","7.28","0.73","366.7","3646.06","267000","100","20230913","2679","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","36798","39910700","0.22","2","304.29","3.72","3.03","248.03","92200","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16646","11772626","2.19","31","11.17","0.69","126.64","2053.62","141400","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","204577","47410750","1.27","55","23.92","1.39","180.39","3104.4","431500","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","62348","33359040","-","-","84.57","1.19","22.1","1575.92","186900","100","20230131","1902","20230822","1802"
"1380","秋川牧園","東証ST","水産・農林","4388","4179000","0.95","10","43.77","2.03","23.99","516.23","105000","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","16740","5617500","3.19","95","16.73","0.85","178.07","3516.95","298000","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","2998","762000","1.27","50","25.19","3.8","156.23","1034.18","393500","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5089","1610500","0.32","10","78.16","2.63","40.43","1201.41","316000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","9432","8459000","1.79","20","8.53","0.84","130.75","1325.23","111500","100","20230912","1155","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1626","13008600","0","0","13.01","0.65","9.61","191.18","12500","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","4098","7732000","1.51","8","10.64","1.24","49.79","428.15","53000","100","20230721","574","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","140844","46027488","1.8","55","21.45","4.4","142.64","696.22","306000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","337010","56745180","2.16","128","23.5","3.19","252.71","1862.41","593900","100","20230814","6050","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","205721","103325329","3.26","65","10.54","0.78","188.81","2557.02","199100","100","20230913","2001.5","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","3942","20010529","2.54","5","15.27","0.93","12.9","211.41","19700","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","104274","29455800","5.23","185","11.15","2.94","317.37","1203.11","354000","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9137","12620000","3.45","25","11.48","0.59","63.08","1231.47","72400","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","35907","34760000","2.9","30","17.74","3.93","58.24","262.61","103300","100","20230816","1115","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","10383","13363540","3.99","31","7.53","1.17","103.21","664.54","77700","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18517","23292040","0.81","6.4","47.49","5.3","16.74","149.99","79500","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","8343","8990200","2.16","20","42.16","2.12","22.01","438.09","92800","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","4290","6853100","4.79","30","3.42","0.76","183.13","827.18","62600","100","20230828","800","20230104","439"
"1435","Robot_Home","東証PR","建設","18590","91127000","0.98","2","22.92","2.18","8.9","93.59","20400","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3444","4284200","1.49","12","9.1","0.69","88.33","1160.25","80400","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","5541","3204600","1.45","25","19.3","1.61","89.58","1074.2","172900","100","20230911","1780","20230112","994"
"1439","安江工務店","東証ST","建設","1672","1350760","2.42","30","12.01","1.04","103.11","1195","123800","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3572","16237977","0.45","1","11.16","0.36","19.71","607.32","22000","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2545","1088700","0","0","20.64","1.69","113.25","1381.19","233800","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6698","10734200","0.96","6","27.27","2.14","22.88","291.38","62400","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","8623","24152701","0","0","17.23","3.28","20.72","108.75","35700","100","20230221","436","20230821","305"
"1450","田中建設工業","東証ST","建設","9474","4349800","3.35","73","10.02","1.56","217.27","1397.65","217800","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2896","4005350","4.84","35","9.36","0.47","77.24","1548.75","72300","100","20230907","725","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","25.02","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","25795","58892853","1.71","7.5","6.43","1.16","68.09","376.64","43800","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","89704","16704638","2.46","132","16.24","0.67","330.6","7991.9","537000","100","20230912","5580","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","37103","13064400","2.82","80","3.34","0.64","850.25","4433.08","284000","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","3108214","1386667167","3.3","74","9.15","0.69","245.02","3269.65","224150","100","20230913","2296","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","305166","54300076","3.56","200","8.96","0.7","627","8014.07","562000","100","20230913","5720","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","70047","28336061","1.38","34","11.54","0.75","214.15","3276.04","247200","100","20230808","2589","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2105","8732773","0","0","-","4.74","-13.74","50.84","24100","100","20230125","376","20230828","225"
"1712","ダイセキ環境ソリューション","東証PR","建設","20967","16827120","0.8","10","17.79","1.37","70.02","906.87","124600","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証PR","建設","16092","12000000","2.61","35","8.67","0.91","154.65","1468.67","134100","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9505","12775900","4.3","32","12.81","1.99","58.1","373.66","74400","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5126","1153263","3.6","160","8.1","0.32","548.86","13732.79","444500","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","223742","181021197","4.85","60","14.22","1.37","86.92","901.12","123600","100","20230907","1246","20230106","819"
"1720","東急建設","東証PR","建設","86477","106761205","4.44","36","21.29","0.9","38.04","900.1","81000","100","20230911","818","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","422940","133000000","3.3","105","16.69","1.13","190.59","2814.68","318000","100","20230913","3214","20230104","2277"
"1723","日本電技","東証ST","建設","35782","8197500","3.67","160","10.93","1.14","399.48","3812.44","436500","100","20230727","4845","20230104","3090"
