"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","37921","10928283","2.88","100","6.65","0.78","521.92","4429.19","347000","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","176836","312430277","2.83","16","8.81","0.8","64.26","704.75","56600","100","20230414","569","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","122401","50578837","2.27","55","6.54","0.67","370.04","3604.21","242000","100","20230104","2509","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","40030","39910700","2.99","30","34.3","3.63","29.24","276.16","100300","100","20230307","1057","20230110","991"
"1376","カネコ種苗","東証ST","水産・農林","18966","11772626","1.8","29","14.9","0.82","108.12","1970.41","161100","100","20230404","1709","20230105","1400"
"1377","サカタのタネ","東証PR","水産・農林","186561","47410750","1.27","50","20.53","1.32","191.66","2991.31","393500","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61080","33359040","2.18","40","-","1.13","-50.31","1617.45","183100","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4375","4179000","0.96","10","51.35","2.12","20.39","494.11","104700","100","20230116","1071","20230410","1040"
"1381","アクシーズ","東証ST","水産・農林","17133","5617500","3.11","95","17.13","0.91","178.07","3361.44","305000","100","20230417","3050","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1373","762000","2.77","50","10.48","1.83","171.97","984.58","180200","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5267","1560500","0.3","10","80.65","3.46","41.85","974.37","337500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","6243","8459000","2.71","20","6.07","0.57","121.53","1295.91","73800","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1522","13008600","0","0","-","0.68","-0.08","173.12","11700","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3781","7732000","1.23","6","10.91","1.2","44.83","408.13","48900","100","20230216","509","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","149129","46027488","1.7","55","18.2","4.99","178.05","649.01","324000","100","20230113","4730","20230413","2662"
"1414","ショーボンドホールディングス","東証PR","建設","305857","56745180","2.23","120","22.55","3.03","239","1779.11","539000","100","20230201","5590","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","172347","103325329","3.6","60","10.91","0.68","152.89","2459.4","166800","100","20230309","1742","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","5703","20010529","1.75","5","22.08","1.35","12.91","211.77","28500","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","106777","29455800","4.69","170","12.2","3.36","297.15","1079.43","362500","100","20230403","3775","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","8948","12620000","3.53","25","78.6","0.57","9.02","1250.9","70900","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","30797","34760000","3.39","30","15.18","3.48","58.38","254.41","88600","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","12281","13363540","3.81","35","7.97","1.46","115.34","629.83","91900","100","20230411","950","20230113","698"
"1431","Lib_Work","東証GR","建設","19356","23292040","0.77","6.4","40.01","5.66","20.77","146.9","83100","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","7956","8990200","2.26","20","19.61","1.79","45.14","493.05","88500","100","20230127","1002","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","3352","6827500","3.26","16","5.36","0.67","91.6","732.55","49100","100","20230414","510","20230104","439"
"1435","Robot_Home","東証PR","建設","23329","91127000","0.78","2","28.76","2.92","8.9","87.64","25600","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3899","4284200","1.1","10","11.59","0.8","78.52","1137.93","91000","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","3589","3204600","2.23","25","12.5","1.07","89.6","1042.07","112000","100","20230330","1210","20230112","994"
"1439","安江工務店","東証ST","建設","1348","1347880","3","30","9.64","0.84","103.7","1197.37","100000","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3751","16237977","0.43","1","11.72","0.39","19.71","591.86","23100","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2316","1088700","0","0","18.76","1.56","113.35","1360.8","212700","100","20230215","2470","20230130","1954"
"1446","キャンディル","東証ST","建設","5915","10734200","1.09","6","37.41","1.98","14.73","278.15","55100","100","20230405","554","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9081","24152701","-","-","23.59","4.14","15.94","90.79","37600","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","10931","4349800","2.9","73","8.74","1.78","287.39","1410.52","251300","100","20230329","2780","20230116","2251"
"1451","KHC","東証ST","建設","2519","3985350","5.22","33","7.15","0.42","88.44","1516.29","63200","100","20230309","654","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","9272","289747982","-","-","25","1.29","1.28","24.79","3200","100","20230124","34","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","19435","58892853","1.52","5","5.05","1.01","65.37","327.85","33000","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","59552","16704638","3.8","135.5","7.91","0.47","450.8","7625.55","356500","100","20230308","3885","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","41284","13064400","10.13","320","1.96","0.8","1615.77","3952.35","316000","100","20230221","4105","20230106","2854"
"1605","INPEX","東証PR","鉱業","2084161","1386667167","4.26","64","7.27","0.52","206.74","2891.93","150300","100","20230307","1540","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","244079","54300076","7.34","330","4.09","0.6","1099.18","7461.13","449500","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","65286","28336061","1.48","34","14.25","0.73","161.66","3161.03","230400","100","20230310","2367","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2917","8732773","0","0","-","4.51","-6.58","74.09","33400","100","20230125","376","20230330","297"
"1712","ダイセキ環境ソリューション","東証PR","建設","14253","16827120","1.18","10","15.99","0.96","52.96","884.84","84700","100","20230127","1039","20230407","793"
"1716","第一カッター興業","東証PR","建設","14376","12000000","2.42","29","8.93","0.87","134.12","1374.41","119800","100","20230417","1213","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10144","12775900","3.97","31.5","14.38","2.05","55.23","387.12","79400","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","4619","1153263","4","160","7.3","0.3","548.86","13366.56","400500","100","20230331","4025","20230117","3800"
"1719","安藤・間","東証PR","建設","154773","181021197","4.68","40","7.88","0.98","108.53","871.9","85500","100","20230309","905","20230106","819"
"1720","東急建設","東証PR","建設","73238","106761205","5.25","36","17.99","0.78","38.14","878.38","68600","100","20230309","727","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","349398","141000000","4.04","100","11.63","0.9","213.06","2759.35","247800","100","20230213","2562","20230104","2277"
"1723","日本電技","東証ST","建設","28691","8197500","4.29","150","9.19","0.96","380.8","3657.24","350000","100","20230403","3695","20230104","3090"
