"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","39451","10928283","2.49","90","6.45","0.81","559.88","4436.27","361000","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","205204","312430277","3.05","20","9.51","0.94","69.08","696.72","65680","100","20230622","669","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","123159","50578837","2.87","70","6.64","0.69","366.69","3534.39","243500","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","38075","39910700","0.21","2","314.85","3.65","3.03","261.08","95400","100","20230307","1057","20230620","933"
"1376","カネコ種苗","東証ST","水産・農林","16847","11772626","2.03","29","13.24","0.73","108.12","1970.41","143100","100","20230404","1709","20230105","1400"
"1377","サカタのタネ","東証PR","水産・農林","196043","47410750","1.21","50","21.57","1.38","191.66","2991.31","413500","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61180","33359040","-","-","82.95","1.14","22.11","1609.46","183400","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4342","4179000","0.96","10","43.31","2.03","23.99","512.11","103900","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","16853","5617500","3.17","95","16.85","0.88","178.07","3419.14","300000","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1366","762000","2.79","50","10.42","1.76","171.98","1020.25","179200","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","4884","1560500","0.32","10","77.42","2.61","40.43","1201.41","313000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","7444","8459000","2.27","20","6.73","0.69","130.75","1270.49","88000","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1561","13008600","0","0","15.15","0.67","7.92","180.27","12000","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3835","7732000","1.21","6","11.06","1.22","44.83","408.13","49600","100","20230612","510","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","114056","46027488","2.22","55","13.92","3.82","178.05","649.01","247800","100","20230113","4730","20230630","2391"
"1414","ショーボンドホールディングス","東証PR","建設","317149","56745180","2.24","125","23.33","3.12","239.54","1789.41","558900","100","20230510","5920","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","186916","103325329","3.59","65","9.64","0.7","187.68","2573.5","180900","100","20230703","1856","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4142","20010529","2.42","5","16.03","0.98","12.91","211.77","20700","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","98971","29455800","5.06","170","11.31","3.11","297.15","1079.43","336000","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9187","12620000","3.43","25","11.54","0.56","63.08","1308.19","72800","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","30971","34760000","3.37","30","15.29","3.62","58.28","246.18","89100","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","10597","13363540","4.41","35","7.14","1.26","111.13","629.83","79300","100","20230509","963","20230113","698"
"1431","Lib_Work","東証GR","建設","18331","23292040","0.81","6.4","112.43","5.46","7","144.19","78700","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","10671","8990200","1.68","20","26.3","2.78","45.14","426.47","118700","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","3659","6838400","2.99","16","5.84","0.73","91.6","732.55","53500","100","20230620","539","20230104","439"
"1435","Robot_Home","東証PR","建設","17496","91127000","1.04","2","21.57","2.11","8.9","91.11","19200","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3813","4284200","1.35","12","10.08","0.76","88.33","1165.72","89000","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4204","3204600","1.91","25","14.64","1.23","89.59","1065.46","131200","100","20230511","1445","20230112","994"
"1439","安江工務店","東証ST","建設","1471","1350760","2.75","30","10.54","0.92","103.29","1183.65","108900","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3783","16237977","0.43","1","11.82","0.4","19.71","587.33","23300","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2935","1088700","0","0","23.81","1.95","113.25","1381.19","269600","100","20230703","2700","20230130","1954"
"1446","キャンディル","東証ST","建設","6376","10734200","1.01","6","40.35","2.03","14.72","292","59400","100","20230705","597","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9202","24152701","0","0","18.39","3.35","20.72","113.84","38100","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","10396","4349800","3.05","73","11","1.67","217.27","1429.41","239000","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2702","3985350","5.16","35","8.78","0.44","77.24","1549.17","67800","100","20230705","680","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","24.9","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","22203","58892853","1.99","7.5","5.57","1.12","67.65","335.34","37700","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","77677","16704638","2.15","100","14.07","0.58","330.6","7955.03","465000","100","20230704","4770","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","35888","13064400","2.91","80","3.24","0.64","846.57","4292.78","274700","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2240854","1386667167","3.96","64","7.03","0.54","229.71","2986.33","161600","100","20230622","1651","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","238649","54300076","4.55","200","7.01","0.56","627","7849.18","439500","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","66505","28336061","1.45","34","14.52","0.73","161.6","3206.3","234700","100","20230619","2555","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2498","8732773","0","0","-","4.57","-13.74","62.61","28600","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","22582","16827120","0.75","10","19.17","1.48","70.02","906.87","134200","100","20230705","1404","20230407","793"
"1716","第一カッター興業","東証PR","建設","17064","12000000","2.04","29","10.6","1","134.16","1422.19","142200","100","20230619","1447","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9825","12775900","4.16","32","13.23","1.92","58.12","399.63","76900","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5236","1153263","3.52","160","8.27","0.33","548.86","13663.78","454000","100","20230623","4785","20230117","3800"
"1719","安藤・間","東証PR","建設","194236","181021197","5.59","60","12.34","1.2","86.92","897.84","107300","100","20230615","1094","20230106","819"
"1720","東急建設","東証PR","建設","78790","106761205","4.88","36","19.4","0.81","38.05","905.99","73800","100","20230511","761","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","371070","133000000","3.76","105","14.65","0.99","190.43","2824.12","279000","100","20230523","2869","20230104","2277"
"1723","日本電技","東証ST","建設","34880","8197500","3.76","160","10.65","1.1","399.48","3879.63","425500","100","20230615","4365","20230104","3090"
