"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","38304","10928283","2.85","100","6.72","0.79","521.92","4429.19","350500","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","182772","312430277","2.74","16","9.1","0.83","64.26","704.75","58500","100","20230420","588","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","125284","50578837","2.22","55","6.69","0.69","370.04","3604.21","247700","100","20230104","2509","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","40350","39910700","2.97","30","34.58","3.66","29.24","276.16","101100","100","20230307","1057","20230110","991"
"1376","カネコ種苗","東証ST","水産・農林","18954","11772626","1.8","29","14.89","0.82","108.12","1970.41","161000","100","20230404","1709","20230105","1400"
"1377","サカタのタネ","東証PR","水産・農林","187272","47410750","1.27","50","20.61","1.32","191.66","2991.31","395000","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61514","33359040","2.17","40","-","1.14","-50.31","1617.45","184400","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4371","4179000","0.96","10","51.3","2.12","20.39","494.11","104600","100","20230116","1071","20230410","1040"
"1381","アクシーズ","東証ST","水産・農林","17049","5617500","3.13","95","17.04","0.9","178.07","3361.44","303500","100","20230418","3060","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1398","762000","2.72","50","10.67","1.86","171.97","984.58","183500","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5274","1560500","0.3","10","80.76","3.47","41.85","974.37","338000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","6454","8459000","2.62","20","6.28","0.59","121.53","1295.91","76300","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1548","13008600","0","0","-","0.69","-0.08","173.12","11900","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3742","7732000","1.24","6","10.8","1.19","44.83","408.13","48400","100","20230216","509","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","158335","46027488","1.6","55","19.32","5.3","178.05","649.01","344000","100","20230113","4730","20230413","2662"
"1414","ショーボンドホールディングス","東証PR","建設","316071","56745180","2.15","120","23.31","3.13","239","1779.11","557000","100","20230201","5590","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","172347","103325329","3.6","60","10.91","0.68","152.89","2459.4","166800","100","20230309","1742","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4783","20010529","2.09","5","18.51","1.13","12.91","211.77","23900","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","108692","29455800","4.61","170","12.42","3.42","297.15","1079.43","369000","100","20230403","3775","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","8973","12620000","3.52","25","78.82","0.57","9.02","1250.9","71100","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","31006","34760000","3.36","30","15.28","3.51","58.38","254.41","89200","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","12335","13363540","3.79","35","8","1.47","115.34","629.83","92300","100","20230411","950","20230113","698"
"1431","Lib_Work","東証GR","建設","19006","23292040","0.78","6.4","39.29","5.55","20.77","146.9","81600","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","8046","8990200","2.23","20","19.83","1.82","45.14","493.05","89500","100","20230127","1002","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","3359","6827500","3.25","16","5.37","0.67","91.6","732.55","49200","100","20230414","510","20230104","439"
"1435","Robot_Home","東証PR","建設","21506","91127000","0.85","2","26.52","2.69","8.9","87.64","23600","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3907","4284200","1.1","10","11.61","0.8","78.52","1137.93","91200","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","3525","3204600","2.27","25","12.28","1.06","89.6","1042.07","110000","100","20230330","1210","20230112","994"
"1439","安江工務店","東証ST","建設","1360","1347880","2.97","30","9.73","0.84","103.7","1197.37","100900","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3767","16237977","0.43","1","11.77","0.39","19.71","591.86","23200","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2321","1088700","0","0","18.81","1.57","113.35","1360.8","213200","100","20230215","2470","20230130","1954"
"1446","キャンディル","東証ST","建設","6065","10734200","1.06","6","38.36","2.03","14.73","278.15","56500","100","20230420","572","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9202","24152701","-","-","23.9","4.2","15.94","90.79","38100","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","11218","4349800","2.83","73","8.97","1.83","287.39","1410.52","257900","100","20230329","2780","20230116","2251"
"1451","KHC","東証ST","建設","2511","3985350","5.24","33","7.12","0.42","88.44","1516.29","63000","100","20230309","654","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","9272","289747982","-","-","25","1.29","1.28","24.79","3200","100","20230124","34","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","19847","58892853","1.48","5","5.16","1.03","65.37","327.85","33700","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","59719","16704638","3.79","135.5","7.93","0.47","450.8","7625.55","357500","100","20230308","3885","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","42133","13064400","9.92","320","2","0.82","1615.77","3952.35","322500","100","20230221","4105","20230106","2854"
"1605","INPEX","東証PR","鉱業","2039787","1386667167","4.35","64","7.12","0.51","206.74","2891.93","147100","100","20230307","1540","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","241635","54300076","7.42","330","4.05","0.6","1099.18","7461.13","445000","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","68743","28336061","1.4","34","15.01","0.77","161.66","3161.03","242600","100","20230419","2515","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2969","8732773","0","0","-","4.59","-6.58","74.09","34000","100","20230125","376","20230330","297"
"1712","ダイセキ環境ソリューション","東証PR","建設","15397","16827120","1.09","10","17.28","1.03","52.96","884.84","91500","100","20230127","1039","20230407","793"
"1716","第一カッター興業","東証PR","建設","14640","12000000","2.38","29","9.1","0.89","134.12","1374.41","122000","100","20230420","1222","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10004","12775900","4.02","31.5","14.18","2.02","55.23","387.12","78300","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","4625","1153263","3.99","160","7.31","0.3","548.86","13366.56","401000","100","20230331","4025","20230117","3800"
"1719","安藤・間","東証PR","建設","154954","181021197","4.67","40","7.89","0.98","108.53","871.9","85600","100","20230309","905","20230106","819"
"1720","東急建設","東証PR","建設","73879","106761205","5.2","36","18.14","0.79","38.14","878.38","69200","100","20230309","727","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","351795","141000000","4.01","100","11.71","0.9","213.06","2759.35","249500","100","20230213","2562","20230104","2277"
"1723","日本電技","東証ST","建設","28773","8197500","4.27","150","9.22","0.96","380.8","3657.24","351000","100","20230403","3695","20230104","3090"
