"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","41418","10928283","2.37","90","6.77","0.84","559.88","4525.41","379000","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","242258","312430277","2.58","20","11.22","1.08","69.08","720.51","77540","100","20230817","789","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","126346","50578837","2.8","70","6.81","0.69","366.7","3646.06","249800","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","35521","39910700","0.22","2","293.73","3.59","3.03","248.03","89000","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16435","11772626","2.22","31","11.02","0.68","126.64","2053.62","139600","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","190591","47410750","1.37","55","22.29","1.29","180.39","3104.4","402000","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","60380","33359040","-","-","81.9","1.15","22.1","1575.92","181000","100","20230131","1902","20230822","1802"
"1380","秋川牧園","東証ST","水産・農林","4350","4179000","0.96","10","43.39","2.02","23.99","516.23","104100","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","16527","5617500","3.23","95","16.52","0.84","178.07","3516.95","294200","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1317","762000","2.89","50","11.06","1.67","156.23","1034.18","172800","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5113","1610500","0.31","10","78.53","2.64","40.43","1201.41","317500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8552","8459000","1.98","20","7.73","0.76","130.75","1325.23","101100","100","20230823","1015","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1574","13008600","0","0","12.59","0.63","9.61","191.18","12100","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3804","7732000","1.63","8","9.88","1.15","49.79","428.15","49200","100","20230721","574","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","115759","46027488","2.19","55","14.13","3.61","178.05","696.22","251500","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","333321","56745180","2.18","128","23.24","3.15","252.71","1862.41","587400","100","20230814","6050","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","193322","103325329","3.47","65","9.91","0.73","188.81","2557.02","187100","100","20230817","1898","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","3982","20010529","2.51","5","15.43","0.94","12.9","211.41","19900","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","101475","29455800","5.37","185","10.85","2.86","317.37","1203.11","344500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9162","12620000","3.44","25","11.51","0.59","63.08","1231.47","72600","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","34899","34760000","2.99","30","17.24","3.82","58.24","262.61","100400","100","20230816","1115","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","9876","13363540","4.19","31","7.16","1.11","103.21","664.54","73900","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","17981","23292040","0.83","6.4","46.12","5.15","16.74","149.99","77200","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","10321","8990200","1.74","20","25.43","2.69","45.14","426.47","114800","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","4948","6853100","4.16","30","3.94","0.87","183.13","827.18","72200","100","20230804","742","20230104","439"
"1435","Robot_Home","東証PR","建設","17588","91127000","1.04","2","21.69","2.06","8.9","93.59","19300","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3676","4284200","1.4","12","9.71","0.74","88.33","1165.72","85800","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4807","3204600","1.67","25","16.74","1.4","89.58","1074.2","150000","100","20230821","1580","20230112","994"
"1439","安江工務店","東証ST","建設","1637","1350760","2.48","30","11.75","1.01","103.11","1195","121200","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3475","16237977","0.47","1","10.86","0.35","19.71","607.32","21400","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2433","1088700","0","0","19.74","1.62","113.25","1381.19","223500","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6580","10734200","0.98","6","26.79","2.1","22.88","291.38","61300","100","20230815","626","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7777","24152701","0","0","15.54","2.83","20.72","113.84","32200","100","20230221","436","20230821","305"
"1450","田中建設工業","東証ST","建設","9456","4349800","3.36","73","10.01","1.56","217.27","1397.65","217400","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2788","4005350","5.03","35","9.01","0.45","77.24","1548.75","69600","100","20230823","696","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8403","289747982","-","-","17.79","1.16","1.63","25.02","2900","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","21378","58892853","2.07","7.5","5.33","0.96","68.09","376.64","36300","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","76090","16704638","2.2","100","13.78","0.57","330.6","7991.9","455500","100","20230801","5110","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","35731","13064400","2.93","80","3.22","0.62","850.25","4433.08","273500","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2758774","1386667167","3.72","74","8.12","0.61","245.02","3269.65","198950","100","20230810","2140","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","254124","54300076","4.27","200","7.46","0.58","627","8014.07","468000","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","66845","28336061","1.44","34","11.02","0.72","214.15","3276.04","235900","100","20230808","2589","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2209","8732773","0","0","-","4.98","-13.74","50.84","25300","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","21741","16827120","0.77","10","18.45","1.42","70.02","906.87","129200","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証PR","建設","14592","12000000","2.88","35","7.86","0.83","154.65","1468.67","121600","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9480","12775900","4.31","32","12.77","1.99","58.1","373.66","74200","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","4999","1153263","3.69","160","7.9","0.32","548.86","13732.79","433500","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","210890","181021197","5.15","60","13.4","1.29","86.92","901.12","116500","100","20230816","1195","20230106","819"
"1720","東急建設","東証PR","建設","80391","106761205","4.78","36","19.79","0.84","38.04","900.1","75300","100","20230802","775","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","405783","133000000","3.44","105","16.01","1.08","190.59","2814.68","305100","100","20230814","3156","20230104","2277"
"1723","日本電技","東証ST","建設","34921","8197500","3.76","160","10.66","1.12","399.48","3812.44","426000","100","20230727","4845","20230104","3090"
