"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","40052","10928283","2.46","90","8.03","0.83","456.68","4429.19","366500","100","20230203","3930","20220111","3055"
"1332","ニッスイ","東証PR","水産・農林","174024","312430277","2.87","16","8.67","0.79","64.26","704.75","55700","100","20220726","608","20220309","497"
"1333","マルハニチロ","東証PR","水産・農林","126852","50639610","2.2","55","6.77","0.7","370.04","3604.21","250500","100","20220809","2678","20220527","2201"
"1375","雪国まいたけ","東証PR","水産・農林","41866","39910700","2.86","30","35.88","3.8","29.24","276.16","104900","100","20220214","1258","20220527","814"
"1376","カネコ種苗","東証ST","水産・農林","19978","11772626","1.71","29","15.71","0.86","108","1977.45","169700","100","20220502","1868","20221208","1368"
"1377","サカタのタネ","東証PR","水産・農林","199836","47410750","1.19","50","21.99","1.39","191.66","3038.31","421500","100","20220909","5270","20220119","3210"
"1379","ホクト","東証PR","水産・農林","63182","33359040","3.17","60","-","1.17","-50.31","1617.45","189400","100","20220502","2045","20230210","1853"
"1380","秋川牧園","東証ST","水産・農林","4459","4179000","0.94","10","52.33","2.16","20.39","494.11","106700","100","20220808","1370","20220704","1036"
"1381","アクシーズ","東証ST","水産・農林","16454","5617500","3.24","95","16.45","0.87","178.07","3361.44","292900","100","20220624","3455","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1449","762000","2.63","50","11.05","1.93","171.97","984.58","190100","100","20220706","4515","20220127","870"
"1383","ベルグアース","東証ST","水産・農林","5142","1560500","0.3","10","78.73","2.91","41.85","1130.93","329500","100","20230303","3450","20220427","2459"
"1384","ホクリヨウ","東証ST","水産・農林","7630","8459000","2.22","20","7.42","0.7","121.53","1295.91","90200","100","20230213","972","20220928","590"
"1400","ルーデン・ホールディングス","東証GR","建設","1925","13008600","0","0","-","0.85","-0.08","173.12","14800","100","20220104","220","20230206","98"
"1401","エムビーエス","東証GR","建設","3843","7732000","1.21","6","11.11","1.25","44.73","398.92","49700","100","20220113","587","20221228","466"
"1407","ウエストホールディングス","東証ST","建設","159715","46027488","1.59","55","19.49","5.54","178.05","626.83","347000","100","20220104","5860","20220126","3085"
"1414","ショーボンドホールディングス","東証PR","建設","316638","56745180","2.15","120","23.35","3.14","239","1779.11","558000","100","20221011","6540","20220119","4800"
"1417","ミライト・ワン","東証PR","建設","178236","103325329","3.48","60","11.28","0.7","152.89","2459.4","172500","100","20220315","2048","20221104","1399"
"1418","インターライフホールディングス","東証ST","建設","3342","20010529","2.99","5","26.59","0.83","6.28","200.56","16700","100","20220414","228","20220307","149"
"1419","タマホーム","東証PR","建設","108986","29455800","4.59","170","12.68","3.41","291.77","1083.49","370000","100","20230309","3730","20220224","2170"
"1420","サンヨーホームズ","東証ST","建設","9705","12620000","3.25","25","85.25","0.61","9.02","1250.9","76900","100","20220311","840","20220914","682"
"1429","日本アクア","東証PR","建設","32083","34760000","3.25","30","15.81","3.63","58.38","254.41","92300","100","20230210","993","20220315","531"
"1430","ファーストコーポレーション","東証PR","建設","10744","13363540","4.35","35","6.96","1.36","115.53","590.56","80400","100","20220509","813","20220127","666"
"1431","Lib_Work","東証GR","建設","19123","23292040","0.78","6.4","39.53","5.59","20.77","146.9","82100","100","20220906","890","20220128","664"
"1433","ベステラ","東証PR","建設","8433","8990200","2.13","20","-","1.75","-9.48","535.71","93800","100","20220217","1399","20221013","833"
"1434","JESCOホールディングス","東証ST","建設","3243","6827100","3.37","16","5.17","0.74","91.89","645.92","47500","100","20220104","538","20220308","399"
"1435","Robot_Home","東証PR","建設","17952","91127000","1.02","2","22.13","2.25","8.9","87.64","19700","100","20220105","245","20221227","157"
"1436","フィット","東証GR","建設","3136","4284200","1.37","10","9.32","0.65","78.52","1128.36","73200","100","20220331","1015","20221229","656"
"1438","岐阜造園","東証ST","建設","3505","3203600","1.83","20","12.21","1.05","89.6","1042.07","109400","100","20220928","1145","20221208","980"
"1439","安江工務店","東証ST","建設","1428","1342380","2.82","30","10.26","0.89","103.7","1197.37","106400","100","20230203","1796","20220309","810"
"1443","技研ホールディングス","東証ST","建設","3848","16237977","0.42","1","12.02","0.4","19.71","591.86","23700","100","20221011","319","20220224","179"
"1444","ニッソウ","東証GR","建設","2501","1088700","0","0","20.2","1.72","113.69","1336.91","229700","100","20230215","2470","20221129","1411"
"1446","キャンディル","東証ST","建設","5689","10734200","1.13","6","35.98","1.91","14.73","278.15","53000","100","20220815","630","20220120","472"
"1447","ITbookホールディングス","東証GR","建設","9685","24152701","-","-","25.16","4.42","15.94","90.79","40100","100","20220331","661","20220128","336"
"1450","田中建設工業","東証ST","建設","11527","4349800","2.75","73","9.22","1.88","287.39","1410.52","265000","100","20230309","2683","20220413","1600"
"1451","KHC","東証ST","建設","2594","3985350","5.07","33","7.36","0.43","88.44","1516.29","65100","100","20220901","694","20220617","579"
"1491","中外鉱業","東証ST","非鉄金属","9272","289747982","-","-","25","1.29","1.28","24.79","3200","100","20220308","39","20220127","26"
"1514","住石ホールディングス","東証ST","鉱業","22438","58892853","1.31","5","8.95","1.16","42.58","327.85","38100","100","20230124","464","20220201","129"
"1515","日鉄鉱業","東証PR","鉱業","64396","16704638","3.51","135.5","8.55","0.51","450.8","7625.55","385500","100","20230308","3885","20220707","2482"
"1518","三井松島ホールディングス","東証PR","鉱業","50037","13064400","8.36","320","2.37","0.97","1615.77","3952.35","383000","100","20220809","4590","20220208","1470"
"1605","INPEX","東証PR","鉱業","2066134","1386667167","4.3","64","7.21","0.52","206.74","2891.93","149000","100","20220609","1831","20220106","989"
"1662","石油資源開発","東証PR","鉱業","275301","54300076","6.51","330","4.61","0.68","1099.18","7461.13","507000","100","20230307","5230","20220302","2325"
"1663","K＆Oエナジーグループ","東証PR","鉱業","66051","28336061","1.46","34","14.42","0.74","161.66","3161.03","233100","100","20221130","2480","20220106","1424"
"1711","SDSホールディングス","東証ST","建設","2794","8732773","0","0","-","4.32","-6.58","74.09","32000","100","20220302","726","20230215","304"
"1712","ダイセキ環境ソリューション","東証PR","建設","16373","16827120","1.03","10","35.96","1.12","27.06","870.12","97300","100","20220104","1650","20221108","766"
"1716","第一カッター興業","東証PR","建設","13716","12000000","2.54","29","8.52","0.83","134.12","1374.41","114300","100","20220210","1459","20221221","996"
"1717","明豊ファシリティワークス","東証ST","サービス","10463","12775900","3.85","31.5","14.83","2.12","55.23","387.12","81900","100","20220104","856","20220516","590"
"1718","美樹工業","東証ST","建設","4607","1153263","4.01","160","7.28","0.3","548.86","13366.56","399500","100","20220209","4135","20220308","3760"
"1719","安藤・間","東証PR","建設","162738","181021197","4.45","40","8.28","1.03","108.53","871.9","89900","100","20220217","940","20220519","787"
"1720","東急建設","東証PR","建設","77509","106761205","4.96","36","19.04","0.83","38.14","878.38","72600","100","20220217","735","20220426","576"
"1721","コムシスホールディングス","東証PR","建設","359973","141000000","3.92","100","11.98","0.93","213.06","2759.35","255300","100","20220216","2825","20230104","2277"
"1723","日本電技","東証ST","建設","29265","8197500","4.2","150","9.38","0.98","380.8","3657.24","357000","100","20220111","4190","20221020","2784"
