"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","40981","10928283","2.4","90","6.7","0.83","559.88","4525.41","375000","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","216514","312430277","2.89","20","10.03","0.96","69.08","720.51","69300","100","20230817","789","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","124146","50578837","2.85","70","6.69","0.67","366.7","3646.06","245450","100","20230926","2688","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","35281","39910700","0.23","2","291.75","3.56","3.03","248.03","88400","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16411","11772626","2.22","31","11.01","0.68","126.64","2054.79","139400","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","194147","47410750","1.34","55","22.7","1.25","180.39","3273.56","409500","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","59679","33359040","-","-","80.95","1.14","22.1","1575.92","178900","100","20230131","1902","20231018","1769"
"1380","秋川牧園","東証ST","水産・農林","4346","4179000","0.96","10","43.35","2.01","23.99","516.23","104000","100","20230928","1094","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","16471","5617500","3.24","95","16.47","0.83","178.07","3516.95","293200","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1436","762000","2.65","50","12.06","1.82","156.23","1034.18","188400","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5097","1610500","0.32","10","79.8","2.64","39.66","1198.88","316500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8831","8459000","1.92","20","7.98","0.79","130.75","1325.23","104400","100","20230925","1205","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1574","13008600","0","0","12.59","0.63","9.61","191.18","12100","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3943","7732000","1.57","8","10.24","1.17","49.79","435.87","51000","100","20230721","574","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","149589","46027488","1.69","55","17.77","4.21","182.93","771.95","325000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","322483","56745180","2.25","128","22.49","3.05","252.71","1862.41","568300","100","20230814","6050","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","200141","103325329","3.36","65","10.26","0.76","188.81","2557.02","193700","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4162","20010529","2.4","5","16.12","0.96","12.9","215.67","20800","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","95584","29455800","5.7","185","10.22","3.08","317.37","1053.29","324500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9049","12620000","3.49","25","11.37","0.58","63.08","1231.47","71700","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","32431","34760000","3.22","30","16.02","3.55","58.24","262.61","93300","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","10023","13363540","4.13","31","7.27","1.17","103.21","640.32","75000","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18540","23292040","0.8","6.4","47.55","5.31","16.74","149.99","79600","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9026","8990200","1.99","20","45.62","2.29","22.01","438.09","100400","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","5294","6857000","3.89","30","4.4","0.94","175.3","819.24","77200","100","20230828","800","20230104","439"
"1435","Robot_Home","東証ST","不動産","17132","91127000","1.06","2","21.12","2.01","8.9","93.59","18800","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3419","4284200","1.5","12","9.03","0.69","88.33","1160.25","79800","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","5031","3204600","1.59","25","17.53","1.46","89.58","1074.2","157000","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1794","1350760","2.26","30","12.88","1.11","103.11","1195","132800","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3442","16237977","0.47","1","10.76","0.35","19.71","607.32","21200","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2509","1088700","0","0","17.06","1.7","135.11","1359.41","230500","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","5947","10734200","1.08","6","24.21","1.9","22.88","291.38","55400","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7439","24152701","0","0","14.86","2.88","20.72","106.99","30800","100","20230221","436","20231016","301"
"1450","田中建設工業","東証ST","建設","9417","4349800","3.37","73","9.96","1.55","217.27","1397.65","216500","100","20230329","2780","20231017","2146"
"1451","KHC","東証ST","建設","2840","4005350","4.94","35","9.18","0.46","77.24","1548.75","70900","100","20230926","769","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","25.02","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","29623","58892853","1.49","7.5","4.67","1.34","107.81","376.64","50300","100","20230929","616","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","78094","16704638","2.82","132","14.14","0.58","330.6","7991.9","467500","100","20230919","5600","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","33981","13064400","3.08","80","3.06","0.59","850.25","4433.08","260100","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","3092268","1386667167","3.32","74","9.1","0.68","245.02","3269.65","223000","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","291048","54300076","3.73","200","8.55","0.67","627","8014.07","536000","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","68772","28336061","1.4","34","11.33","0.74","214.15","3276.04","242700","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","1965","8732773","0","0","-","4.43","-13.74","50.84","22500","100","20230125","376","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","15952","16827120","1.05","10","10.48","1.01","90.5","940.48","94800","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","14652","12000000","2.87","35","7.9","0.83","154.65","1468.67","122100","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10093","12775900","4.3","34","12.74","2.11","62.01","373.66","79000","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5201","1153263","3.55","160","8.22","0.33","548.86","13732.79","451000","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","205821","181021197","5.28","60","13.08","1.26","86.92","901.12","113700","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","78576","106761205","4.89","36","19.35","0.82","38.04","900.1","73600","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","403389","133000000","3.46","105","15.91","1.08","190.59","2814.68","303300","100","20230915","3294","20230104","2277"
"1723","日本電技","東証ST","建設","34348","8197500","3.82","160","10.49","1.1","399.48","3812.44","419000","100","20230727","4845","20230104","3090"
