"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","41855","10928283","2.35","90","6.84","0.82","559.59","4681.31","383000","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","235166","312430277","2.66","20","10.9","0.98","69.08","767.47","75270","100","20230817","789","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","144605","50578837","2.45","70","7.8","0.74","366.69","3858.58","285900","100","20231114","2892","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","38873","39910700","0.21","2","49.8","3.62","19.56","269.23","97400","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16882","11772626","2.16","31","11.32","0.7","126.64","2054.79","143400","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","191302","47410750","1.36","55","22.37","1.23","180.39","3273.56","403500","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","58845","33359040","-","-","79.86","1.12","22.09","1581.13","176400","100","20230131","1902","20231117","1729"
"1380","秋川牧園","東証ST","水産・農林","4313","4179000","0.97","10","43.02","1.98","23.99","522.33","103200","100","20230928","1094","20231121","1027"
"1381","アクシーズ","東証ST","水産・農林","16089","5617500","3.32","95","16.08","0.82","178.07","3480.41","286400","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1804","762000","2.11","50","15.15","2.48","156.23","955.74","236700","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5427","1610500","0.3","10","84.97","2.81","39.66","1198.88","337000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","9846","8459000","3.44","40","6.33","0.83","183.95","1409.75","116400","100","20230925","1205","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1015","13008600","0","0","8.12","0.4","9.61","194.49","7800","100","20230221","187","20231031","70"
"1401","エムビーエス","東証GR","建設","4709","7732000","1.31","8","12.23","1.4","49.79","435.87","60900","100","20231122","636","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","144987","46027488","1.75","55","17.22","4.08","182.93","771.95","315000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","341266","56745180","2.13","128","23.77","3.29","253","1829.4","601400","100","20231113","6280","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","191565","103325329","3.51","65","9.78","0.72","189.62","2591.99","185400","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4002","20010529","2.5","5","10.34","0.93","19.35","215.67","20000","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","106777","29455800","5.1","185","11.42","3.44","317.37","1053.29","362500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9086","12620000","3.47","25","16.66","0.58","43.21","1245.47","72000","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","32153","34760000","3.24","30","15.89","3.3","58.23","280.5","92500","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","10023","13363540","4.13","31","7.27","1.17","103.21","640.32","75000","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18471","23292040","0.81","6.4","47.29","5.76","16.77","137.79","79300","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9251","8990200","1.94","20","46.75","2.35","22.01","438.09","102900","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","5343","6876800","3.86","30","4.43","0.95","175.3","819.24","77700","100","20230828","800","20230104","439"
"1435","Robot_Home","東証ST","不動産","16494","91127000","1.1","2","20.34","1.94","8.9","93.06","18100","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3466","4284200","1.48","12","9.16","0.7","88.33","1160.25","80900","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4570","3204600","2.1","30","15.18","1.3","93.94","1100.08","142600","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1910","1350760","2.48","35","11.04","1.12","128.03","1261.56","141400","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3556","16237977","0.46","1","11.11","0.35","19.71","626.73","21900","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2724","1088700","0","0","18.52","1.84","135.11","1359.41","250200","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6226","10734200","1.38","8","23.21","1.97","24.99","293.98","58000","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7342","24152701","0","0","14.67","3.1","20.72","98.08","30400","100","20230221","436","20231024","295"
"1450","田中建設工業","東証ST","建設","8926","4349800","3.56","73","9.44","1.43","217.27","1432.13","205200","100","20230329","2780","20231124","2031"
"1451","KHC","東証ST","建設","2888","4005350","4.85","35","9.35","0.46","77.08","1574.79","72100","100","20230926","769","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8403","289747982","-","-","18.59","1.15","1.56","25.17","2900","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","45819","58892853","2.57","20","7.15","1.61","108.85","482.98","77800","100","20231128","788","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","95216","16704638","2.96","169","13.55","0.68","420.76","8327.95","570000","100","20231128","5710","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","36815","13064400","2.84","80","3.01","0.56","937.52","5043.25","281800","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2915468","1386667167","3.52","74","8.06","0.63","260.88","3351.88","210250","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","310596","54300076","4.37","250","6.89","0.64","829.81","8890.78","572000","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","61404","28336061","1.75","38","10.12","0.65","214.12","3325.1","216700","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2244","8732773","0","0","-","4.33","-13.74","59.32","25700","100","20230125","376","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","16322","16827120","1.03","10","10.72","1.03","90.5","940.48","97000","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","15624","12000000","2.69","35","7.87","0.87","165.52","1489.85","130200","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10489","12775900","4.14","34","13.27","2.04","61.86","403.24","82100","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5392","1153263","3.42","160","7.3","0.34","640.34","13828.84","467500","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","199123","181021197","5.45","60","12.66","1.2","86.89","913.98","110000","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","84555","106761205","4.55","36","14.62","0.87","54.17","914.5","79200","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","427861","133000000","3.26","105","16.86","1.12","190.86","2874.07","321700","100","20231110","3336","20230104","2277"
"1723","日本電技","東証ST","建設","34266","8197500","3.83","160","10.12","1.06","412.85","3926.22","418000","100","20230727","4845","20230104","3090"
