"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","38194","10928283","2.86","100","6.7","0.79","521.92","4429.19","349500","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","181210","312430277","2.76","16","9.03","0.82","64.26","704.75","58000","100","20230418","584","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","123210","50578837","2.26","55","6.58","0.68","370.04","3604.21","243600","100","20230104","2509","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","40230","39910700","2.98","30","34.47","3.65","29.24","276.16","100800","100","20230307","1057","20230110","991"
"1376","カネコ種苗","東証ST","水産・農林","19036","11772626","1.79","29","14.96","0.82","108.12","1970.41","161700","100","20230404","1709","20230105","1400"
"1377","サカタのタネ","東証PR","水産・農林","190354","47410750","1.25","50","20.95","1.34","191.66","2991.31","401500","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61247","33359040","2.18","40","-","1.14","-50.31","1617.45","183600","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4409","4179000","0.95","10","51.74","2.14","20.39","494.11","105500","100","20230116","1071","20230410","1040"
"1381","アクシーズ","東証ST","水産・農林","17105","5617500","3.12","95","17.1","0.91","178.07","3361.44","304500","100","20230418","3060","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1417","762000","2.69","50","10.81","1.89","171.97","984.58","185900","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5259","1560500","0.3","10","80.53","3.46","41.85","974.37","337000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","6353","8459000","2.66","20","6.18","0.58","121.53","1295.91","75100","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1600","13008600","0","0","-","0.71","-0.08","173.12","12300","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3750","7732000","1.24","6","10.82","1.19","44.83","408.13","48500","100","20230216","509","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","145447","46027488","1.74","55","17.75","4.87","178.05","649.01","316000","100","20230113","4730","20230413","2662"
"1414","ショーボンドホールディングス","東証PR","建設","305289","56745180","2.23","120","22.51","3.02","239","1779.11","538000","100","20230201","5590","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","173070","103325329","3.58","60","10.96","0.68","152.89","2459.4","167500","100","20230309","1742","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","5023","20010529","1.99","5","19.44","1.19","12.91","211.77","25100","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","107072","29455800","4.68","170","12.23","3.37","297.15","1079.43","363500","100","20230403","3775","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","8935","12620000","3.53","25","78.49","0.57","9.02","1250.9","70800","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","31110","34760000","3.35","30","15.33","3.52","58.38","254.41","89500","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","12241","13363540","3.82","35","7.94","1.45","115.34","629.83","91600","100","20230411","950","20230113","698"
"1431","Lib_Work","東証GR","建設","19379","23292040","0.77","6.4","40.06","5.66","20.77","146.9","83200","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","8019","8990200","2.24","20","19.76","1.81","45.14","493.05","89200","100","20230127","1002","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","3366","6827500","3.25","16","5.38","0.67","91.6","732.55","49300","100","20230414","510","20230104","439"
"1435","Robot_Home","東証PR","建設","22326","91127000","0.82","2","27.53","2.8","8.9","87.64","24500","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3813","4284200","1.12","10","11.33","0.78","78.52","1137.93","89000","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","3493","3204600","2.29","25","12.17","1.05","89.6","1042.07","109000","100","20230330","1210","20230112","994"
"1439","安江工務店","東証ST","建設","1386","1347880","2.92","30","9.91","0.86","103.7","1197.37","102800","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3767","16237977","0.43","1","11.77","0.39","19.71","591.86","23200","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2320","1088700","0","0","18.8","1.57","113.35","1360.8","213100","100","20230215","2470","20230130","1954"
"1446","キャンディル","東証ST","建設","5957","10734200","1.08","6","37.68","2","14.73","278.15","55500","100","20230418","557","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9130","24152701","-","-","23.71","4.16","15.94","90.79","37800","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","11114","4349800","2.86","73","8.89","1.81","287.39","1410.52","255500","100","20230329","2780","20230116","2251"
"1451","KHC","東証ST","建設","2531","3985350","5.2","33","7.18","0.42","88.44","1516.29","63500","100","20230309","654","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","9272","289747982","-","-","25","1.29","1.28","24.79","3200","100","20230124","34","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","20377","58892853","1.45","5","5.29","1.06","65.37","327.85","34600","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","59134","16704638","3.83","135.5","7.85","0.46","450.8","7625.55","354000","100","20230308","3885","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","41871","13064400","9.98","320","1.98","0.81","1615.77","3952.35","320500","100","20230221","4105","20230106","2854"
"1605","INPEX","東証PR","鉱業","2039787","1386667167","4.35","64","7.12","0.51","206.74","2891.93","147100","100","20230307","1540","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","240006","54300076","7.47","330","4.02","0.59","1099.18","7461.13","442000","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","67837","28336061","1.42","34","14.81","0.76","161.66","3161.03","239400","100","20230418","2414","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2943","8732773","0","0","-","4.55","-6.58","74.09","33700","100","20230125","376","20230330","297"
"1712","ダイセキ環境ソリューション","東証PR","建設","15060","16827120","1.12","10","16.9","1.01","52.96","884.84","89500","100","20230127","1039","20230407","793"
"1716","第一カッター興業","東証PR","建設","14520","12000000","2.4","29","9.02","0.88","134.12","1374.41","121000","100","20230417","1213","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10042","12775900","4.01","31.5","14.23","2.03","55.23","387.12","78600","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","4619","1153263","4","160","7.3","0.3","548.86","13366.56","400500","100","20230331","4025","20230117","3800"
"1719","安藤・間","東証PR","建設","154592","181021197","4.68","40","7.87","0.98","108.53","871.9","85400","100","20230309","905","20230106","819"
"1720","東急建設","東証PR","建設","73345","106761205","5.24","36","18.01","0.78","38.14","878.38","68700","100","20230309","727","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","350667","141000000","4.02","100","11.67","0.9","213.06","2759.35","248700","100","20230213","2562","20230104","2277"
"1723","日本電技","東証ST","建設","28609","8197500","4.3","150","9.16","0.95","380.8","3657.24","349000","100","20230403","3695","20230104","3090"
