"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","42347","10928283","2.32","90","6.92","0.83","559.59","4681.31","387500","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","246789","312430277","2.53","20","11.43","1.03","69.08","767.47","78990","100","20231212","821","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","142455","50578837","2.49","70","7.68","0.73","366.69","3858.58","281650","100","20231212","2962","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","37476","39910700","0.21","2","48.01","3.49","19.56","269.23","93900","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16152","11772626","2.26","31","10.83","0.67","126.64","2057.93","137200","100","20230404","1709","20240112","1366"
"1377","サカタのタネ","東証PR","水産・農林","191776","47410750","1.36","55","22.42","1.24","180.39","3273.56","404500","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","58679","33359040","-","-","79.63","1.11","22.09","1581.13","175900","100","20230131","1902","20231213","1708"
"1380","秋川牧園","東証ST","水産・農林","4309","4179000","0.97","10","42.98","1.97","23.99","522.33","103100","100","20230928","1094","20231220","1024"
"1381","アクシーズ","東証ST","水産・農林","16375","5617500","3.26","95","16.37","0.84","178.07","3480.41","291500","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1660","762000","2.29","50","13.95","2.28","156.23","955.74","217900","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5500","1610500","0.29","10","70.84","2.68","48.21","1273.11","341500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8967","8459000","3.77","40","5.76","0.75","183.95","1409.75","106000","100","20230925","1205","20230104","702"
"1401","エムビーエス","東証GR","建設","4848","7732000","1.28","8","12.59","1.44","49.79","435.87","62700","100","20231122","636","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","152351","46027488","1.66","55","18.09","4.29","182.93","771.95","331000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","388818","56745180","1.87","128","27.08","3.75","253","1829.4","685200","100","20240112","6887","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","197816","103325329","3.4","65","10.1","0.74","189.62","2591.99","191450","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4482","20010529","2.23","5","11.58","1.04","19.35","215.67","22400","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","115025","29455800","4.74","185","12.3","3.59","317.37","1086.99","390500","100","20240111","4325","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9377","12620000","3.36","25","17.2","0.6","43.21","1245.47","74300","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","32674","34760000","3.19","30","16.14","3.35","58.23","280.5","94000","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","9996","13363540","4.14","31","7.25","1.17","103.21","640.32","74800","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","17865","23292040","0.83","6.4","45.74","5.57","16.77","137.79","76700","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9530","8990200","1.89","20","48.16","2.48","22.01","427.26","106000","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","6062","6888400","3.41","30","5.02","1.07","175.3","819.24","88000","100","20240105","926","20230104","439"
"1435","Robot_Home","東証ST","不動産","15765","91127000","1.16","2","19.44","1.86","8.9","93.06","17300","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3496","4284200","1.47","12","9.24","0.69","88.33","1180.86","81600","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4647","3204600","2.07","30","15.44","1.32","93.94","1100.08","145000","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1812","1351560","2.61","35","10.47","1.06","128.03","1261.56","134100","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3621","16237977","0.45","1","11.31","0.36","19.71","626.73","22300","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","3066","1088700","0","0","20.84","2.01","135.12","1401.8","281600","100","20240111","2834","20230130","1954"
"1446","キャンディル","東証ST","建設","6258","10734200","1.37","8","23.33","1.98","24.99","293.98","58300","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7705","24152701","0","0","15.4","3.25","20.72","98.08","31900","100","20230221","436","20231228","233"
"1450","田中建設工業","東証ST","建設","9383","4349800","3.38","73","9.93","1.51","217.27","1432.13","215700","100","20230329","2780","20231225","1905"
"1451","KHC","東証ST","建設","2972","4005350","4.72","35","9.63","0.47","77.08","1574.79","74200","100","20240111","780","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8403","289747982","-","-","18.59","1.15","1.56","25.17","2900","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","81508","58892853","1.45","20","12.71","2.87","108.85","482.98","138400","100","20240112","1390","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","90038","16704638","3.14","169","12.81","0.65","420.76","8327.95","539000","100","20231129","5730","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","37521","13064400","2.79","80","3.06","0.57","937.52","5043.25","287200","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2787894","1386667167","3.68","74","7.71","0.6","260.88","3351.88","201050","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","306795","54300076","4.42","250","6.81","0.64","829.81","8890.78","565000","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","64380","28336061","1.67","38","10.61","0.68","214.12","3325.1","227200","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2794","8732773","0","0","-","5.39","-13.74","59.32","32000","100","20240110","402","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","18796","16827120","1.07","12","10.58","1.16","105.58","963.06","111700","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","16596","12000000","2.53","35","8.36","0.93","165.52","1489.85","138300","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10834","12775900","4.01","34","13.71","2.1","61.86","403.24","84800","100","20240111","869","20230116","690"
"1718","美樹工業","東証ST","建設","5605","1153263","3.29","160","7.59","0.35","640.34","13828.84","486000","100","20240111","4915","20230117","3800"
"1719","安藤・間","東証PR","建設","215958","181021197","5.03","60","13.73","1.31","86.89","913.98","119300","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","88719","106761205","4.33","36","15.34","0.91","54.17","914.5","83100","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","437171","133000000","3.19","105","17.22","1.14","190.86","2874.07","328700","100","20240112","3393","20230104","2277"
"1723","日本電技","東証ST","建設","37749","8197500","3.47","160","11.15","1.17","412.85","3926.22","460500","100","20230727","4845","20230104","3090"
"1724","シンクレイヤ","東証ST","建設","3253","4943780","2.58","17","9.69","0.56","67.9","1172.35","65800","100","20230125","740","20230106","578"
