"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","39506","10928283","2.49","90","6.46","0.81","559.88","4436.27","361500","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","201861","312430277","3.1","20","9.35","0.93","69.08","696.72","64610","100","20230622","669","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","122451","50578837","2.89","70","6.6","0.68","366.69","3534.39","242100","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","38913","39910700","0.21","2","321.78","3.73","3.03","261.08","97500","100","20230307","1057","20230620","933"
"1376","カネコ種苗","東証ST","水産・農林","17153","11772626","1.99","29","13.48","0.74","108.12","1970.41","145700","100","20230404","1709","20230105","1400"
"1377","サカタのタネ","東証PR","水産・農林","197466","47410750","1.2","50","21.73","1.39","191.66","2991.31","416500","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61147","33359040","-","-","82.9","1.14","22.11","1609.46","183300","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4342","4179000","0.96","10","43.31","2.03","23.99","512.11","103900","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","17049","5617500","3.13","95","17.04","0.89","178.07","3419.14","303500","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1382","762000","2.76","50","10.55","1.78","171.98","1020.25","181400","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","4908","1560500","0.32","10","77.79","2.62","40.43","1201.41","314500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","7478","8459000","2.26","20","6.76","0.7","130.75","1270.49","88400","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1587","13008600","0","0","15.4","0.68","7.92","180.27","12200","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3851","7732000","1.2","6","11.11","1.22","44.83","408.13","49800","100","20230612","510","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","114793","46027488","2.21","55","14.01","3.84","178.05","649.01","249400","100","20230113","4730","20230630","2391"
"1414","ショーボンドホールディングス","東証PR","建設","324355","56745180","2.19","125","23.86","3.19","239.54","1789.41","571600","100","20230510","5920","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","187071","103325329","3.59","65","9.65","0.7","187.68","2573.5","181050","100","20230623","1844","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4102","20010529","2.44","5","15.88","0.97","12.91","211.77","20500","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","97351","29455800","5.14","170","11.12","3.06","297.15","1079.43","330500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9162","12620000","3.44","25","11.51","0.55","63.08","1308.19","72600","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","30554","34760000","3.41","30","15.08","3.57","58.28","246.18","87900","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","10450","13363540","4.48","35","7.04","1.24","111.13","629.83","78200","100","20230509","963","20230113","698"
"1431","Lib_Work","東証GR","建設","18401","23292040","0.81","6.4","112.86","5.48","7","144.19","79000","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","10492","8990200","1.71","20","25.85","2.74","45.14","426.47","116700","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","3570","6838400","3.07","16","5.7","0.71","91.6","732.55","52200","100","20230620","539","20230104","439"
"1435","Robot_Home","東証PR","建設","17770","91127000","1.03","2","21.91","2.14","8.9","91.11","19500","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3817","4284200","1.35","12","10.09","0.76","88.33","1165.72","89100","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4336","3204600","1.85","25","15.1","1.27","89.59","1065.46","135300","100","20230511","1445","20230112","994"
"1439","安江工務店","東証ST","建設","1466","1350760","2.76","30","10.5","0.92","103.29","1183.65","108500","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3654","16237977","0.44","1","11.42","0.38","19.71","587.33","22500","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2880","1088700","0","0","23.36","1.92","113.25","1381.19","264500","100","20230524","2698","20230130","1954"
"1446","キャンディル","東証ST","建設","6280","10734200","1.03","6","39.74","2","14.72","292","58500","100","20230629","586","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9275","24152701","0","0","18.53","3.37","20.72","113.84","38400","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","10022","4349800","3.17","73","10.6","1.61","217.27","1429.41","230400","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2658","3985350","5.25","35","8.64","0.43","77.24","1549.17","66700","100","20230630","667","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","24.9","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","20612","58892853","2.14","7.5","5.17","1.04","67.65","335.34","35000","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","74753","16704638","2.23","100","13.54","0.56","330.6","7955.03","447500","100","20230630","4490","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","33967","13064400","3.08","80","3.07","0.61","846.57","4292.78","260000","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2215894","1386667167","4.01","64","6.96","0.54","229.71","2986.33","159800","100","20230622","1651","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","233490","54300076","4.65","200","6.86","0.55","627","7849.18","430000","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","64351","28336061","1.5","34","14.05","0.71","161.6","3206.3","227100","100","20230619","2555","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2594","8732773","0","0","-","4.74","-13.74","62.61","29700","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","18055","16827120","0.93","10","20.26","1.21","52.96","884.84","107300","100","20230629","1092","20230407","793"
"1716","第一カッター興業","東証PR","建設","17052","12000000","2.04","29","10.59","1","134.16","1422.19","142100","100","20230619","1447","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9620","12775900","4.25","32","12.96","1.88","58.12","399.63","75300","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5334","1153263","3.46","160","8.43","0.34","548.86","13663.78","462500","100","20230623","4785","20230117","3800"
"1719","安藤・間","東証PR","建設","194598","181021197","5.58","60","12.37","1.2","86.92","897.84","107500","100","20230615","1094","20230106","819"
"1720","東急建設","東証PR","建設","79324","106761205","4.85","36","19.53","0.82","38.05","905.99","74300","100","20230511","761","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","378319","133000000","3.69","105","14.94","1.01","190.43","2824.12","284450","100","20230523","2869","20230104","2277"
"1723","日本電技","東証ST","建設","35003","8197500","3.75","160","10.69","1.1","399.48","3879.63","427000","100","20230615","4365","20230104","3090"
