"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","41691","10928283","2.36","90","6.82","0.81","559.59","4681.31","381500","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","241384","312430277","2.59","20","11.18","1.01","69.08","767.47","77260","100","20231212","821","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","143416","50578837","2.47","70","7.73","0.73","366.69","3858.58","283550","100","20231212","2962","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","37356","39910700","0.21","2","47.85","3.48","19.56","269.23","93600","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16576","11772626","2.2","31","11.12","0.69","126.64","2054.79","140800","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","185850","47410750","1.4","55","21.73","1.2","180.39","3273.56","392000","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","58345","33359040","-","-","79.18","1.11","22.09","1581.13","174900","100","20230131","1902","20231213","1708"
"1380","秋川牧園","東証ST","水産・農林","4296","4179000","0.97","10","42.85","1.97","23.99","522.33","102800","100","20230928","1094","20231220","1024"
"1381","アクシーズ","東証ST","水産・農林","16206","5617500","3.29","95","16.2","0.83","178.07","3480.41","288500","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1702","762000","2.24","50","14.3","2.34","156.23","955.74","223400","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5508","1610500","0.29","10","70.94","2.69","48.21","1273.11","342000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8654","8459000","3.91","40","5.56","0.73","183.95","1409.75","102300","100","20230925","1205","20230104","702"
"1401","エムビーエス","東証GR","建設","4732","7732000","1.31","8","12.29","1.4","49.79","435.87","61200","100","20231122","636","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","140844","46027488","1.8","55","16.73","3.96","182.93","771.95","306000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","370319","56745180","1.96","128","25.79","3.57","253","1829.4","652600","100","20240104","6528","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","196060","103325329","3.43","65","10.01","0.73","189.62","2591.99","189750","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4442","20010529","2.25","5","11.47","1.03","19.35","215.67","22200","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","121063","29455800","4.5","185","12.95","3.9","317.37","1053.29","411000","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9503","12620000","3.32","25","17.43","0.6","43.21","1245.47","75300","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","32188","34760000","3.24","30","15.9","3.3","58.23","280.5","92600","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","9836","13363540","4.21","31","7.13","1.15","103.21","640.32","73600","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","17679","23292040","0.84","6.4","45.26","5.51","16.77","137.79","75900","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9880","8990200","1.82","20","49.93","2.57","22.01","427.26","109900","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","6275","6888400","3.29","30","5.2","1.11","175.3","819.24","91100","100","20240104","918","20230104","439"
"1435","Robot_Home","東証ST","不動産","15856","91127000","1.15","2","19.55","1.87","8.9","93.06","17400","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3500","4284200","1.47","12","9.25","0.69","88.33","1180.86","81700","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4679","3204600","2.05","30","15.54","1.33","93.94","1100.08","146000","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1787","1351560","2.65","35","10.33","1.05","128.03","1261.56","132200","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3556","16237977","0.46","1","11.11","0.35","19.71","626.73","21900","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2995","1088700","0","0","20.36","1.96","135.12","1401.8","275100","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6290","10734200","1.37","8","23.45","1.99","24.99","293.98","58600","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","6714","24152701","0","0","13.42","2.83","20.72","98.08","27800","100","20230221","436","20231228","233"
"1450","田中建設工業","東証ST","建設","9048","4349800","3.51","73","9.57","1.45","217.27","1432.13","208000","100","20230329","2780","20231225","1905"
"1451","KHC","東証ST","建設","2920","4005350","4.8","35","9.46","0.46","77.08","1574.79","72900","100","20230926","769","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8403","289747982","-","-","18.59","1.15","1.56","25.17","2900","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","68905","58892853","1.71","20","10.75","2.42","108.85","482.98","117000","100","20231208","1306","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","86864","16704638","3.25","169","12.36","0.62","420.76","8327.95","520000","100","20231129","5730","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","36032","13064400","2.9","80","2.94","0.55","937.52","5043.25","275800","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2747681","1386667167","3.73","74","7.6","0.59","260.88","3351.88","198150","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","300279","54300076","4.52","250","6.66","0.62","829.81","8890.78","553000","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","64890","28336061","1.66","38","10.69","0.69","214.12","3325.1","229000","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","3039","8732773","0","0","-","5.87","-13.74","59.32","34800","100","20230125","376","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","18729","16827120","0.9","10","12.3","1.18","90.5","940.48","111300","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","16464","12000000","2.55","35","8.29","0.92","165.52","1489.85","137200","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10438","12775900","4.16","34","13.21","2.03","61.86","403.24","81700","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5392","1153263","3.42","160","7.3","0.34","640.34","13828.84","467500","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","206726","181021197","5.25","60","13.14","1.25","86.89","913.98","114200","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","87117","106761205","4.41","36","15.06","0.89","54.17","914.5","81600","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","422408","133000000","3.31","105","16.64","1.11","190.86","2874.07","317600","100","20231110","3336","20230104","2277"
"1723","日本電技","東証ST","建設","37749","8197500","3.47","160","11.15","1.17","412.85","3926.22","460500","100","20230727","4845","20230104","3090"
"1724","シンクレイヤ","東証ST","建設","3278","4943780","2.56","17","9.76","0.57","67.9","1172.35","66300","100","20230125","740","20230106","578"
