"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","40052","10928283","2.46","90","6.55","0.83","559.88","4436.27","366500","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","206204","312430277","3.03","20","9.55","0.95","69.08","696.72","66000","100","20230622","668.9","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","125309","50578837","2.83","70","6.76","0.7","366.69","3534.39","247750","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","39591","39910700","0.2","2","327.39","3.8","3.03","261.08","99200","100","20230307","1057","20230620","933"
"1376","カネコ種苗","東証ST","水産・農林","17223","11772626","1.98","29","13.53","0.74","108.12","1970.41","146300","100","20230404","1709","20230105","1400"
"1377","サカタのタネ","東証PR","水産・農林","199599","47410750","1.19","50","21.97","1.41","191.66","2991.31","421000","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61648","33359040","-","-","83.58","1.15","22.11","1609.46","184800","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4329","4179000","0.97","10","43.18","2.02","23.99","512.11","103600","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","18032","5617500","2.96","95","18.03","0.94","178.07","3419.14","321000","100","20230622","3230","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1395","762000","2.73","50","10.65","1.79","171.98","1020.25","183100","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","4830","1560500","0.32","10","76.55","2.58","40.43","1201.41","309500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","7199","8459000","2.35","20","6.51","0.67","130.75","1270.49","85100","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1613","13008600","0","0","15.66","0.69","7.92","180.27","12400","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3820","7732000","1.21","6","11.02","1.21","44.83","408.13","49400","100","20230612","510","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","123354","46027488","2.05","55","15.05","4.13","178.05","649.01","268000","100","20230113","4730","20230620","2465"
"1414","ショーボンドホールディングス","東証PR","建設","327363","56745180","2.17","125","24.08","3.22","239.54","1789.41","576900","100","20230510","5920","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","187380","103325329","3.58","65","9.66","0.7","187.68","2573.5","181350","100","20230523","1825","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4302","20010529","2.33","5","16.65","1.02","12.91","211.77","21500","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","97204","29455800","5.15","170","11.11","3.06","297.15","1079.43","330000","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9086","12620000","3.47","25","11.41","0.55","63.08","1308.19","72000","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","30067","34760000","3.47","30","14.84","3.51","58.28","246.18","86500","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","10464","13363540","4.47","35","7.05","1.24","111.13","629.83","78300","100","20230509","963","20230113","698"
"1431","Lib_Work","東証GR","建設","19146","23292040","0.78","6.4","117.43","5.7","7","144.19","82200","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","10950","8990200","1.64","20","26.98","2.86","45.14","426.47","121800","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","3624","6838400","3.02","16","5.79","0.72","91.6","732.55","53000","100","20230620","539","20230104","439"
"1435","Robot_Home","東証PR","建設","18225","91127000","1","2","22.47","2.2","8.9","91.11","20000","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3933","4284200","1.31","12","10.39","0.79","88.33","1165.72","91800","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","3922","3204600","2.04","25","13.66","1.15","89.59","1065.46","122400","100","20230511","1445","20230112","994"
"1439","安江工務店","東証ST","建設","1462","1350760","2.77","30","10.48","0.91","103.29","1183.65","108200","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3621","16237977","0.45","1","11.31","0.38","19.71","587.33","22300","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2762","1088700","0","0","22.4","1.84","113.25","1381.19","253700","100","20230524","2698","20230130","1954"
"1446","キャンディル","東証ST","建設","6204","10734200","1.04","6","39.27","1.98","14.72","292","57800","100","20230508","585","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9685","24152701","0","0","19.35","3.52","20.72","113.84","40100","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","10009","4349800","3.17","73","10.59","1.61","217.27","1429.41","230100","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2618","3985350","5.33","35","8.51","0.42","77.24","1549.17","65700","100","20230622","659","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8982","289747982","-","-","19.02","1.24","1.63","24.9","3100","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","21378","58892853","2.07","7.5","5.37","1.08","67.65","335.34","36300","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","68573","16704638","2.44","100","12.42","0.52","330.6","7955.03","410500","100","20230616","4230","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","33732","13064400","3.1","80","3.05","0.6","846.57","4292.78","258200","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2256107","1386667167","3.93","64","7.08","0.54","229.71","2986.33","162700","100","20230622","1651","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","232947","54300076","4.66","200","6.84","0.55","627","7849.18","429000","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","65655","28336061","1.47","34","14.34","0.72","161.6","3206.3","231700","100","20230619","2555","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2681","8732773","0","0","-","4.9","-13.74","62.61","30700","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","17147","16827120","0.98","10","19.24","1.15","52.96","884.84","101900","100","20230612","1083","20230407","793"
"1716","第一カッター興業","東証PR","建設","17112","12000000","2.03","29","10.63","1","134.16","1422.19","142600","100","20230619","1447","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9518","12775900","4.3","32","12.82","1.86","58.12","399.63","74500","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5478","1153263","3.37","160","8.65","0.35","548.86","13663.78","475000","100","20230621","4780","20230117","3800"
"1719","安藤・間","東証PR","建設","192788","181021197","5.63","60","12.25","1.19","86.92","897.84","106500","100","20230615","1094","20230106","819"
"1720","東急建設","東証PR","建設","79537","106761205","4.83","36","19.58","0.82","38.05","905.99","74500","100","20230511","761","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","372932","133000000","3.74","105","14.72","0.99","190.43","2824.12","280400","100","20230523","2869","20230104","2277"
"1723","日本電技","東証ST","建設","34880","8197500","3.76","160","10.65","1.1","399.48","3879.63","425500","100","20230615","4365","20230104","3090"
