"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","43112","10928283","2.28","90","7.05","0.84","559.59","4681.31","394500","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","249757","312430277","2.5","20","11.57","1.04","69.08","767.47","79940","100","20231212","821","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","148322","50578837","2.39","70","8","0.76","366.69","3858.58","293250","100","20240126","2975","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","38474","39910700","0.21","2","49.28","3.58","19.56","269.23","96400","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","17023","11772626","2.14","31","11.42","0.7","126.64","2057.93","144600","100","20230404","1709","20240112","1366"
"1377","サカタのタネ","東証PR","水産・農林","175183","47410750","1.49","55","20.48","1.11","180.39","3324.76","369500","100","20230926","4495","20240126","3650"
"1379","ホクト","東証PR","水産・農林","59446","33359040","-","-","80.67","1.13","22.09","1581.13","178200","100","20230131","1902","20231213","1708"
"1380","秋川牧園","東証ST","水産・農林","4388","4179000","0.95","10","43.77","2.01","23.99","522.33","105000","100","20230928","1094","20231220","1024"
"1381","アクシーズ","東証ST","水産・農林","16791","5617500","3.18","95","16.79","0.84","178.07","3562.15","298900","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1760","762000","2.16","50","14.79","2.42","156.23","955.74","231000","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5564","1610500","0.29","10","71.67","2.71","48.21","1273.11","345500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8967","8459000","3.77","40","5.76","0.75","183.95","1409.75","106000","100","20230925","1205","20230104","702"
"1401","エムビーエス","東証GR","建設","5621","7732000","1.1","8","14.58","1.62","49.86","450.14","72700","100","20240129","727","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","153732","46027488","1.65","55","18.26","4.53","182.93","738.05","334000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","372816","56745180","1.95","128","25.97","3.59","253","1829.4","657000","100","20240117","6929","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","200554","103325329","3.35","65","10.24","0.75","189.62","2591.99","194100","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4482","20010529","2.23","5","11.58","1.01","19.35","222.7","22400","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","119443","29455800","4.56","185","12.78","3.73","317.37","1086.99","405500","100","20240111","4325","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9667","12620000","3.26","25","17.73","0.62","43.21","1245.47","76600","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","34621","34760000","3.01","30","17.1","3.55","58.23","280.5","99600","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","10557","13363540","3.92","31","7.66","1.19","103.11","666.52","79000","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18051","23292040","0.83","6.4","46.21","5.62","16.77","137.79","77500","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9350","8990200","1.92","20","47.25","2.43","22.01","427.26","104000","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","6130","6934100","3.39","30","5.05","1.12","175.02","791.79","88400","100","20240119","963","20230104","439"
"1435","Robot_Home","東証ST","不動産","15674","91127000","1.16","2","19.33","1.85","8.9","93.06","17200","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3714","4284200","1.38","12","9.82","0.73","88.33","1180.86","86700","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4990","3204600","1.93","30","16.57","1.42","93.94","1100.08","155700","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1844","1351560","2.93","40","8.83","1.08","154.55","1261.56","136400","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3572","16237977","0.45","1","11.16","0.35","19.71","626.73","22000","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","3266","1088700","0","0","22.2","2.14","135.12","1401.8","300000","100","20240129","3000","20230130","1954"
"1446","キャンディル","東証ST","建設","6312","10734200","1.36","8","23.53","2","24.99","293.98","58800","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7536","24152701","0","0","15.06","3.18","20.72","98.08","31200","100","20230221","436","20231228","233"
"1450","田中建設工業","東証ST","建設","9770","4349800","3.25","73","10.34","1.57","217.27","1432.13","224600","100","20230329","2780","20231225","1905"
"1451","KHC","東証ST","建設","3004","4005350","4.67","35","9.73","0.48","77.08","1574.79","75000","100","20240111","780","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","19.23","1.19","1.56","25.17","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","99706","58892853","1.18","20","15.55","3.51","108.85","482.98","169300","100","20240116","1977","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","88200","16704638","3.2","169","12.55","0.63","420.76","8327.95","528000","100","20231129","5730","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","37338","13064400","2.8","80","3.05","0.57","937.52","5043.25","285800","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2864854","1386667167","3.58","74","7.92","0.62","260.88","3351.88","206600","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","338832","54300076","4.01","250","7.52","0.7","829.81","8890.78","624000","100","20240129","6300","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","65060","28336061","1.66","38","10.72","0.69","214.12","3325.1","229600","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","3807","8732773","0","0","-","7.35","-13.74","59.32","43600","100","20240129","437","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","18358","16827120","1.1","12","10.33","1.13","105.58","963.06","109100","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","17016","12000000","2.47","35","8.57","0.95","165.52","1489.85","141800","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","11332","12775900","3.83","34","14.34","2.2","61.86","403.24","88700","100","20240129","887","20230116","690"
"1718","美樹工業","東証ST","建設","5709","1153263","3.23","160","7.73","0.36","640.34","13828.84","495000","100","20240129","4950","20230117","3800"
"1719","安藤・間","東証PR","建設","213062","181021197","5.1","60","13.55","1.29","86.89","913.98","117700","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","87971","106761205","4.37","36","15.21","0.9","54.17","914.5","82400","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","425733","133000000","3.28","105","16.77","1.11","190.86","2874.07","320100","100","20240112","3393","20230104","2277"
"1723","日本電技","東証ST","建設","41397","8197500","3.17","160","12.23","1.29","412.85","3926.22","505000","100","20240129","5060","20230104","3090"
"1724","シンクレイヤ","東証ST","建設","3327","4943780","2.53","17","9.91","0.57","67.9","1172.35","67300","100","20230125","740","20230106","578"
