"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","39943","10928283","2.46","90","6.53","0.82","559.88","4436.27","365500","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","203080","312430277","3.08","20","9.41","0.93","69.08","696.72","65000","100","20230619","659","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","123918","50578837","2.86","70","6.68","0.69","366.69","3534.39","245000","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","37516","39910700","0.21","2","310.23","3.6","3.03","261.08","94000","100","20230307","1057","20230620","933"
"1376","カネコ種苗","東証ST","水産・農林","17282","11772626","1.98","29","13.58","0.75","108.12","1970.41","146800","100","20230404","1709","20230105","1400"
"1377","サカタのタネ","東証PR","水産・農林","194147","47410750","1.22","50","21.37","1.37","191.66","2991.31","409500","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61848","33359040","-","-","83.85","1.15","22.11","1609.46","185400","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4334","4179000","0.96","10","43.23","2.02","23.99","512.11","103700","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","17892","5617500","2.98","95","17.89","0.93","178.07","3419.14","318500","100","20230619","3190","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1396","762000","2.73","50","10.65","1.8","171.98","1020.25","183200","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","4822","1560500","0.32","10","76.43","2.57","40.43","1201.41","309000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","7106","8459000","2.38","20","6.42","0.66","130.75","1270.49","84000","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1613","13008600","0","0","15.66","0.69","7.92","180.27","12400","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3843","7732000","1.21","6","11.09","1.22","44.83","408.13","49700","100","20230612","510","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","115483","46027488","2.19","55","14.09","3.87","178.05","649.01","250900","100","20230113","4730","20230620","2465"
"1414","ショーボンドホールディングス","東証PR","建設","326115","56745180","2.18","125","23.99","3.21","239.54","1789.41","574700","100","20230510","5920","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","183299","103325329","3.66","65","9.45","0.69","187.68","2573.5","177400","100","20230523","1825","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4322","20010529","2.31","5","16.73","1.02","12.91","211.77","21600","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","96173","29455800","5.21","170","10.99","3.02","297.15","1079.43","326500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9086","12620000","3.47","25","11.41","0.55","63.08","1308.19","72000","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","29963","34760000","3.48","30","14.79","3.5","58.28","246.18","86200","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","10303","13363540","4.54","35","6.94","1.22","111.13","629.83","77100","100","20230509","963","20230113","698"
"1431","Lib_Work","東証GR","建設","19146","23292040","0.78","6.4","117.43","5.7","7","144.19","82200","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","11498","8990200","1.56","20","28.33","3","45.14","426.47","127900","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","3663","6833400","2.99","16","5.85","0.73","91.6","732.55","53600","100","20230620","539","20230104","439"
"1435","Robot_Home","東証PR","建設","18134","91127000","1.01","2","22.36","2.18","8.9","91.11","19900","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3924","4284200","1.31","12","10.37","0.79","88.33","1165.72","91600","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","3846","3204600","2.08","25","13.39","1.13","89.59","1065.46","120000","100","20230511","1445","20230112","994"
"1439","安江工務店","東証ST","建設","1448","1350760","2.8","30","10.38","0.91","103.29","1183.65","107200","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3621","16237977","0.45","1","11.31","0.38","19.71","587.33","22300","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2750","1088700","0","0","22.3","1.83","113.25","1381.19","252600","100","20230524","2698","20230130","1954"
"1446","キャンディル","東証ST","建設","6215","10734200","1.04","6","39.33","1.98","14.72","292","57900","100","20230508","585","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9734","24152701","0","0","19.45","3.54","20.72","113.84","40300","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","10005","4349800","3.17","73","10.59","1.61","217.27","1429.41","230000","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2610","3985350","5.34","35","8.48","0.42","77.24","1549.17","65500","100","20230620","655","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","24.9","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","21496","58892853","2.05","7.5","5.4","1.09","67.65","335.34","36500","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","68656","16704638","2.43","100","12.43","0.52","330.6","7955.03","411000","100","20230616","4230","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","32975","13064400","3.17","80","2.98","0.59","846.57","4292.78","252400","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2215894","1386667167","4.01","64","6.96","0.54","229.71","2986.33","159800","100","20230619","1649","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","229418","54300076","4.73","200","6.74","0.54","627","7849.18","422500","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","67241","28336061","1.43","34","14.68","0.74","161.6","3206.3","237300","100","20230619","2555","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2533","8732773","0","0","-","4.63","-13.74","62.61","29000","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","17332","16827120","0.97","10","19.45","1.16","52.96","884.84","103000","100","20230612","1083","20230407","793"
"1716","第一カッター興業","東証PR","建設","16800","12000000","2.07","29","10.44","0.98","134.16","1422.19","140000","100","20230619","1447","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9595","12775900","4.26","32","12.92","1.88","58.12","399.63","75100","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5490","1153263","3.36","160","8.67","0.35","548.86","13663.78","476000","100","20230619","4765","20230117","3800"
"1719","安藤・間","東証PR","建設","192245","181021197","5.65","60","12.22","1.18","86.92","897.84","106200","100","20230615","1094","20230106","819"
"1720","東急建設","東証PR","建設","77402","106761205","4.97","36","19.05","0.8","38.05","905.99","72500","100","20230511","761","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","366681","133000000","3.81","105","14.48","0.98","190.43","2824.12","275700","100","20230523","2869","20230104","2277"
"1723","日本電技","東証ST","建設","34880","8197500","3.76","160","10.65","1.1","399.48","3879.63","425500","100","20230615","4365","20230104","3090"
